listing_id,platform,listing_date,area,listing_type,property_type,bedrooms,bathrooms,area_sqft,price_aed,price_per_sqft,is_furnished,has_parking,view,days_on_market,num_views,num_inquiries,developer,is_verified,agent_id
PF-0043759,Dubizzle,2024-04-03,Sports City,Sale,Apartment,2,2,575,883734,1536.93,False,True,City,281,4041,132,Emaar,True,AGT-00998
PF-0043760,Bayut,2024-05-20,Al Barsha,Rent,Villa,3,3,3907,261245,557.22,True,True,City,208,873,124,Meraas,True,AGT-03199
PF-0043761,PropertyFinder,2024-06-07,Dubai Creek Harbour,Sale,Apartment,2,2,859,1714722,1996.18,True,True,Pool,159,2591,38,Other,True,AGT-01545
PF-0043762,Bayut,2024-03-15,Emaar Beachfront,Rent,Apartment,4,4,3015,560733,1549.84,False,False,Pool,187,4319,14,Other,True,AGT-04513
PF-0043763,PropertyFinder,2024-03-08,DIFC,Rent,Apartment,1,1,3466,5273290,1521.43,False,True,Garden,352,3518,121,Meraas,True,AGT-04655
PF-0043764,PropertyFinder,2024-11-05,Town Square,Sale,Villa,2,2,2686,207677,644.32,True,False,No View,247,2137,85,DAMAC,True,AGT-02492
PF-0043765,PropertyFinder,2024-01-15,Palm Jumeirah,Rent,Apartment,3,3,5976,11642465,1948.2,True,True,No View,362,4257,147,Meraas,True,AGT-03378
PF-0043766,Bayut,2024-12-29,Downtown Dubai,Rent,Apartment,3,3,3715,4234298,1139.78,True,False,Sea,100,1367,115,Nakheel,True,AGT-02527
PF-0043767,Bayut,2024-08-20,Mirdif,Sale,Apartment,3,3,4317,2536476,587.56,False,True,Garden,156,3330,27,Emaar,False,AGT-04963
PF-0043768,Bayut,2024-04-25,Dubai Creek Harbour,Rent,Apartment,2,2,2960,330604,930.76,True,False,Sea,306,2911,21,Meraas,True,AGT-01950
PF-0043769,Bayut,2024-05-23,Dubai Marina,Rent,Villa,0,1,732,1802149,2461.95,False,True,City,359,4653,128,Independent,True,AGT-01318
PF-0043770,PropertyFinder,2024-01-18,Arabian Ranches,Sale,Apartment,1,1,1940,455038,1954.63,False,True,No View,135,3152,45,Nakheel,False,AGT-01165
PF-0043771,PropertyFinder,2024-01-17,Dubai Creek Harbour,Sale,Villa,2,2,3607,2612960,724.41,False,True,City,122,4767,103,DAMAC,True,AGT-00700
PF-0043772,Bayut,2024-06-23,Dubai Marina,Rent,Apartment,2,2,1272,2064334,1622.9,False,False,Pool,272,3043,25,Independent,False,AGT-04207
PF-0043773,PropertyFinder,2024-08-23,Al Barsha,Rent,Townhouse,5,5,4647,435259,780.54,False,True,Garden,17,1955,146,Other,True,AGT-01103
PF-0043774,Bayut,2024-07-20,JLT,Rent,Townhouse,1,1,1676,1108852,661.61,True,True,Pool,270,954,54,Other,False,AGT-00527
PF-0043775,Bayut,2024-12-25,Sports City,Rent,Apartment,3,3,2445,884552,361.78,True,True,No View,163,4587,125,Other,True,AGT-02677
PF-0043776,PropertyFinder,2024-07-01,Dubai Creek Harbour,Sale,Villa,1,1,1119,253017,1884.25,False,True,No View,277,2044,73,Other,True,AGT-03475
PF-0043777,Bayut,2024-06-11,Arabian Ranches,Rent,Apartment,1,1,4121,6261756,1519.47,True,True,Sea,173,4141,111,DAMAC,True,AGT-04804
PF-0043778,Bayut,2024-08-23,Arabian Ranches,Rent,Apartment,2,2,2802,3641737,1299.69,False,True,City,261,3605,79,Other,False,AGT-01480
PF-0043779,Bayut,2024-06-18,Business Bay,Sale,Apartment,3,3,777,2291732,2949.46,False,True,City,228,123,10,Meraas,True,AGT-02336
PF-0043780,PropertyFinder,2024-07-04,Dubai Hills Estate,Sale,Apartment,4,4,4986,4837036,970.12,False,True,Pool,249,1133,99,Nakheel,True,AGT-03003
PF-0043781,Dubizzle,2024-01-06,JVC,Sale,Apartment,3,3,5999,1187881,198.01,False,True,City,28,4816,73,Other,True,AGT-04909
PF-0043782,PropertyFinder,2024-02-13,Dubai Marina,Sale,Villa,2,2,2014,1506003,747.77,False,True,Garden,223,2334,99,DAMAC,True,AGT-03076
PF-0043783,Bayut,2024-09-06,JVC,Sale,Townhouse,3,3,1090,153078,1170.32,False,False,Garden,353,3537,18,DAMAC,False,AGT-04410
PF-0043784,Bayut,2024-09-07,JLT,Sale,Apartment,2,2,3314,668248,201.64,False,True,City,313,1981,38,Nakheel,True,AGT-02120
PF-0043785,PropertyFinder,2024-09-01,JLT,Rent,Studio,2,2,3280,1046054,318.92,False,True,Sea,35,4792,110,Independent,True,AGT-01442
PF-0043786,Dubizzle,2024-10-19,Dubai Marina,Sale,Apartment,4,4,3246,2082069,641.43,True,True,Sea,4,4176,1,Sobha,True,AGT-03765
PF-0043787,Bayut,2024-01-02,Palm Jumeirah,Sale,Apartment,1,1,1870,1103568,4917.87,False,True,Pool,87,1881,3,Independent,True,AGT-01535
PF-0043788,Dubizzle,2024-02-15,Palm Jumeirah,Sale,Villa,2,2,2670,1004720,3135.83,True,False,Pool,201,4554,43,Emaar,False,AGT-04744
PF-0043789,Dubizzle,2024-05-18,Town Square,Sale,Villa,3,3,4213,1028904,244.22,False,True,City,286,26,105,DAMAC,False,AGT-00646
PF-0043790,PropertyFinder,2024-10-27,Arabian Ranches,Sale,Apartment,1,1,762,3327321,4366.56,False,False,Sea,46,2731,81,Independent,True,AGT-03635
PF-0043791,Bayut,2024-07-05,Palm Jumeirah,Sale,Townhouse,4,4,4960,11746416,2368.23,False,True,City,95,2093,101,Emaar,False,AGT-02583
PF-0043792,PropertyFinder,2024-01-11,Sports City,Rent,Apartment,1,1,4170,1131339,271.3,True,False,Pool,53,2704,60,Other,True,AGT-03384
PF-0043793,Bayut,2024-10-31,Arabian Ranches,Sale,Villa,5,5,1798,5159723,2869.7,True,True,City,324,206,9,Emaar,True,AGT-00827
PF-0043794,PropertyFinder,2024-10-31,Dubai Creek Harbour,Rent,Villa,5,5,3176,1578661,497.06,False,True,Pool,118,2938,42,Sobha,False,AGT-03339
PF-0043795,Dubizzle,2024-10-27,Arabian Ranches,Rent,Apartment,1,1,2691,396804,1228.8,True,True,No View,225,730,31,Meraas,True,AGT-04171
PF-0043796,PropertyFinder,2024-11-21,JVC,Sale,Apartment,1,1,3260,1110415,340.62,True,True,No View,38,2311,74,Other,True,AGT-02240
PF-0043797,Dubizzle,2024-12-06,Emaar Beachfront,Rent,Apartment,2,2,1567,4843040,3090.64,False,True,Garden,110,2868,118,Sobha,False,AGT-04474
PF-0043798,Bayut,2024-11-17,Sports City,Rent,Studio,2,2,2229,122705,458.75,True,True,City,293,1872,120,Emaar,True,AGT-02222
PF-0043799,PropertyFinder,2024-07-31,Downtown Dubai,Sale,Apartment,2,2,4694,308890,548.38,False,False,Garden,89,2783,44,Meraas,True,AGT-04433
PF-0043800,PropertyFinder,2024-11-02,Arabian Ranches,Sale,Apartment,1,1,1456,5599908,3846.09,True,True,Garden,277,3327,15,Nakheel,True,AGT-02049
PF-0043801,Bayut,2024-09-12,Town Square,Rent,Apartment,2,2,999,1435923,1437.36,True,False,Garden,87,497,41,Independent,False,AGT-01447
PF-0043802,PropertyFinder,2024-09-09,Al Barsha,Rent,Apartment,2,2,5254,351480,557.48,False,True,City,16,4056,22,Independent,False,AGT-00682
PF-0043803,Bayut,2024-08-07,Dubai Creek Harbour,Sale,Apartment,2,2,1632,240958,1230.38,False,True,No View,69,4821,74,Other,True,AGT-04505
PF-0043804,Bayut,2024-10-31,Dubai Creek Harbour,Sale,Penthouse,1,1,4246,1985101,467.52,True,True,City,274,2958,46,Sobha,False,AGT-03494
PF-0043805,PropertyFinder,2024-01-23,Business Bay,Sale,Villa,2,2,2592,1586122,611.93,False,True,Sea,17,997,66,Sobha,True,AGT-02936
PF-0043806,PropertyFinder,2024-04-10,Downtown Dubai,Rent,Apartment,2,2,5824,2720894,467.19,True,True,Garden,316,3661,7,Nakheel,True,AGT-03124
PF-0043807,PropertyFinder,2024-06-01,Arabian Ranches,Rent,Apartment,1,1,5358,6077874,1134.35,False,True,Garden,55,1893,31,Nakheel,True,AGT-03570
PF-0043808,PropertyFinder,2024-12-07,Dubai Hills Estate,Sale,Apartment,3,3,3041,478121,1310.21,False,True,Sea,308,1446,125,Emaar,False,AGT-04426
PF-0043809,PropertyFinder,2024-07-16,JVC,Sale,Penthouse,2,2,4340,1034987,238.48,True,False,Sea,306,423,141,Independent,True,AGT-03419
PF-0043810,Bayut,2024-05-20,JLT,Sale,Apartment,2,2,3321,1006409,303.04,False,False,City,103,3194,109,Nakheel,False,AGT-01682
PF-0043811,Dubizzle,2024-08-26,Business Bay,Sale,Apartment,5,5,4452,1713943,384.98,False,True,No View,105,936,34,Meraas,False,AGT-00008
PF-0043812,PropertyFinder,2024-08-08,Al Barsha,Rent,Penthouse,1,1,5958,421386,589.39,False,False,City,243,3596,43,Sobha,True,AGT-00620
PF-0043813,PropertyFinder,2024-11-07,Downtown Dubai,Sale,Townhouse,4,4,1335,2724125,2040.54,True,False,City,358,4960,0,Other,True,AGT-01868
PF-0043814,PropertyFinder,2024-01-20,Mirdif,Rent,Apartment,2,2,5626,395142,585.29,False,True,Pool,79,1561,115,Independent,True,AGT-02470
PF-0043815,PropertyFinder,2024-11-20,Mirdif,Rent,Apartment,4,4,4419,2523121,570.97,False,True,City,23,2344,132,DAMAC,True,AGT-04400
PF-0043816,Bayut,2024-12-23,Dubai Creek Harbour,Sale,Apartment,2,2,2354,1599258,679.38,False,True,Sea,170,1558,17,Sobha,True,AGT-01975
PF-0043817,Bayut,2024-05-17,Dubai Hills Estate,Sale,Apartment,1,1,452,556026,10251.22,False,True,Sea,364,2714,22,Nakheel,True,AGT-02041
PF-0043818,Bayut,2024-08-29,Palm Jumeirah,Rent,Townhouse,3,3,1675,1072352,5335.08,False,True,City,356,4580,86,Other,True,AGT-03803
PF-0043819,PropertyFinder,2024-08-06,Dubai Creek Harbour,Rent,Townhouse,3,3,999,183644,1531.9,False,True,No View,338,2152,82,DAMAC,True,AGT-02694
PF-0043820,Bayut,2024-09-08,Dubai Creek Harbour,Rent,Villa,1,1,426,346546,6779.09,False,False,City,152,1909,100,Sobha,True,AGT-01650
PF-0043821,PropertyFinder,2024-08-08,JLT,Sale,Townhouse,3,3,1786,1161766,650.48,False,False,Sea,67,3769,101,Sobha,True,AGT-00223
PF-0043822,Bayut,2024-06-27,JVC,Rent,Apartment,0,1,5308,92816,145.72,False,True,City,272,95,125,Independent,True,AGT-03642
PF-0043823,Bayut,2024-07-20,Downtown Dubai,Rent,Townhouse,2,2,4607,553477,1001.15,False,False,No View,74,2848,48,DAMAC,True,AGT-04359
PF-0043824,Bayut,2024-11-02,JLT,Sale,Apartment,3,3,3222,167488,433.19,True,True,Pool,341,1288,65,DAMAC,False,AGT-02505
PF-0043825,Dubizzle,2024-02-18,Mirdif,Rent,Penthouse,5,5,5907,268001,378.08,True,True,No View,114,575,7,DAMAC,True,AGT-02167
PF-0043826,Bayut,2024-01-25,Town Square,Rent,Apartment,3,3,3768,1284431,340.88,False,True,Sea,176,3132,38,Other,True,AGT-00648
PF-0043827,Bayut,2024-11-16,Arabian Ranches,Rent,Apartment,3,3,2512,3278404,1305.1,False,True,Pool,232,3717,55,Nakheel,True,AGT-03814
PF-0043828,PropertyFinder,2024-09-22,Town Square,Sale,Apartment,3,3,2865,107117,311.57,False,False,No View,75,2777,52,Independent,True,AGT-04776
PF-0043829,Bayut,2024-04-13,JLT,Sale,Apartment,3,3,2369,166502,585.7,False,False,No View,174,3709,129,Sobha,True,AGT-03742
PF-0043830,Dubizzle,2024-11-17,Al Barsha,Rent,Apartment,2,2,1842,374430,1693.95,True,False,City,70,3974,148,Independent,True,AGT-03431
PF-0043831,PropertyFinder,2024-06-20,JLT,Sale,Townhouse,2,2,1981,1304759,658.64,True,False,City,313,999,56,Meraas,True,AGT-01865
PF-0043832,Bayut,2024-05-01,DIFC,Rent,Villa,3,3,4192,491030,976.13,False,True,Garden,244,2532,43,Other,False,AGT-03223
PF-0043833,Dubizzle,2024-09-24,Emaar Beachfront,Sale,Villa,3,3,883,5261537,5958.71,True,True,Pool,109,25,33,Emaar,True,AGT-00182
PF-0043834,PropertyFinder,2024-04-08,DIFC,Rent,Studio,3,3,4757,6325386,1329.7,True,True,City,85,4378,35,DAMAC,True,AGT-03353
PF-0043835,Bayut,2024-07-30,Sports City,Sale,Apartment,1,1,5899,1103636,187.09,False,False,City,153,2626,135,Other,True,AGT-03081
PF-0043836,Bayut,2024-12-14,Sports City,Rent,Apartment,4,4,4385,133783,254.25,False,True,Garden,259,3306,139,Other,True,AGT-03189
PF-0043837,Dubizzle,2024-05-10,Town Square,Sale,Apartment,2,2,2174,1574578,724.28,False,True,No View,347,4365,4,Independent,False,AGT-01225
PF-0043838,Bayut,2024-07-17,Business Bay,Sale,Studio,3,3,3371,209932,518.97,True,True,City,177,2914,82,Meraas,True,AGT-00339
PF-0043839,Bayut,2024-01-09,Business Bay,Sale,Apartment,1,1,3054,186168,507.99,False,True,City,285,2019,49,Nakheel,True,AGT-02115
PF-0043840,PropertyFinder,2024-02-21,Sports City,Sale,Apartment,2,2,1761,813796,462.12,True,False,Sea,345,316,38,Meraas,True,AGT-01483
PF-0043841,Dubizzle,2024-02-24,JLT,Rent,Townhouse,3,3,1872,126974,565.24,False,True,City,188,4630,96,Meraas,True,AGT-02253
PF-0043842,Bayut,2024-06-24,Business Bay,Rent,Townhouse,0,1,4735,285442,502.36,True,True,City,165,2980,108,Other,True,AGT-04810
PF-0043843,Bayut,2024-12-02,Mirdif,Sale,Apartment,3,3,2337,321197,1145.33,True,False,No View,336,4772,117,DAMAC,True,AGT-02655
PF-0043844,Bayut,2024-07-18,Arabian Ranches,Rent,Apartment,2,2,2241,3126377,1395.08,False,True,Garden,41,3734,76,Emaar,False,AGT-04290
PF-0043845,PropertyFinder,2024-11-23,Arabian Ranches,Sale,Apartment,2,2,5972,3845805,643.97,False,False,Sea,313,1198,141,DAMAC,True,AGT-03559
PF-0043846,Dubizzle,2024-04-13,Arabian Ranches,Rent,Apartment,2,2,2754,5382286,1954.35,True,True,Pool,341,3877,76,Meraas,True,AGT-04743
PF-0043847,Bayut,2024-07-14,Town Square,Sale,Studio,3,3,5427,187864,288.47,False,True,Sea,128,1324,119,Sobha,True,AGT-01221
PF-0043848,PropertyFinder,2024-05-29,Business Bay,Rent,Townhouse,3,3,5969,2203495,369.16,True,True,No View,308,3407,144,DAMAC,True,AGT-04920
PF-0043849,Dubizzle,2024-07-17,JVC,Sale,Apartment,1,1,4069,756002,185.8,False,False,Pool,166,3507,70,Nakheel,False,AGT-03788
PF-0043850,PropertyFinder,2024-11-08,JLT,Rent,Apartment,2,2,514,80817,1310.28,False,True,Pool,334,2745,105,Other,False,AGT-01863
PF-0043851,PropertyFinder,2024-09-22,DIFC,Sale,Apartment,3,3,3663,5085294,1388.29,False,False,Sea,290,4723,59,Nakheel,True,AGT-01380
PF-0043852,Bayut,2024-02-18,Dubai Marina,Rent,Villa,4,4,1006,158405,1312.17,False,False,City,275,2640,12,Other,True,AGT-00235
PF-0043853,Bayut,2024-12-23,DIFC,Rent,Apartment,0,1,4115,438074,887.15,True,True,Sea,292,3098,0,Meraas,True,AGT-03830
PF-0043854,PropertyFinder,2024-12-19,Al Barsha,Rent,Apartment,1,1,3698,2789762,754.4,False,True,Garden,296,1391,15,Other,False,AGT-00476
PF-0043855,Bayut,2024-03-29,Al Barsha,Sale,Villa,3,3,5262,253203,400.99,True,True,City,85,3178,7,Other,True,AGT-01594
PF-0043856,Bayut,2024-09-23,Emaar Beachfront,Sale,Apartment,5,5,3451,4851570,1405.84,True,True,Garden,112,1760,22,Nakheel,True,AGT-04334
PF-0043857,PropertyFinder,2024-02-02,Palm Jumeirah,Rent,Apartment,1,1,2680,1029709,3201.83,False,True,No View,138,484,29,Nakheel,True,AGT-04349
PF-0043858,Bayut,2024-01-17,Palm Jumeirah,Sale,Studio,4,4,2968,1424868,4000.64,False,True,City,198,1639,59,Sobha,True,AGT-04754
PF-0043859,Bayut,2024-08-22,Sports City,Sale,Townhouse,4,4,4926,1039996,211.12,False,True,City,281,1553,121,Meraas,True,AGT-01942
PF-0043860,Bayut,2024-02-01,Mirdif,Sale,Villa,0,1,4992,2243039,449.33,True,True,No View,187,2117,103,Nakheel,False,AGT-04772
PF-0043861,Bayut,2024-12-21,Business Bay,Sale,Apartment,4,4,2004,191524,796.42,False,True,Garden,308,2567,77,DAMAC,True,AGT-04746
PF-0043862,Bayut,2024-12-13,Al Barsha,Rent,Apartment,2,2,4114,2559889,622.24,True,False,Pool,261,2500,42,Other,False,AGT-00170
PF-0043863,PropertyFinder,2024-06-05,Downtown Dubai,Sale,Studio,2,2,3100,2626724,847.33,True,False,Sea,227,4244,8,Independent,False,AGT-04840
PF-0043864,Bayut,2024-03-21,Downtown Dubai,Rent,Apartment,2,2,4800,3493965,727.91,False,False,City,232,1613,26,Meraas,True,AGT-01259
PF-0043865,PropertyFinder,2024-06-17,JVC,Rent,Villa,1,1,3316,143769,361.3,False,True,Sea,238,3218,93,DAMAC,True,AGT-02883
PF-0043866,PropertyFinder,2024-02-22,Town Square,Sale,Apartment,3,3,1656,1493691,901.99,False,True,No View,292,712,140,Meraas,False,AGT-04651
PF-0043867,Bayut,2024-06-28,Downtown Dubai,Sale,Penthouse,1,1,5108,415303,677.54,False,False,No View,183,1902,55,Other,True,AGT-01728
PF-0043868,Bayut,2024-03-19,Dubai Creek Harbour,Sale,Apartment,2,2,5154,189068,305.7,True,True,City,315,4548,79,DAMAC,True,AGT-04386
PF-0043869,PropertyFinder,2024-01-17,Dubai Hills Estate,Sale,Apartment,2,2,3413,3977886,1165.51,True,False,Garden,259,3103,21,Sobha,True,AGT-04190
PF-0043870,PropertyFinder,2024-01-01,Dubai Hills Estate,Rent,Villa,1,1,5248,673595,1069.61,True,True,No View,111,4867,45,Sobha,False,AGT-03720
PF-0043871,PropertyFinder,2024-12-06,Dubai Hills Estate,Sale,Apartment,2,2,2445,901359,3072.12,False,False,Garden,164,3461,65,Other,False,AGT-04861
PF-0043872,Dubizzle,2024-03-22,Business Bay,Sale,Penthouse,2,2,1009,275648,2276.58,False,False,Pool,202,3039,53,Independent,True,AGT-04702
PF-0043873,Bayut,2024-03-09,Palm Jumeirah,Sale,Villa,3,3,1152,9764228,8475.89,True,True,No View,248,366,142,Meraas,True,AGT-02832
PF-0043874,Bayut,2024-08-31,Al Barsha,Rent,Apartment,1,1,1919,291955,1267.83,True,True,No View,247,2840,87,Nakheel,True,AGT-00466
PF-0043875,Bayut,2024-12-22,Al Barsha,Rent,Townhouse,1,1,2262,323143,1190.48,True,False,No View,85,3381,147,Emaar,False,AGT-01757
PF-0043876,PropertyFinder,2024-01-21,Downtown Dubai,Sale,Apartment,2,2,3823,2619575,685.21,True,True,Pool,19,744,117,Other,True,AGT-00370
PF-0043877,PropertyFinder,2024-04-20,DIFC,Sale,Townhouse,2,2,448,5609814,12521.91,True,True,City,163,3925,40,Emaar,False,AGT-01964
PF-0043878,PropertyFinder,2024-02-15,Downtown Dubai,Sale,Apartment,4,4,963,3672756,3813.87,False,False,No View,131,4163,63,Emaar,True,AGT-04585
PF-0043879,Bayut,2024-07-10,Business Bay,Rent,Penthouse,1,1,2438,157546,538.51,False,True,City,59,4338,119,Sobha,False,AGT-04510
PF-0043880,PropertyFinder,2024-12-02,DIFC,Rent,Apartment,1,1,2949,656967,1856.47,False,True,Pool,354,3288,143,Other,True,AGT-00668
PF-0043881,Bayut,2024-02-18,Al Barsha,Sale,Apartment,1,1,4777,472465,824.2,True,True,City,272,3500,115,Nakheel,True,AGT-01874
PF-0043882,Bayut,2024-02-04,Mirdif,Sale,Apartment,0,1,4592,2384759,519.33,True,True,Sea,117,73,7,DAMAC,True,AGT-02813
PF-0043883,PropertyFinder,2024-02-01,Mirdif,Rent,Villa,1,1,3026,236170,650.39,False,True,Garden,288,4578,137,Sobha,True,AGT-01089
PF-0043884,Dubizzle,2024-06-07,JVC,Sale,Penthouse,3,3,4550,1155250,253.9,False,True,No View,276,101,107,Independent,True,AGT-01654
PF-0043885,PropertyFinder,2024-10-30,Business Bay,Sale,Apartment,4,4,1125,280260,2076.01,False,True,Sea,311,4939,93,Independent,True,AGT-04845
PF-0043886,PropertyFinder,2024-05-15,JVC,Sale,Villa,4,4,1312,949742,723.89,True,False,Garden,186,1557,0,Meraas,True,AGT-02473
PF-0043887,PropertyFinder,2024-07-22,Downtown Dubai,Rent,Villa,1,1,2357,453256,1602.52,True,True,City,155,2955,58,Independent,True,AGT-02387
PF-0043888,PropertyFinder,2024-02-17,Sports City,Sale,Studio,4,4,2459,1068622,434.58,True,False,Sea,299,1907,123,DAMAC,True,AGT-03439
PF-0043889,Bayut,2024-03-05,Al Barsha,Sale,Apartment,3,3,2522,321899,1063.64,False,True,City,323,4319,0,Nakheel,False,AGT-01829
PF-0043890,Bayut,2024-11-23,Emaar Beachfront,Rent,Townhouse,2,2,2334,5585731,2393.2,False,True,Sea,173,3351,53,Nakheel,True,AGT-03146
PF-0043891,PropertyFinder,2024-02-17,Arabian Ranches,Sale,Apartment,2,2,5163,543080,876.56,False,False,Garden,118,3347,7,Meraas,True,AGT-03549
PF-0043892,Dubizzle,2024-12-09,JVC,Rent,Townhouse,2,2,2712,732069,269.94,True,True,City,263,809,62,Independent,True,AGT-01545
PF-0043893,PropertyFinder,2024-01-13,DIFC,Rent,Apartment,4,4,3034,5139782,1694.06,False,False,City,224,4426,50,DAMAC,True,AGT-01900
PF-0043894,Bayut,2024-01-11,Mirdif,Rent,Apartment,2,2,1822,370254,1693.44,False,True,City,152,1593,150,Emaar,False,AGT-02777
PF-0043895,Bayut,2024-12-21,Palm Jumeirah,Rent,Apartment,2,2,4716,1197155,2115.41,False,False,No View,176,1930,100,DAMAC,True,AGT-02103
PF-0043896,Bayut,2024-10-30,JLT,Rent,Townhouse,1,1,1418,84576,497.04,True,False,Sea,169,3896,44,DAMAC,True,AGT-02931
PF-0043897,PropertyFinder,2024-10-29,Mirdif,Sale,Apartment,4,4,3154,336901,890.14,False,True,Pool,353,3157,102,Independent,True,AGT-01068
PF-0043898,PropertyFinder,2024-04-25,JVC,Rent,Apartment,1,1,2969,974194,328.12,False,True,City,270,2049,85,Independent,True,AGT-02163
PF-0043899,PropertyFinder,2024-10-05,Emaar Beachfront,Rent,Villa,1,1,1942,3563114,1834.77,False,True,Garden,193,4556,5,Other,True,AGT-02146
PF-0043900,Bayut,2024-09-21,Sports City,Rent,Townhouse,5,5,3137,84861,225.43,False,True,Sea,265,116,78,Meraas,False,AGT-04478
PF-0043901,PropertyFinder,2024-06-26,Dubai Hills Estate,Sale,Apartment,1,1,3624,5491215,1515.24,True,False,City,268,3516,53,Nakheel,True,AGT-03058
PF-0043902,PropertyFinder,2024-07-02,Business Bay,Rent,Apartment,1,1,1760,278033,1316.45,False,True,Garden,306,4384,49,DAMAC,True,AGT-00599
PF-0043903,PropertyFinder,2024-12-30,JLT,Sale,Villa,1,1,4161,1400711,336.63,True,True,City,351,4609,116,Sobha,True,AGT-00559
PF-0043904,Bayut,2024-09-30,DIFC,Rent,Apartment,1,1,1524,6119956,4015.72,True,True,City,140,19,73,Emaar,False,AGT-00112
PF-0043905,Dubizzle,2024-11-25,Business Bay,Sale,Villa,1,1,1774,1849970,1042.82,True,True,Garden,307,1679,59,Emaar,True,AGT-01131
PF-0043906,PropertyFinder,2024-02-05,Town Square,Sale,Apartment,1,1,3199,876659,274.04,True,True,City,144,3894,94,Other,True,AGT-01320
PF-0043907,Bayut,2024-06-12,DIFC,Sale,Apartment,3,3,1270,532670,3495.21,False,True,Sea,205,4318,13,Meraas,True,AGT-00559
PF-0043908,PropertyFinder,2024-04-20,Dubai Hills Estate,Sale,Villa,1,1,2317,569421,2047.99,True,True,Garden,272,258,71,Independent,True,AGT-04566
PF-0043909,PropertyFinder,2024-07-01,Al Barsha,Rent,Apartment,2,2,4432,285463,536.75,False,True,Pool,200,3503,120,Emaar,True,AGT-01567
PF-0043910,Bayut,2024-04-03,Downtown Dubai,Rent,Penthouse,2,2,4282,324408,631.34,False,True,Sea,183,4332,59,Independent,False,AGT-00108
PF-0043911,Bayut,2024-07-15,Emaar Beachfront,Sale,Penthouse,4,4,3404,3492365,1025.96,False,False,Pool,225,636,11,Sobha,True,AGT-04680
PF-0043912,PropertyFinder,2024-11-01,DIFC,Sale,Apartment,2,2,1339,3513107,2623.68,False,True,City,230,4574,149,Nakheel,True,AGT-01277
PF-0043913,Bayut,2024-01-18,DIFC,Sale,Apartment,0,1,1825,6439426,3528.45,False,True,Pool,200,3639,40,Other,True,AGT-02169
PF-0043914,PropertyFinder,2024-02-24,Mirdif,Sale,Villa,4,4,1541,259429,1402.93,True,True,Sea,261,1338,41,Emaar,True,AGT-04096
PF-0043915,Bayut,2024-11-25,Downtown Dubai,Sale,Apartment,3,3,1528,557635,3041.21,False,False,Pool,127,2723,108,Emaar,False,AGT-02275
PF-0043916,PropertyFinder,2024-10-02,Palm Jumeirah,Sale,Townhouse,1,1,618,1349407,18195.89,True,True,Pool,348,2028,76,Other,True,AGT-02676
PF-0043917,Bayut,2024-02-22,Al Barsha,Rent,Apartment,1,1,3047,405688,1109.53,True,True,Garden,356,3653,85,Meraas,False,AGT-04449
PF-0043918,PropertyFinder,2024-04-23,Al Barsha,Sale,Apartment,3,3,5732,400600,582.4,True,False,Sea,229,2525,67,Meraas,False,AGT-00740
PF-0043919,Bayut,2024-02-01,Emaar Beachfront,Sale,Apartment,3,3,2693,3498461,1299.09,False,False,No View,194,2009,42,Emaar,True,AGT-04210
PF-0043920,PropertyFinder,2024-05-30,Dubai Hills Estate,Sale,Apartment,0,1,4320,537459,1036.77,False,True,Pool,228,4747,57,Independent,True,AGT-03948
PF-0043921,Bayut,2024-02-07,JLT,Sale,Apartment,3,3,5841,877889,150.3,True,True,No View,258,560,95,Independent,True,AGT-01269
PF-0043922,PropertyFinder,2024-07-22,Mirdif,Sale,Villa,4,4,5940,1875906,315.81,True,False,No View,180,385,23,Meraas,True,AGT-00157
PF-0043923,Dubizzle,2024-10-21,Dubai Marina,Sale,Apartment,3,3,544,2088053,3838.33,False,True,City,235,4758,74,Emaar,True,AGT-03829
PF-0043924,Bayut,2024-07-24,DIFC,Rent,Apartment,2,2,1604,718537,3733.05,False,True,City,223,2692,27,Other,True,AGT-04361
PF-0043925,Bayut,2024-04-27,Business Bay,Sale,Apartment,2,2,2318,214406,770.8,True,True,No View,337,1534,131,Sobha,False,AGT-04766
PF-0043926,Bayut,2024-01-17,Dubai Marina,Sale,Apartment,3,3,675,2228533,3301.53,False,True,Sea,174,1011,129,Meraas,True,AGT-01573
PF-0043927,Bayut,2024-06-04,Arabian Ranches,Sale,Apartment,3,3,1477,4533279,3069.25,False,True,Sea,188,2268,65,Emaar,True,AGT-03450
PF-0043928,PropertyFinder,2024-10-12,DIFC,Rent,Apartment,2,2,3529,686014,1619.95,False,False,Garden,357,3439,122,Other,True,AGT-02875
PF-0043929,PropertyFinder,2024-12-04,Mirdif,Sale,Apartment,1,1,1130,359905,2654.17,False,True,Garden,2,1638,27,Sobha,True,AGT-04880
PF-0043930,PropertyFinder,2024-01-28,JLT,Rent,Studio,5,5,2050,963848,470.17,False,True,City,180,605,112,Other,True,AGT-00315
PF-0043931,Bayut,2024-04-10,Al Barsha,Rent,Townhouse,1,1,1107,322336,2426.5,True,True,City,225,4593,98,Meraas,True,AGT-02072
PF-0043932,PropertyFinder,2024-10-02,DIFC,Sale,Townhouse,3,3,5427,4325215,796.98,True,True,City,315,587,50,Independent,False,AGT-04694
PF-0043933,PropertyFinder,2024-06-07,Emaar Beachfront,Rent,Townhouse,5,5,5738,3628500,632.36,True,True,No View,152,3993,144,Independent,True,AGT-02175
