event_id,datetime,date,year,month,theme,source_domain,source_country,headline_sentiment,tone_score,goldstein_scale,num_mentions,num_sources,avg_tone,quad_class,is_real_estate_specific
GDELT-0019816,2023-09-26 13:20:00,2023-09-26,2023,9,UAE_MORTGAGE_MARKET,ft.com,GLOBAL,Positive,3.5,-3.1,11,17,2.54,Material Cooperation,0
GDELT-0019817,2023-12-27 04:06:00,2023-12-27,2023,12,SUSTAINABLE_BUILDINGS_UAE,dxbinteract.com,GLOBAL,Positive,2.61,-5.4,89,6,1.36,Verbal Cooperation,0
GDELT-0019818,2023-10-06 05:43:00,2023-10-06,2023,10,GOLDEN_VISA_UAE,ft.com,GLOBAL,Neutral,1.77,6.7,108,9,-0.83,Verbal Cooperation,0
GDELT-0019819,2023-05-05 00:25:00,2023-05-05,2023,5,UAE_PROPERTY_INVESTMENT,reuters.com,GLOBAL,Positive,3.78,-7.9,40,14,1.96,Verbal Conflict,1
GDELT-0019820,2024-06-20 13:37:00,2024-06-20,2024,6,OFFPLAN_SALES_UAE,cbre.ae,AE,Negative,-4.04,-2.9,127,14,-4.46,Verbal Cooperation,0
GDELT-0019821,2022-11-05 22:47:00,2022-11-05,2022,11,DUBAI_TOURISM,cnbc.com,GLOBAL,Negative,-5.58,8.7,129,19,-0.72,Material Conflict,0
GDELT-0019822,2020-03-22 06:07:00,2020-03-22,2020,3,ARAMCO_UAE_OIL,arabianbusiness.com,AE,Neutral,2.67,-1.1,96,18,-0.41,Verbal Conflict,0
GDELT-0019823,2023-02-25 03:30:00,2023-02-25,2023,2,UAE_MORTGAGE_MARKET,thenationalnews.com,GLOBAL,Positive,2.28,-9.3,107,6,4.89,Material Cooperation,0
GDELT-0019824,2024-07-03 06:23:00,2024-07-03,2024,7,UAE_PROPERTY_INVESTMENT,zawya.com,AE,Positive,5.01,3.7,126,3,-1.74,Material Cooperation,1
GDELT-0019825,2021-03-26 12:24:00,2021-03-26,2021,3,UAE_PROPERTY_INVESTMENT,thenationalnews.com,GLOBAL,Positive,2.82,9.7,10,22,3.76,Verbal Cooperation,1
GDELT-0019826,2023-06-05 03:43:00,2023-06-05,2023,6,UAE_ECONOMY_GROWTH,thenationalnews.com,GLOBAL,Positive,5.84,5.7,41,4,2.23,Verbal Conflict,0
GDELT-0019827,2021-09-16 09:20:00,2021-09-16,2021,9,UAE_MORTGAGE_MARKET,zawya.com,AE,Negative,-4.01,2.9,20,26,-5.69,Material Cooperation,0
GDELT-0019828,2024-10-29 03:51:00,2024-10-29,2024,10,DUBAI_INFRASTRUCTURE,ft.com,GLOBAL,Positive,5.09,5.7,22,28,-0.63,Verbal Conflict,0
GDELT-0019829,2021-03-18 06:19:00,2021-03-18,2021,3,DLD_TRANSACTIONS,reuters.com,GLOBAL,Negative,-2.54,-9.8,2,13,-5.47,Verbal Cooperation,1
GDELT-0019830,2023-09-22 08:13:00,2023-09-22,2023,9,DUBAI_LUXURY_REAL_ESTATE,propertyfinder.ae,AE,Negative,-5.25,8.3,47,9,-5.33,Verbal Cooperation,1
GDELT-0019831,2021-09-27 08:38:00,2021-09-27,2021,9,UAE_ECONOMY_GROWTH,ft.com,GLOBAL,Negative,-4.32,-5.4,19,10,-5.3,Verbal Cooperation,0
GDELT-0019832,2024-08-24 12:45:00,2024-08-24,2024,8,DUBAI_INFRASTRUCTURE,aljazeera.com,GLOBAL,Positive,5.17,-6.8,51,7,4.82,Verbal Conflict,0
GDELT-0019833,2024-12-23 18:41:00,2024-12-23,2024,12,GOLDEN_VISA_UAE,thenationalnews.com,GLOBAL,Neutral,2.09,9.7,135,15,-1.76,Verbal Cooperation,0
GDELT-0019834,2020-11-24 09:18:00,2020-11-24,2020,11,UAE_ECONOMY_GROWTH,propertyfinder.ae,AE,Positive,3.17,-0.4,65,29,4.52,Material Cooperation,0
GDELT-0019835,2021-09-11 22:43:00,2021-09-11,2021,9,UAE_REAL_ESTATE_MARKET,thenationalnews.com,GLOBAL,Positive,2.52,4.9,76,14,4.05,Verbal Conflict,1
GDELT-0019836,2020-06-24 09:27:00,2020-06-24,2020,6,UAE_PROPERTY_INVESTMENT,khaleejtimes.com,GLOBAL,Positive,0.39,2.8,27,12,2.66,Verbal Conflict,1
GDELT-0019837,2024-07-27 11:42:00,2024-07-27,2024,7,REITS_UAE,bayut.com,GLOBAL,Positive,6.33,-2.5,17,21,5.27,Verbal Cooperation,0
GDELT-0019838,2023-07-13 09:15:00,2023-07-13,2023,7,EXPO2020_DUBAI,bayut.com,GLOBAL,Positive,2.61,7.2,128,16,8.76,Verbal Cooperation,0
GDELT-0019839,2024-07-14 10:06:00,2024-07-14,2024,7,DLD_TRANSACTIONS,dxbinteract.com,GLOBAL,Negative,-4.78,-6.0,120,30,-6.37,Material Conflict,1
GDELT-0019840,2022-12-13 20:27:00,2022-12-13,2022,12,PROPTECH_UAE,propertyfinder.ae,AE,Positive,2.74,5.4,9,17,6.43,Verbal Cooperation,0
GDELT-0019841,2022-06-02 16:40:00,2022-06-02,2022,6,SUSTAINABLE_BUILDINGS_UAE,gulfnews.com,GLOBAL,Neutral,-1.6,-6.2,86,19,-1.57,Verbal Cooperation,0
GDELT-0019842,2023-04-24 08:36:00,2023-04-24,2023,4,AFFORDABLE_HOUSING_UAE,cbre.ae,AE,Neutral,-2.74,6.7,87,11,-0.5,Verbal Cooperation,0
GDELT-0019843,2022-09-28 07:49:00,2022-09-28,2022,9,REITS_UAE,reuters.com,GLOBAL,Negative,-2.87,-2.5,53,17,-3.74,Verbal Cooperation,0
GDELT-0019844,2020-05-08 12:15:00,2020-05-08,2020,5,UAE_FINTECH,zawya.com,AE,Neutral,-0.61,-5.8,85,15,3.08,Verbal Cooperation,0
GDELT-0019845,2022-12-26 05:39:00,2022-12-26,2022,12,AFFORDABLE_HOUSING_UAE,reuters.com,GLOBAL,Neutral,-0.42,0.9,63,14,-1.27,Material Cooperation,0
GDELT-0019846,2020-11-01 01:28:00,2020-11-01,2020,11,UAE_PROPERTY_INVESTMENT,aljazeera.com,GLOBAL,Positive,4.59,-9.4,9,20,4.63,Verbal Cooperation,1
GDELT-0019847,2022-10-11 05:14:00,2022-10-11,2022,10,DUBAI_TOURISM,ft.com,GLOBAL,Neutral,-1.28,9.4,15,6,-2.85,Verbal Cooperation,0
GDELT-0019848,2022-09-19 01:54:00,2022-09-19,2022,9,REITS_UAE,bloomberg.com,GLOBAL,Positive,4.15,-1.2,35,21,-0.49,Verbal Cooperation,0
GDELT-0019849,2024-11-12 07:37:00,2024-11-12,2024,11,DUBAI_INFRASTRUCTURE,bayut.com,GLOBAL,Negative,-3.67,-6.8,46,28,-2.78,Verbal Cooperation,0
GDELT-0019850,2023-08-22 12:50:00,2023-08-22,2023,8,DLD_TRANSACTIONS,arabianbusiness.com,AE,Positive,4.29,-8.4,139,3,0.12,Material Cooperation,1
GDELT-0019851,2020-03-10 20:34:00,2020-03-10,2020,3,EXPO2020_DUBAI,thenationalnews.com,GLOBAL,Positive,2.09,8.0,139,13,1.35,Material Cooperation,0
GDELT-0019852,2024-08-12 09:20:00,2024-08-12,2024,8,AFFORDABLE_HOUSING_UAE,reuters.com,GLOBAL,Positive,4.61,3.6,11,22,2.74,Verbal Cooperation,0
GDELT-0019853,2023-05-30 13:43:00,2023-05-30,2023,5,DLD_TRANSACTIONS,thenationalnews.com,GLOBAL,Positive,4.86,8.6,75,12,4.37,Material Cooperation,1
GDELT-0019854,2021-06-08 15:51:00,2021-06-08,2021,6,SUSTAINABLE_BUILDINGS_UAE,khaleejtimes.com,GLOBAL,Positive,3.01,0.1,50,28,1.4,Material Conflict,0
GDELT-0019855,2024-01-08 08:47:00,2024-01-08,2024,1,GOLDEN_VISA_UAE,ft.com,GLOBAL,Negative,-6.24,-3.3,30,4,-2.54,Verbal Conflict,0
GDELT-0019856,2021-08-01 11:34:00,2021-08-01,2021,8,DUBAI_INFRASTRUCTURE,ft.com,GLOBAL,Negative,-4.47,-0.9,78,18,-3.21,Verbal Cooperation,0
GDELT-0019857,2023-11-16 13:29:00,2023-11-16,2023,11,SUSTAINABLE_BUILDINGS_UAE,ft.com,GLOBAL,Positive,2.24,-8.0,134,21,4.52,Verbal Cooperation,0
GDELT-0019858,2020-08-26 05:39:00,2020-08-26,2020,8,UAE_REAL_ESTATE_MARKET,propertymonitor.ae,AE,Negative,-8.52,-8.6,20,30,-4.67,Material Conflict,1
GDELT-0019859,2020-05-15 16:55:00,2020-05-15,2020,5,DUBAI_INFRASTRUCTURE,propertyfinder.ae,AE,Neutral,0.03,-0.1,28,8,-1.26,Verbal Conflict,0
GDELT-0019860,2021-11-19 04:06:00,2021-11-19,2021,11,UAE_CRYPTO_REGULATION,thenationalnews.com,GLOBAL,Neutral,-2.43,7.2,37,10,3.92,Verbal Cooperation,0
GDELT-0019861,2021-06-03 17:51:00,2021-06-03,2021,6,SUSTAINABLE_BUILDINGS_UAE,thenationalnews.com,GLOBAL,Positive,3.79,8.0,104,23,1.25,Verbal Cooperation,0
GDELT-0019862,2020-08-15 15:26:00,2020-08-15,2020,8,DUBAI_LUXURY_REAL_ESTATE,propertyfinder.ae,AE,Positive,2.95,-6.9,74,13,5.45,Material Cooperation,1
GDELT-0019863,2020-02-19 07:33:00,2020-02-19,2020,2,UAE_ECONOMY_GROWTH,cbre.ae,AE,Neutral,-4.19,-9.2,8,8,0.08,Verbal Cooperation,0
GDELT-0019864,2021-06-13 22:21:00,2021-06-13,2021,6,DUBAI_TOURISM,ft.com,GLOBAL,Positive,3.37,0.4,114,28,5.79,Verbal Cooperation,0
GDELT-0019865,2024-02-18 07:50:00,2024-02-18,2024,2,SUSTAINABLE_BUILDINGS_UAE,dxbinteract.com,GLOBAL,Negative,-5.58,5.2,125,1,-3.95,Material Conflict,0
GDELT-0019866,2024-10-19 20:44:00,2024-10-19,2024,10,OFFPLAN_SALES_UAE,reuters.com,GLOBAL,Positive,5.32,-3.3,25,23,0.65,Material Cooperation,0
GDELT-0019867,2021-07-20 16:04:00,2021-07-20,2021,7,DUBAI_INFRASTRUCTURE,cbre.ae,AE,Neutral,-3.5,4.4,109,1,1.08,Verbal Cooperation,0
GDELT-0019868,2022-02-19 09:27:00,2022-02-19,2022,2,DUBAI_INFRASTRUCTURE,arabianbusiness.com,AE,Negative,-3.21,-2.5,122,7,-4.25,Material Cooperation,0
GDELT-0019869,2020-03-02 02:09:00,2020-03-02,2020,3,UAE_ECONOMY_GROWTH,gulfnews.com,GLOBAL,Neutral,-1.23,-1.8,108,3,-0.07,Material Cooperation,0
GDELT-0019870,2020-04-01 18:07:00,2020-04-01,2020,4,DUBAI_RENTAL_MARKET,aljazeera.com,GLOBAL,Neutral,0.88,2.7,80,10,-0.59,Material Cooperation,1
GDELT-0019871,2021-07-16 00:52:00,2021-07-16,2021,7,UAE_PROPERTY_INVESTMENT,khaleejtimes.com,GLOBAL,Neutral,0.88,8.6,68,24,-0.48,Verbal Cooperation,1
GDELT-0019872,2024-07-26 11:15:00,2024-07-26,2024,7,SUSTAINABLE_BUILDINGS_UAE,bayut.com,GLOBAL,Positive,2.63,0.8,100,12,6.43,Verbal Conflict,0
GDELT-0019873,2022-02-27 04:59:00,2022-02-27,2022,2,DUBAI_TOURISM,thenationalnews.com,GLOBAL,Neutral,0.57,-8.3,3,13,0.1,Verbal Conflict,0
GDELT-0019874,2023-12-05 09:38:00,2023-12-05,2023,12,GOLDEN_VISA_UAE,dxbinteract.com,GLOBAL,Neutral,-0.76,5.9,8,30,-1.32,Material Cooperation,0
GDELT-0019875,2021-09-15 19:22:00,2021-09-15,2021,9,UAE_MORTGAGE_MARKET,dxbinteract.com,GLOBAL,Neutral,0.31,9.6,2,4,1.35,Verbal Cooperation,0
GDELT-0019876,2021-08-11 13:20:00,2021-08-11,2021,8,UAE_ECONOMY_GROWTH,reuters.com,GLOBAL,Neutral,0.8,1.8,79,29,-0.64,Material Conflict,0
GDELT-0019877,2024-08-17 12:17:00,2024-08-17,2024,8,PROPTECH_UAE,propertyfinder.ae,AE,Positive,3.22,-0.1,132,20,4.71,Material Cooperation,0
GDELT-0019878,2020-04-28 15:09:00,2020-04-28,2020,4,UAE_REAL_ESTATE_MARKET,propertyfinder.ae,AE,Positive,4.07,-1.4,106,13,4.94,Verbal Conflict,1
GDELT-0019879,2023-07-21 13:40:00,2023-07-21,2023,7,DUBAI_INFRASTRUCTURE,propertymonitor.ae,AE,Positive,4.9,-4.3,101,15,0.92,Verbal Cooperation,0
GDELT-0019880,2020-11-12 10:42:00,2020-11-12,2020,11,DUBAI_LUXURY_REAL_ESTATE,khaleejtimes.com,GLOBAL,Neutral,0.91,4.7,108,5,1.62,Verbal Cooperation,1
GDELT-0019881,2022-07-25 03:00:00,2022-07-25,2022,7,DUBAI_TOURISM,propertymonitor.ae,AE,Positive,5.49,-3.4,105,10,2.84,Verbal Cooperation,0
GDELT-0019882,2020-10-16 20:34:00,2020-10-16,2020,10,DUBAI_RENTAL_MARKET,dxbinteract.com,GLOBAL,Negative,-4.01,-6.7,44,4,-5.63,Verbal Cooperation,1
GDELT-0019883,2021-03-03 03:00:00,2021-03-03,2021,3,DUBAI_TOURISM,dxbinteract.com,GLOBAL,Negative,-3.8,-2.5,38,22,-5.37,Verbal Cooperation,0
GDELT-0019884,2022-04-08 00:34:00,2022-04-08,2022,4,AFFORDABLE_HOUSING_UAE,bayut.com,GLOBAL,Neutral,-0.28,9.3,147,7,-1.22,Material Cooperation,0
GDELT-0019885,2023-08-01 05:19:00,2023-08-01,2023,8,PROPTECH_UAE,propertyfinder.ae,AE,Positive,3.89,-9.4,116,22,5.74,Verbal Cooperation,0
GDELT-0019886,2023-06-21 00:08:00,2023-06-21,2023,6,GOLDEN_VISA_UAE,zawya.com,AE,Positive,3.34,-6.9,73,11,6.17,Verbal Cooperation,0
GDELT-0019887,2024-06-02 03:53:00,2024-06-02,2024,6,AFFORDABLE_HOUSING_UAE,arabianbusiness.com,AE,Positive,5.17,5.3,11,27,0.06,Verbal Cooperation,0
GDELT-0019888,2024-05-24 11:08:00,2024-05-24,2024,5,DUBAI_RENTAL_MARKET,reuters.com,GLOBAL,Negative,-4.65,-3.9,135,14,-5.52,Verbal Cooperation,1
GDELT-0019889,2024-03-08 00:14:00,2024-03-08,2024,3,EXPO2020_DUBAI,bloomberg.com,GLOBAL,Positive,3.91,-8.4,7,14,3.6,Verbal Cooperation,0
GDELT-0019890,2024-04-14 19:51:00,2024-04-14,2024,4,UAE_CRYPTO_REGULATION,khaleejtimes.com,GLOBAL,Neutral,-1.06,-7.8,16,29,-2.81,Verbal Conflict,0
GDELT-0019891,2022-06-29 11:30:00,2022-06-29,2022,6,AFFORDABLE_HOUSING_UAE,zawya.com,AE,Positive,3.85,2.7,96,18,5.28,Material Cooperation,0
GDELT-0019892,2023-01-17 06:54:00,2023-01-17,2023,1,UAE_ECONOMY_GROWTH,thenationalnews.com,GLOBAL,Negative,-3.85,6.1,37,21,-1.2,Verbal Cooperation,0
GDELT-0019893,2020-01-08 20:57:00,2020-01-08,2020,1,UAE_CRYPTO_REGULATION,zawya.com,AE,Neutral,1.37,-10.0,54,29,-2.8,Verbal Conflict,0
GDELT-0019894,2020-08-20 14:41:00,2020-08-20,2020,8,DUBAI_TOURISM,ft.com,GLOBAL,Positive,1.97,-1.1,42,24,5.43,Verbal Cooperation,0
GDELT-0019895,2023-05-16 14:01:00,2023-05-16,2023,5,DUBAI_INFRASTRUCTURE,cnbc.com,GLOBAL,Neutral,0.16,5.3,136,21,-2.11,Verbal Cooperation,0
GDELT-0019896,2023-10-04 08:11:00,2023-10-04,2023,10,EXPO2020_DUBAI,arabianbusiness.com,AE,Positive,6.41,3.6,72,16,6.98,Verbal Conflict,0
GDELT-0019897,2020-05-19 18:23:00,2020-05-19,2020,5,UAE_PROPERTY_INVESTMENT,dxbinteract.com,GLOBAL,Neutral,-3.54,-9.8,99,21,1.22,Verbal Cooperation,1
GDELT-0019898,2020-09-14 20:41:00,2020-09-14,2020,9,UAE_PROPERTY_INVESTMENT,propertyfinder.ae,AE,Negative,-4.36,-7.3,44,8,-4.74,Verbal Cooperation,1
GDELT-0019899,2020-12-24 03:03:00,2020-12-24,2020,12,UAE_PROPERTY_INVESTMENT,propertyfinder.ae,AE,Positive,3.04,-9.5,86,14,2.45,Verbal Conflict,1
GDELT-0019900,2023-03-31 06:44:00,2023-03-31,2023,3,PROPTECH_UAE,aljazeera.com,GLOBAL,Positive,2.22,3.0,30,5,3.69,Verbal Cooperation,0
GDELT-0019901,2023-07-08 20:49:00,2023-07-08,2023,7,UAE_FINTECH,propertyfinder.ae,AE,Positive,1.3,-6.0,1,10,6.26,Verbal Cooperation,0
GDELT-0019902,2022-05-11 07:15:00,2022-05-11,2022,5,DUBAI_TOURISM,ft.com,GLOBAL,Neutral,0.97,2.2,113,23,-2.37,Verbal Cooperation,0
GDELT-0019903,2021-05-11 00:31:00,2021-05-11,2021,5,DUBAI_TOURISM,arabianbusiness.com,AE,Positive,4.45,-8.6,96,30,-0.24,Verbal Conflict,0
GDELT-0019904,2023-09-19 00:20:00,2023-09-19,2023,9,UAE_CRYPTO_REGULATION,cnbc.com,GLOBAL,Neutral,1.19,4.8,116,15,2.58,Verbal Cooperation,0
GDELT-0019905,2020-11-21 15:24:00,2020-11-21,2020,11,GOLDEN_VISA_UAE,propertyfinder.ae,AE,Positive,3.6,-9.2,91,21,1.82,Material Cooperation,0
GDELT-0019906,2024-11-18 11:29:00,2024-11-18,2024,11,OFFPLAN_SALES_UAE,reuters.com,GLOBAL,Positive,1.74,4.7,138,19,3.58,Material Cooperation,0
GDELT-0019907,2023-08-27 16:54:00,2023-08-27,2023,8,UAE_FINTECH,dxbinteract.com,GLOBAL,Negative,-5.01,-0.2,121,8,-6.15,Material Cooperation,0
GDELT-0019908,2023-06-09 18:58:00,2023-06-09,2023,6,DLD_TRANSACTIONS,bloomberg.com,GLOBAL,Neutral,-0.33,4.9,140,19,-1.1,Verbal Conflict,1
GDELT-0019909,2023-04-08 09:34:00,2023-04-08,2023,4,REITS_UAE,thenationalnews.com,GLOBAL,Positive,5.6,1.1,137,21,2.6,Verbal Conflict,0
GDELT-0019910,2023-09-21 01:24:00,2023-09-21,2023,9,UAE_ECONOMY_GROWTH,zawya.com,AE,Neutral,-2.03,-6.0,80,15,-0.16,Verbal Conflict,0
GDELT-0019911,2022-08-27 21:05:00,2022-08-27,2022,8,OFFPLAN_SALES_UAE,gulfnews.com,GLOBAL,Neutral,0.57,-1.5,10,8,-1.9,Verbal Cooperation,0
GDELT-0019912,2022-05-10 17:19:00,2022-05-10,2022,5,SUSTAINABLE_BUILDINGS_UAE,arabianbusiness.com,AE,Negative,-2.41,-3.6,26,25,-0.88,Material Cooperation,0
GDELT-0019913,2024-11-08 19:45:00,2024-11-08,2024,11,DUBAI_INFRASTRUCTURE,propertymonitor.ae,AE,Positive,3.59,8.7,70,10,3.22,Verbal Conflict,0
GDELT-0019914,2020-09-17 20:08:00,2020-09-17,2020,9,UAE_PROPERTY_INVESTMENT,ft.com,GLOBAL,Positive,4.69,-9.1,140,9,5.98,Verbal Cooperation,1
GDELT-0019915,2022-07-09 04:17:00,2022-07-09,2022,7,DUBAI_LUXURY_REAL_ESTATE,bayut.com,GLOBAL,Negative,-4.78,-4.7,138,1,-2.72,Material Cooperation,1
GDELT-0019916,2022-02-27 09:12:00,2022-02-27,2022,2,OFFPLAN_SALES_UAE,thenationalnews.com,GLOBAL,Neutral,-1.46,-4.2,16,16,-5.03,Material Conflict,0
GDELT-0019917,2024-05-09 00:09:00,2024-05-09,2024,5,DUBAI_LUXURY_REAL_ESTATE,dxbinteract.com,GLOBAL,Positive,2.17,-3.4,127,19,-0.08,Material Cooperation,1
GDELT-0019918,2023-02-01 11:19:00,2023-02-01,2023,2,AFFORDABLE_HOUSING_UAE,propertymonitor.ae,AE,Neutral,-2.79,-9.3,119,12,-3.63,Verbal Cooperation,0
GDELT-0019919,2022-11-18 11:05:00,2022-11-18,2022,11,UAE_ECONOMY_GROWTH,propertyfinder.ae,AE,Positive,2.66,8.9,45,4,7.42,Verbal Cooperation,0
GDELT-0019920,2024-05-27 14:47:00,2024-05-27,2024,5,UAE_ECONOMY_GROWTH,cnbc.com,GLOBAL,Positive,4.41,-5.1,129,10,2.64,Verbal Cooperation,0
GDELT-0019921,2023-08-28 07:33:00,2023-08-28,2023,8,PROPTECH_UAE,aljazeera.com,GLOBAL,Neutral,-0.29,-7.3,25,2,-0.87,Verbal Cooperation,0
GDELT-0019922,2020-01-22 23:25:00,2020-01-22,2020,1,ARAMCO_UAE_OIL,arabianbusiness.com,AE,Neutral,1.82,9.0,47,20,-0.02,Material Cooperation,0
GDELT-0019923,2024-05-04 05:15:00,2024-05-04,2024,5,DUBAI_INFRASTRUCTURE,gulfnews.com,GLOBAL,Negative,-3.81,-0.4,77,22,-7.28,Verbal Cooperation,0
GDELT-0019924,2024-10-11 17:59:00,2024-10-11,2024,10,EXPO2020_DUBAI,arabianbusiness.com,AE,Neutral,1.57,-5.2,74,17,2.21,Verbal Cooperation,0
GDELT-0019925,2020-05-10 22:58:00,2020-05-10,2020,5,ARAMCO_UAE_OIL,arabianbusiness.com,AE,Positive,6.1,6.8,4,28,5.62,Verbal Cooperation,0
GDELT-0019926,2024-09-13 04:25:00,2024-09-13,2024,9,AFFORDABLE_HOUSING_UAE,propertyfinder.ae,AE,Positive,2.57,-5.8,50,29,1.64,Material Cooperation,0
GDELT-0019927,2024-06-21 10:33:00,2024-06-21,2024,6,AFFORDABLE_HOUSING_UAE,zawya.com,AE,Negative,-5.3,9.5,30,5,-1.15,Verbal Cooperation,0
GDELT-0019928,2023-09-13 11:54:00,2023-09-13,2023,9,DLD_TRANSACTIONS,bloomberg.com,GLOBAL,Neutral,-2.45,-0.6,141,19,-3.07,Material Cooperation,1
GDELT-0019929,2022-03-11 08:17:00,2022-03-11,2022,3,DUBAI_INFRASTRUCTURE,propertyfinder.ae,AE,Positive,5.47,-0.8,79,30,6.18,Verbal Cooperation,0
GDELT-0019930,2020-04-25 03:56:00,2020-04-25,2020,4,UAE_FINTECH,reuters.com,GLOBAL,Neutral,0.08,0.3,119,16,-0.12,Verbal Cooperation,0
GDELT-0019931,2021-08-12 07:34:00,2021-08-12,2021,8,DUBAI_TOURISM,cnbc.com,GLOBAL,Positive,3.34,-8.3,23,8,4.28,Material Conflict,0
GDELT-0019932,2024-07-31 10:36:00,2024-07-31,2024,7,DUBAI_LUXURY_REAL_ESTATE,bloomberg.com,GLOBAL,Negative,-1.21,9.6,14,6,-5.0,Verbal Cooperation,1
GDELT-0019933,2020-11-07 22:09:00,2020-11-07,2020,11,PROPTECH_UAE,cnbc.com,GLOBAL,Neutral,-1.42,5.6,73,4,3.97,Verbal Conflict,0
GDELT-0019934,2020-04-11 08:33:00,2020-04-11,2020,4,SUSTAINABLE_BUILDINGS_UAE,propertymonitor.ae,AE,Positive,6.64,-2.6,52,20,3.21,Verbal Cooperation,0
GDELT-0019935,2024-06-08 08:51:00,2024-06-08,2024,6,REITS_UAE,khaleejtimes.com,GLOBAL,Positive,4.02,9.4,16,19,2.47,Verbal Cooperation,0
GDELT-0019936,2021-10-22 06:57:00,2021-10-22,2021,10,ARAMCO_UAE_OIL,thenationalnews.com,GLOBAL,Neutral,-1.51,-3.3,121,7,-0.29,Verbal Conflict,0
GDELT-0019937,2024-02-09 18:44:00,2024-02-09,2024,2,DUBAI_TOURISM,bayut.com,GLOBAL,Positive,3.18,2.4,57,24,8.09,Verbal Conflict,0
GDELT-0019938,2023-10-16 14:36:00,2023-10-16,2023,10,UAE_PROPERTY_INVESTMENT,khaleejtimes.com,GLOBAL,Positive,4.69,5.7,77,22,3.38,Verbal Cooperation,1
GDELT-0019939,2024-10-08 12:20:00,2024-10-08,2024,10,GOLDEN_VISA_UAE,bloomberg.com,GLOBAL,Neutral,1.3,5.9,18,8,-0.41,Verbal Cooperation,0
GDELT-0019940,2024-09-16 22:27:00,2024-09-16,2024,9,ARAMCO_UAE_OIL,aljazeera.com,GLOBAL,Negative,-6.58,9.0,84,28,-5.17,Verbal Cooperation,0
GDELT-0019941,2021-03-14 11:30:00,2021-03-14,2021,3,REITS_UAE,propertymonitor.ae,AE,Neutral,-1.85,-4.5,110,18,1.29,Verbal Conflict,0
GDELT-0019942,2021-11-02 13:56:00,2021-11-02,2021,11,ARAMCO_UAE_OIL,cnbc.com,GLOBAL,Negative,-5.89,-0.4,56,19,-3.23,Verbal Conflict,0
GDELT-0019943,2020-09-01 02:17:00,2020-09-01,2020,9,ARAMCO_UAE_OIL,arabianbusiness.com,AE,Positive,5.21,-0.4,86,16,3.31,Verbal Conflict,0
GDELT-0019944,2024-10-18 23:53:00,2024-10-18,2024,10,GOLDEN_VISA_UAE,gulfnews.com,GLOBAL,Negative,-4.54,-1.1,111,8,-2.36,Verbal Conflict,0
GDELT-0019945,2021-05-18 20:20:00,2021-05-18,2021,5,UAE_CRYPTO_REGULATION,bloomberg.com,GLOBAL,Neutral,2.19,1.2,68,12,-3.93,Verbal Cooperation,0
GDELT-0019946,2023-02-03 02:33:00,2023-02-03,2023,2,OFFPLAN_SALES_UAE,khaleejtimes.com,GLOBAL,Positive,2.11,0.2,106,16,1.23,Material Cooperation,0
GDELT-0019947,2021-07-18 16:24:00,2021-07-18,2021,7,UAE_FINTECH,thenationalnews.com,GLOBAL,Neutral,0.85,-1.6,135,1,-0.96,Material Conflict,0
GDELT-0019948,2024-06-21 07:10:00,2024-06-21,2024,6,SUSTAINABLE_BUILDINGS_UAE,dxbinteract.com,GLOBAL,Neutral,-1.04,1.0,41,29,1.75,Verbal Cooperation,0
GDELT-0019949,2024-01-31 11:55:00,2024-01-31,2024,1,UAE_CRYPTO_REGULATION,dxbinteract.com,GLOBAL,Neutral,6.1,-2.5,118,3,0.17,Material Cooperation,0
GDELT-0019950,2024-07-16 10:25:00,2024-07-16,2024,7,UAE_ECONOMY_GROWTH,reuters.com,GLOBAL,Neutral,-0.52,-5.9,92,23,1.99,Verbal Conflict,0
GDELT-0019951,2020-01-22 01:07:00,2020-01-22,2020,1,ARAMCO_UAE_OIL,cnbc.com,GLOBAL,Positive,1.5,-3.3,23,28,8.77,Verbal Conflict,0
GDELT-0019952,2024-12-29 21:44:00,2024-12-29,2024,12,DLD_TRANSACTIONS,khaleejtimes.com,GLOBAL,Neutral,-0.29,-8.0,88,27,-0.23,Material Cooperation,1
GDELT-0019953,2022-09-15 10:26:00,2022-09-15,2022,9,AFFORDABLE_HOUSING_UAE,bayut.com,GLOBAL,Negative,-4.32,4.9,35,22,-4.77,Material Conflict,0
GDELT-0019954,2022-06-22 13:00:00,2022-06-22,2022,6,PROPTECH_UAE,dxbinteract.com,GLOBAL,Positive,4.45,4.0,111,25,5.98,Material Cooperation,0
GDELT-0019955,2022-01-19 04:06:00,2022-01-19,2022,1,UAE_PROPERTY_INVESTMENT,bayut.com,GLOBAL,Neutral,0.69,6.1,117,11,-4.43,Material Cooperation,1
GDELT-0019956,2022-07-22 09:45:00,2022-07-22,2022,7,DUBAI_INFRASTRUCTURE,cnbc.com,GLOBAL,Positive,4.63,-1.4,48,13,6.84,Verbal Conflict,0
GDELT-0019957,2022-12-27 13:49:00,2022-12-27,2022,12,DLD_TRANSACTIONS,bloomberg.com,GLOBAL,Neutral,-0.25,3.7,11,16,-0.49,Material Cooperation,1
GDELT-0019958,2023-05-13 04:31:00,2023-05-13,2023,5,ARAMCO_UAE_OIL,thenationalnews.com,GLOBAL,Negative,-2.11,7.6,144,29,-3.07,Verbal Conflict,0
