record_id,report_date,year,month,quarter,developer_id,developer_name,total_bookings_units,total_booking_value_aed,revenue_recognized_aed,cost_of_goods_sold_aed,gross_profit_aed,gross_margin_pct,operating_expenses_aed,ebitda_aed,ebitda_margin_pct,collections_aed,collection_rate_pct,escrow_balance_aed,receivables_aed,cancellations_units,cancellation_rate_pct,construction_spend_aed,land_cost_aed,marketing_spend_aed,avg_selling_price_aed,units_handed_over,dld_fees_collected_aed
FIN000904,2022-10-01,2022,10,Q4,DEV0004,Nakheel,91,177095828,164178593,92327050,71851542,43.76,26189335,45662207,27.81,103660564,63.14,42133310,40646599,9,9.89,81169971,28615436,6048938,1946108,15,6567143
FIN000905,2022-10-01,2022,10,Q4,DEV0005,Meraas,80,181534080,157448659,93163291,64285367,40.83,21277381,43007986,27.32,131365537,83.43,34553146,36105512,4,5.0,69198747,21105529,4769960,2269176,8,6297946
FIN000906,2022-10-01,2022,10,Q4,DEV0006,Sobha Realty,69,160887645,141169787,78281350,62888436,44.55,16845934,46042502,32.61,99070309,70.18,40118498,34090353,3,4.35,58943014,12380072,3324959,2331705,7,5646791
FIN000907,2022-10-01,2022,10,Q4,DEV0007,Azizi Developments,48,55949328,49792695,35541155,14251539,28.62,7230717,7020822,14.1,30979412,62.22,12934986,7380668,4,8.33,26537758,5080172,2362848,1165611,16,1991707
FIN000908,2022-10-01,2022,10,Q4,DEV0008,Danube Properties,32,45093504,41437304,26915048,14522255,35.05,4930042,9592213,23.15,26484613,63.91,9073167,6092174,2,6.25,18891498,6207441,1339191,1409172,17,1657492
FIN000909,2022-10-01,2022,10,Q4,DEV0009,Binghatti,30,55485960,51927364,35689010,16238353,31.27,5225780,11012573,21.21,34267395,65.99,8965757,12291648,2,6.67,26253305,5833317,2359999,1849532,16,2077094
FIN000910,2022-10-01,2022,10,Q4,DEV0010,Ellington Properties,54,77450256,71020814,51123915,19896898,28.02,7768892,12128006,17.08,49930676,70.3,11301526,11245936,5,9.26,36523137,12568905,2777651,1434264,13,2840832
FIN000911,2022-10-01,2022,10,Q4,DEV0011,RAK Properties,38,56206636,49451650,30973272,18478377,37.37,7858449,10619928,21.48,40386826,81.67,8115429,7886307,3,7.89,23976808,8606899,1082288,1479122,8,1978066
FIN000912,2022-10-01,2022,10,Q4,DEV0012,Tiger Properties,23,31482630,27834331,16408070,11426260,41.05,2848929,8577331,30.82,17985722,64.62,4486645,6417139,1,4.35,14752013,3231705,1191226,1368810,19,1113373
FIN000913,2022-10-01,2022,10,Q4,DEV0013,Imtiaz Developments,53,98245464,86555039,51138566,35416472,40.92,13063566,22352906,25.83,66250544,76.54,24166924,9289597,3,5.66,36105410,8335345,5131005,1853688,14,3462201
FIN000914,2022-10-01,2022,10,Q4,DEV0014,Select Group,36,41394240,34863484,22945830,11917653,34.18,4353241,7564412,21.7,24925733,71.5,7086907,5487843,2,5.56,18276239,6632185,724223,1149840,42,1394539
FIN000915,2022-10-01,2022,10,Q4,DEV0015,Reportage Properties,13,7038941,5786924,3606094,2180829,37.69,582614,1598215,27.62,4071073,70.35,980567,973380,1,7.69,3178458,849378,120176,541457,34,231476
FIN000916,2022-10-01,2022,10,Q4,DEV0016,Samana Developers,5,4413780,4013385,2829965,1183419,29.49,548641,634778,15.82,2653237,66.11,1091943,914308,0,0.0,2089685,365839,235651,882756,2,160535
FIN000917,2022-10-01,2022,10,Q4,DEV0017,Object 1,9,12023541,10133738,5838240,4295497,42.39,1686651,2608846,25.74,7392694,72.95,1641341,2369095,0,0.0,4455088,1886184,562705,1335949,37,405349
FIN000918,2022-10-01,2022,10,Q4,DEV0018,Majid Al Futtaim,103,226592481,189289356,127001096,62288259,32.91,25767751,36520508,19.29,122474741,64.7,33429597,42390740,8,7.77,97617635,28303151,4911510,2199927,0,7571574
FIN000919,2022-10-01,2022,10,Q4,DEV0019,Dubai Properties,55,130176255,119803221,81891073,37912147,31.65,12209893,25702254,21.45,101268100,84.53,26462743,15547868,3,5.45,70435706,10780651,3247914,2366841,39,4792128
FIN000920,2022-10-01,2022,10,Q4,DEV0020,Meydan Group,74,144204170,128155725,73788007,54367717,42.42,22432215,31935502,24.92,94453774,73.7,19750887,15080018,6,8.11,53265507,15299890,2758089,1948705,15,5126229
FIN000921,2022-11-01,2022,11,Q4,DEV0001,Emaar Properties,86,210944756,181686326,127688226,53998099,29.72,25459009,28539090,15.71,122361447,67.35,37307879,32560722,8,9.3,91207200,34386705,10452215,2452846,16,7267453
FIN000922,2022-11-01,2022,11,Q4,DEV0002,DAMAC Properties,73,108151033,89830409,56340703,33489705,37.28,9384149,24105556,26.83,63684263,70.89,26119697,22056191,3,4.11,39662528,8976688,2998261,1481521,11,3593216
FIN000923,2022-11-01,2022,11,Q4,DEV0003,Aldar Properties,98,233602894,197319497,121852562,75466934,38.25,30739143,44727791,22.67,122232906,61.95,52790440,24637297,10,10.2,105518273,23115210,11567851,2383703,42,7892779
FIN000924,2022-11-01,2022,11,Q4,DEV0004,Nakheel,55,136187975,116285667,65029446,51256220,44.08,14441291,36814929,31.66,76709792,65.97,22869701,17423745,4,7.27,52675541,10907005,3309400,2476145,80,4651426
FIN000925,2022-11-01,2022,11,Q4,DEV0005,Meraas,108,231908184,218678731,128982950,89695780,41.02,38399065,51296715,23.46,167669086,76.67,44336232,24855721,5,4.63,97374587,33387401,10674198,2147298,19,8747149
FIN000926,2022-11-01,2022,11,Q4,DEV0006,Sobha Realty,68,130478264,109163427,71588151,37575275,34.42,12642466,24932809,22.84,90942883,83.31,20734387,16625544,7,10.29,52036949,19424540,2760235,1918798,10,4366537
FIN000927,2022-11-01,2022,11,Q4,DEV0007,Azizi Developments,46,58550916,48877437,34243703,14633733,29.94,5836831,8796902,18.0,30847240,63.11,8525740,9540765,5,10.87,30537664,7759866,2846032,1272846,1,1955097
FIN000928,2022-11-01,2022,11,Q4,DEV0008,Danube Properties,35,39651360,37272060,26397448,10874611,29.18,3859291,7015320,18.82,29247053,78.47,6340729,6275769,2,5.71,19169095,6340784,1315464,1132896,36,1490882
FIN000929,2022-11-01,2022,11,Q4,DEV0009,Binghatti,22,39829152,36628747,20205099,16423647,44.84,6064675,10358972,28.28,26722298,72.95,8196227,6292568,1,4.55,16062725,6109978,1718853,1810416,37,1465149
FIN000930,2022-11-01,2022,11,Q4,DEV0010,Ellington Properties,47,59658463,52556561,35966083,16590477,31.57,6937530,9652947,18.37,39191108,74.57,15721117,12045461,2,4.26,28500708,4867805,2243445,1269329,5,2102262
FIN000931,2022-11-01,2022,11,Q4,DEV0011,RAK Properties,57,117989658,107396809,69234660,38162148,35.53,11570797,26591351,24.76,79342685,73.88,24998628,25208373,2,3.51,54909975,11439289,5994574,2069994,56,4295872
FIN000932,2022-11-01,2022,11,Q4,DEV0012,Tiger Properties,47,79039947,66280855,41960127,24320727,36.69,11353450,12967277,19.56,53009431,79.98,10365922,16453536,1,2.13,30248797,6032174,1818569,1681701,22,2651234
FIN000933,2022-11-01,2022,11,Q4,DEV0013,Imtiaz Developments,42,46968138,41110930,26840419,14270510,34.71,5357467,8913043,21.68,29934862,72.81,10538796,6269945,2,4.76,22697226,7451297,1893951,1118289,20,1644437
FIN000934,2022-11-01,2022,11,Q4,DEV0014,Select Group,17,24326813,19936218,13070807,6865410,34.44,2997248,3868162,19.4,15620892,78.35,3235897,2542697,2,11.76,10098909,2211112,621779,1430989,0,797448
FIN000935,2022-11-01,2022,11,Q4,DEV0015,Reportage Properties,10,9561630,8548797,4779555,3769241,44.09,1317704,2451537,28.68,5823840,68.12,2224141,1148486,0,0.0,3415032,877868,309767,956163,9,341951
FIN000936,2022-11-01,2022,11,Q4,DEV0016,Samana Developers,26,37138426,29827251,17732494,12094756,40.55,3101513,8993243,30.15,23205252,77.8,6356322,5994196,1,3.85,13316283,3668227,1761048,1428401,6,1193090
FIN000937,2022-11-01,2022,11,Q4,DEV0017,Object 1,25,30130925,28096760,20207287,7889472,28.08,2876243,5013229,17.84,22322256,79.45,8280088,5768643,2,8.0,17702531,3469366,967749,1205237,22,1123870
FIN000938,2022-11-01,2022,11,Q4,DEV0018,Majid Al Futtaim,65,148040035,135062787,80615819,54446967,40.31,21172167,33274800,24.64,84980957,62.92,29887944,28121937,5,7.69,64333333,15694250,5136221,2277539,5,5402511
FIN000939,2022-11-01,2022,11,Q4,DEV0019,Dubai Properties,83,203187652,174845140,109807294,65037845,37.2,20096435,44941410,25.7,137120984,78.42,46346631,27842771,8,9.64,80690802,30330899,5481385,2448044,42,6993805
FIN000940,2022-11-01,2022,11,Q4,DEV0020,Meydan Group,75,208521375,190764008,107105038,83658969,43.85,30921078,52737891,27.65,122695880,64.32,52892713,26782167,4,5.33,85142457,16892856,7221286,2780285,28,7630560
FIN000941,2022-12-01,2022,12,Q4,DEV0001,Emaar Properties,77,149598295,130314514,91147897,39166616,30.06,15992275,23174341,17.78,99471070,76.33,24190366,20952504,6,7.79,64162855,22371173,6179916,1942835,5,5212580
FIN000942,2022-12-01,2022,12,Q4,DEV0002,DAMAC Properties,105,230691090,186613227,105126789,81486437,43.67,26552009,54934428,29.44,132524404,71.02,33309985,37078237,9,8.57,89593405,22151807,9096649,2197058,1,7464529
FIN000943,2022-12-01,2022,12,Q4,DEV0003,Aldar Properties,54,98528940,79751253,49273443,30477809,38.22,11604217,18873592,23.67,65093142,81.62,12472979,18876740,4,7.41,41185670,8747142,2464217,1824610,30,3190050
FIN000944,2022-12-01,2022,12,Q4,DEV0004,Nakheel,61,131241378,113458802,81545331,31913470,28.13,16180029,15733441,13.87,74432180,65.6,18885819,22667851,4,6.56,65970045,16811224,5484407,2151498,4,4538352
FIN000945,2022-12-01,2022,12,Q4,DEV0005,Meraas,98,182936208,165989264,110090691,55898572,33.68,20111361,35787211,21.56,135232211,81.47,43093878,23922001,4,4.08,97078588,20984210,9850382,1866696,39,6639570
FIN000946,2022-12-01,2022,12,Q4,DEV0006,Sobha Realty,79,192585568,180295487,128927065,51368421,28.49,30853929,20514492,11.38,110829713,61.47,42242343,31653730,7,8.86,104898998,19486062,6550860,2437792,72,7211819
FIN000947,2022-12-01,2022,12,Q4,DEV0007,Azizi Developments,31,28572483,26223225,16701850,9521374,36.31,4531219,4990155,19.03,18727105,71.41,4480012,3553333,1,3.23,12581844,2652086,1171607,921693,6,1048929
FIN000948,2022-12-01,2022,12,Q4,DEV0008,Danube Properties,27,33777405,30834518,20811763,10022754,32.5,4024774,5997980,19.45,20090665,65.16,8906379,5180758,2,7.41,16697686,4129653,1199323,1251015,35,1233380
FIN000949,2022-12-01,2022,12,Q4,DEV0009,Binghatti,52,62494224,56512053,36809168,19702884,34.86,6550374,13152510,23.27,40534117,71.73,15699875,8950208,1,1.92,27973385,6787212,1961389,1201812,38,2260482
FIN000950,2022-12-01,2022,12,Q4,DEV0010,Ellington Properties,41,52026868,47977131,28086239,19890891,41.46,5643219,14247672,29.7,32788725,68.34,12917221,5861238,3,7.32,23546410,6004270,1603451,1268948,26,1919085
FIN000951,2022-12-01,2022,12,Q4,DEV0011,RAK Properties,14,19988094,18375172,11243003,7132168,38.81,2922933,4209235,22.91,15605604,84.93,3563353,4166589,0,0.0,9726304,2082162,1053226,1427721,36,735006
FIN000952,2022-12-01,2022,12,Q4,DEV0012,Tiger Properties,50,98200400,88509911,52947486,35562424,40.18,10076658,25485766,28.79,67259502,75.99,22364233,18363174,4,8.0,41979259,10595121,5097200,1964008,1,3540396
FIN000953,2022-12-01,2022,12,Q4,DEV0013,Imtiaz Developments,57,89877942,76775953,44118752,32657200,42.54,9267810,23389390,30.46,50106728,65.26,13331681,13792175,5,8.77,35297292,7796834,3775040,1576806,21,3071038
FIN000954,2022-12-01,2022,12,Q4,DEV0014,Select Group,59,40701976,35668516,23497239,12171276,34.12,3634157,8537119,23.93,25905815,72.63,8144897,4610920,4,6.78,19135115,6666551,1141314,689864,81,1426740
FIN000955,2022-12-01,2022,12,Q4,DEV0015,Reportage Properties,-5,-4008920,-3769731,-2201864,-1567866,41.59,-584924,-982942,-98294200.0,-2447656,-244765600.0,-1045566,-451971,0,0.0,-1635286,-656070,-202569,801784,35,-150789
FIN000956,2022-12-01,2022,12,Q4,DEV0016,Samana Developers,6,6000504,5635126,3764187,1870938,33.2,622976,1247962,22.15,4508821,80.01,1174170,1360300,0,0.0,3059079,737188,142524,1000084,21,225405
FIN000957,2022-12-01,2022,12,Q4,DEV0017,Object 1,27,19126692,16743877,11954317,4789559,28.6,2204092,2585467,15.44,11627888,69.45,3230336,2304642,1,3.7,10046861,2596651,932082,708396,34,669755
FIN000958,2022-12-01,2022,12,Q4,DEV0018,Majid Al Futtaim,71,153677796,126123454,71064033,55059420,43.66,21660869,33398551,26.48,106672324,84.58,34312796,27556168,5,7.04,57437977,20605856,6134559,2164476,45,5044938
FIN000959,2022-12-01,2022,12,Q4,DEV0019,Dubai Properties,97,197331465,173863765,114269682,59594082,34.28,21563882,38030200,21.87,107918688,62.07,27815786,39098432,10,10.31,88489438,14024360,4286463,2034345,50,6954550
FIN000960,2022-12-01,2022,12,Q4,DEV0020,Meydan Group,86,168314556,145714535,97642816,48071718,32.99,22744930,25326788,17.38,110314386,75.71,22822479,20059121,5,5.81,86155097,17143798,7759486,1957146,33,5828581
FIN000961,2023-01-01,2023,1,Q1,DEV0001,Emaar Properties,86,190980286,152798195,108990949,43807245,28.67,16004322,27802923,18.2,106826966,69.91,31405077,27277040,3,3.49,90161687,20804598,4357864,2220701,41,6111927
FIN000962,2023-01-01,2023,1,Q1,DEV0002,DAMAC Properties,87,212637744,185322275,129637245,55685029,30.05,25141713,30543316,16.48,113537962,61.27,50286739,45216541,7,8.05,113125234,28291823,6586311,2444112,7,7412891
FIN000963,2023-01-01,2023,1,Q1,DEV0003,Aldar Properties,61,97390709,78853654,54214183,24639470,31.25,9752594,14886876,18.88,58213854,73.83,12610736,14859598,2,3.28,45529262,6318103,3392402,1596569,5,3154146
FIN000964,2023-01-01,2023,1,Q1,DEV0004,Nakheel,68,92801776,83240094,52275275,30964818,37.2,13255682,17709136,21.27,65984061,79.27,17615272,9420936,2,2.94,45575387,13282513,2878062,1364732,38,3329603
FIN000965,2023-01-01,2023,1,Q1,DEV0005,Meraas,98,242548040,203714268,120241027,83473240,40.98,35088471,48384769,23.75,150755878,74.0,42038851,29555423,6,6.12,93072651,33080299,7064615,2474980,4,8148570
FIN000966,2023-01-01,2023,1,Q1,DEV0006,Sobha Realty,90,209212740,176726104,99586809,77139294,43.65,31465839,45673455,25.84,148606508,84.09,41487655,41672955,6,6.67,73485021,33573208,5792749,2324586,9,7069044
FIN000967,2023-01-01,2023,1,Q1,DEV0007,Azizi Developments,30,47328180,41463004,23927662,17535341,42.29,5046462,12488879,30.12,28130038,67.84,11935148,6723796,3,10.0,17738457,7635060,2457297,1577606,20,1658520
FIN000968,2023-01-01,2023,1,Q1,DEV0008,Danube Properties,33,50630052,45824704,30048191,15776512,34.43,4831843,10944669,23.88,27619411,60.27,9663757,8596529,1,3.03,22046716,5655939,1208473,1534244,24,1832988
FIN000969,2023-01-01,2023,1,Q1,DEV0009,Binghatti,43,66207444,61860665,40406778,21453886,34.68,11016645,10437241,16.87,44101127,71.29,17941095,14677130,2,4.65,36052998,7091725,3648333,1539708,39,2474426
FIN000970,2023-01-01,2023,1,Q1,DEV0010,Ellington Properties,35,47596570,43920743,27852186,16068556,36.59,6029453,10039103,22.86,36908466,84.03,7078412,6672288,1,2.86,22773068,6802761,2234498,1359902,62,1756829
FIN000971,2023-01-01,2023,1,Q1,DEV0011,RAK Properties,31,56139667,51850471,35877767,15972703,30.81,6046839,9925864,19.14,36849531,71.07,8645677,10006135,1,3.23,26632956,4152087,2759984,1810957,11,2074018
FIN000972,2023-01-01,2023,1,Q1,DEV0012,Tiger Properties,40,65846280,56251116,36599007,19652108,34.94,7943972,11708136,20.81,39654883,70.5,9225376,13982071,2,5.0,25863369,8307410,2639286,1646157,45,2250044
FIN000973,2023-01-01,2023,1,Q1,DEV0013,Imtiaz Developments,38,54334148,49199675,27609745,21589929,43.88,5533712,16056217,32.63,37456288,76.13,9542034,12186464,4,10.53,22345530,5556057,1924506,1429846,0,1967987
FIN000974,2023-01-01,2023,1,Q1,DEV0014,Select Group,22,34797466,32323365,23210542,9112822,28.19,4889186,4223636,13.07,24511165,75.83,8034460,5412068,2,9.09,16349550,5192703,1240628,1581703,5,1292934
FIN000975,2023-01-01,2023,1,Q1,DEV0015,Reportage Properties,10,6521350,5952215,3864378,2087836,35.08,720218,1367618,22.98,4967423,83.46,1115868,924720,1,10.0,3317186,947263,324073,652135,53,238088
FIN000976,2023-01-01,2023,1,Q1,DEV0016,Samana Developers,3,3144591,2891046,1615400,1275645,44.12,424459,851186,29.44,2020325,69.88,701258,659800,0,0.0,1138142,362161,70403,1048197,21,115641
FIN000977,2023-01-01,2023,1,Q1,DEV0017,Object 1,7,11609864,9665612,6912980,2752631,28.48,1537087,1215544,12.58,7517407,77.77,1968302,1791435,0,0.0,5394537,1278962,402847,1658552,22,386624
FIN000978,2023-01-01,2023,1,Q1,DEV0018,Majid Al Futtaim,86,186278666,173893785,101060013,72833771,41.88,20989815,51843956,29.81,123128414,70.81,44016248,31907448,7,8.14,73969557,17065953,8192190,2166031,11,6955751
FIN000979,2023-01-01,2023,1,Q1,DEV0019,Dubai Properties,67,149743928,124432933,88277356,36155576,29.06,12706143,23449433,18.85,75797899,60.91,19982722,21268495,7,10.45,78454217,22743506,2823467,2234984,17,4977317
FIN000980,2023-01-01,2023,1,Q1,DEV0020,Meydan Group,61,142230528,127279418,81689164,45590253,35.82,22616862,22973391,18.05,89833279,70.58,33569897,20442150,6,9.84,63230142,23759396,2770635,2331648,8,5091176
FIN000981,2023-02-01,2023,2,Q1,DEV0001,Emaar Properties,79,187760564,153537560,107155327,46382232,30.21,16499685,29882547,19.46,126513720,82.4,41766404,29785879,3,3.8,92333723,16874332,5594917,2376716,1,6141502
FIN000982,2023-02-01,2023,2,Q1,DEV0002,DAMAC Properties,73,150408835,123648239,72757254,50890984,41.16,13931838,36959146,29.89,98643173,79.78,27908656,15240916,7,9.59,58323985,14837703,6055001,2060395,0,4945929
FIN000983,2023-02-01,2023,2,Q1,DEV0003,Aldar Properties,60,150446100,136202533,87454727,48747805,35.79,19332854,29414951,21.6,91499581,67.18,36219925,27551944,2,3.33,71868063,15179303,5208916,2507435,5,5448101
FIN000984,2023-02-01,2023,2,Q1,DEV0004,Nakheel,92,223024100,192550702,109501596,83049105,43.13,29202769,53846336,27.96,127750368,66.35,48178588,19526657,5,5.43,89988099,25532088,6941944,2424175,7,7702028
FIN000985,2023-02-01,2023,2,Q1,DEV0005,Meraas,78,188180070,173472408,118330832,55141575,31.79,27338719,27802856,16.03,125098425,72.11,44625048,36887415,6,7.69,93943406,34417477,7820100,2412565,16,6938896
FIN000986,2023-02-01,2023,2,Q1,DEV0006,Sobha Realty,88,221279608,190108264,133199549,56908714,29.93,30395520,26513194,13.95,147526184,77.6,50193471,27861324,6,6.82,107478183,26729319,4542623,2514541,14,7604330
FIN000987,2023-02-01,2023,2,Q1,DEV0007,Azizi Developments,30,44608920,38382195,21637486,16744708,43.63,5409384,11335324,29.53,30389316,79.18,10389770,6756752,3,10.0,17292532,6116908,2040880,1486964,94,1535287
FIN000988,2023-02-01,2023,2,Q1,DEV0008,Danube Properties,5,8833605,7656224,5311963,2344260,30.62,1369167,975093,12.74,6147829,80.3,1394660,1206524,0,0.0,4766471,1041342,299602,1766721,11,306248
FIN000989,2023-02-01,2023,2,Q1,DEV0009,Binghatti,48,72714336,64730356,46331554,18398801,28.42,10024383,8374418,12.94,42425726,65.54,15279772,8956028,4,8.33,36843833,12279709,3753133,1514882,0,2589214
FIN000990,2023-02-01,2023,2,Q1,DEV0010,Ellington Properties,26,28310672,22929891,15626016,7303874,31.85,2431772,4872102,21.25,18284848,79.74,5542531,2825651,2,7.69,13504631,4356089,948543,1088872,34,917195
FIN000991,2023-02-01,2023,2,Q1,DEV0011,RAK Properties,69,133486917,117146210,73577082,43569127,37.19,19966962,23602165,20.15,74235140,63.37,24228606,12103804,7,10.14,55467105,21108286,3928280,1934593,4,4685848
FIN000992,2023-02-01,2023,2,Q1,DEV0012,Tiger Properties,31,42204423,37084193,21979050,15105142,40.73,4370547,10734595,28.95,25373616,68.42,8417171,6120911,1,3.23,19377025,5561048,1757637,1361433,48,1483367
FIN000993,2023-02-01,2023,2,Q1,DEV0013,Imtiaz Developments,40,57726280,49861123,29392071,20469051,41.05,6054582,14414469,28.91,39488670,79.2,13174231,11245518,4,10.0,22032962,5529062,1342585,1443157,5,1994444
FIN000994,2023-02-01,2023,2,Q1,DEV0014,Select Group,52,78026728,65766210,43461076,22305133,33.92,7618401,14686732,22.33,49644342,75.49,15211082,14841087,2,3.85,38583542,8783252,2224305,1500514,33,2630648
FIN000995,2023-02-01,2023,2,Q1,DEV0015,Reportage Properties,17,23417891,19424152,13852835,5571316,28.68,1971347,3599969,18.53,13808280,71.09,4364181,2667382,1,5.88,10013035,2770991,761778,1377523,25,776966
FIN000996,2023-02-01,2023,2,Q1,DEV0016,Samana Developers,29,30458294,24947923,17495882,7452040,29.87,2616774,4835266,19.38,20696717,82.96,7238423,4926234,3,10.34,14856134,2041989,1141470,1050286,6,997916
FIN000997,2023-02-01,2023,2,Q1,DEV0017,Object 1,31,40874957,35386199,22300479,13085719,36.98,6045397,7040322,19.9,22335587,63.12,10124505,4568781,1,3.23,19811748,5104901,1632013,1318547,17,1415447
FIN000998,2023-02-01,2023,2,Q1,DEV0018,Majid Al Futtaim,91,234979381,211020438,133099699,77920738,36.93,23721559,54199179,25.68,177950074,84.33,38745988,45683191,6,6.59,100463348,35682752,9010274,2582191,38,8440817
FIN000999,2023-02-01,2023,2,Q1,DEV0019,Dubai Properties,59,142381514,114580439,71544091,43036347,37.56,15425205,27611142,24.1,82745328,72.22,21950566,19699767,5,8.47,53856123,10591764,6004594,2413246,34,4583217
FIN001000,2023-02-01,2023,2,Q1,DEV0020,Meydan Group,84,176738268,156819770,89732386,67087383,42.78,26516144,40571239,25.87,110936318,70.74,37901161,30473507,8,9.52,67600772,26214325,3440328,2104027,1,6272790
FIN001001,2023-03-01,2023,3,Q1,DEV0001,Emaar Properties,92,193923672,180506411,109543294,70963116,39.31,21527326,49435790,27.39,132679620,73.5,34510282,41236576,9,9.78,83967576,21308838,8589761,2107866,5,7220256
FIN001002,2023-03-01,2023,3,Q1,DEV0002,DAMAC Properties,90,185659380,172203755,119167751,53036003,30.8,23181057,29854946,17.34,104874571,60.9,51358023,31149089,5,5.56,88770239,15993051,7582717,2062882,11,6888150
FIN001003,2023-03-01,2023,3,Q1,DEV0003,Aldar Properties,102,231311622,211689218,152204862,59484355,28.1,22261985,37222370,17.58,169710343,80.17,45446018,43066513,6,5.88,126931534,36609812,12692125,2267761,1,8467568
FIN001004,2023-03-01,2023,3,Q1,DEV0004,Nakheel,72,178132896,150864450,83317169,67547280,44.77,19012337,48534943,32.17,111697792,74.04,37043276,22075578,4,5.56,74384180,21564831,3570926,2474068,60,6034578
FIN001005,2023-03-01,2023,3,Q1,DEV0005,Meraas,82,168886626,157175585,100047914,57127670,36.35,24093390,33034280,21.02,104904087,66.74,35996802,17289369,5,6.1,79491087,28162081,5954883,2059593,58,6287023
FIN001006,2023-03-01,2023,3,Q1,DEV0006,Sobha Realty,61,142603726,126270124,80626767,45643356,36.15,22485398,23157958,18.34,100727223,79.77,25927313,26581482,6,9.84,66317962,10539346,2857127,2337766,1,5050804
FIN001007,2023-03-01,2023,3,Q1,DEV0007,Azizi Developments,5,6749165,6148489,3510074,2638414,42.91,770788,1867626,30.38,4789800,77.9,1575924,893124,0,0.0,2462025,1045475,167183,1349833,74,245939
FIN001008,2023-03-01,2023,3,Q1,DEV0008,Danube Properties,50,78709950,71881437,41350171,30531265,42.47,9570550,20960715,29.16,56057916,77.99,14814131,8369223,4,8.0,31997806,5788617,1460784,1574199,8,2875257
FIN001009,2023-03-01,2023,3,Q1,DEV0009,Binghatti,36,42396984,34494512,22078796,12415715,35.99,5878953,6536762,18.95,25759988,74.68,5482672,5366784,2,5.56,18246135,3023705,1736144,1177694,23,1379780
FIN001010,2023-03-01,2023,3,Q1,DEV0010,Ellington Properties,40,55493120,49856383,35414477,14441905,28.97,6289760,8152145,16.35,31526713,63.24,14544253,10488407,3,7.5,30433354,9239394,2852250,1387328,10,1994255
FIN001011,2023-03-01,2023,3,Q1,DEV0011,RAK Properties,40,66953160,60160155,38731788,21428366,35.62,7317905,14110461,23.45,37925039,63.04,16462031,14059181,4,10.0,27123763,5010419,1901290,1673829,13,2406406
FIN001012,2023-03-01,2023,3,Q1,DEV0012,Tiger Properties,45,70103340,56297071,37503113,18793957,33.38,6864568,11929389,21.19,38248621,67.94,11623607,8179539,4,8.89,33306571,8108681,2024234,1557852,10,2251882
FIN001013,2023-03-01,2023,3,Q1,DEV0013,Imtiaz Developments,27,50067612,47295359,27385407,19909951,42.1,6955997,12953954,27.39,36431893,77.03,9474393,7760881,1,3.7,22165657,3867341,2718216,1854356,4,1891814
FIN001014,2023-03-01,2023,3,Q1,DEV0014,Select Group,29,36986861,31421608,18128310,13293297,42.31,5332183,7961114,25.34,25552257,81.32,6769969,3649648,3,10.34,14314396,5967063,1096830,1275409,0,1256864
FIN001015,2023-03-01,2023,3,Q1,DEV0015,Reportage Properties,4,3128268,2815315,2002439,812875,28.87,292029,520846,18.5,1690452,60.04,648141,528076,0,0.0,1697342,390886,79689,782067,28,112612
FIN001016,2023-03-01,2023,3,Q1,DEV0016,Samana Developers,20,19239440,15487747,8577121,6910625,44.62,2570187,4340438,28.02,11171516,72.13,3792762,2221693,1,5.0,6768286,3074944,468988,961972,28,619509
FIN001017,2023-03-01,2023,3,Q1,DEV0017,Object 1,18,10159794,8710332,5681244,3029087,34.78,1515062,1514025,17.38,6923775,79.49,2037678,1542345,0,0.0,4006144,1183052,334340,564433,41,348413
FIN001018,2023-03-01,2023,3,Q1,DEV0018,Majid Al Futtaim,63,127858500,112984724,79841301,33143422,29.33,13466650,19676772,17.42,69555036,61.56,28771815,27813272,3,4.76,71322813,9788519,6051056,2029500,157,4519388
FIN001019,2023-03-01,2023,3,Q1,DEV0019,Dubai Properties,68,149111352,123946681,81370016,42576664,34.35,14910577,27666087,22.32,93046581,75.07,25026998,15365582,5,7.35,71076387,23518960,4992800,2192814,17,4957867
FIN001020,2023-03-01,2023,3,Q1,DEV0020,Meydan Group,88,191105816,172935125,113635580,59299544,34.29,28455190,30844354,17.84,121358592,70.18,38311052,22178484,7,7.95,81660687,18366079,4324068,2171657,86,6917405
FIN001021,2023-04-01,2023,4,Q2,DEV0001,Emaar Properties,104,228042256,197169441,131497051,65672389,33.31,31042667,34629722,17.56,145103907,73.59,49874086,41056131,4,3.85,115423875,36014726,8217317,2192714,24,7886777
FIN001022,2023-04-01,2023,4,Q2,DEV0002,DAMAC Properties,70,166034470,139630543,99890044,39740498,28.46,22877154,16863344,12.08,84592036,60.58,30777825,15936768,4,5.71,89780620,20925138,5017306,2371921,12,5585221
FIN001023,2023-04-01,2023,4,Q2,DEV0003,Aldar Properties,93,185221962,148583138,84958343,63624794,42.82,22096222,41528572,27.95,92973267,62.57,39670708,23474863,7,7.53,71413428,12918605,7115893,1991634,12,5943325
FIN001024,2023-04-01,2023,4,Q2,DEV0004,Nakheel,59,146939205,123205894,88069814,35136079,28.52,16647178,18488901,15.01,74558755,60.52,30805934,23010007,6,10.17,68256558,24508787,7082347,2490495,25,4928235
FIN001025,2023-04-01,2023,4,Q2,DEV0005,Meraas,57,135298620,122920830,78418335,44502494,36.2,18120951,26381543,21.46,89563052,72.86,35620304,25680240,2,3.51,64427819,15058376,6248283,2373660,18,4916833
