record_id,record_date,year,month,emirate,city,locality,property_type,property_category,bedrooms,avg_annual_rent_aed,avg_monthly_rent_aed,avg_rent_per_sqft_aed,gross_rental_yield_pct,property_value_estimate_aed,vacancy_rate_pct,str_occupancy_rate_pct,str_adr_aed,str_revpar_aed,ejari_registrations,rera_standard_rent_aed,rent_increase_pct_yoy,demand_supply_ratio,new_rental_listings
RNT002509,2022-10-01,2022,10,Sharjah,Sharjah,Al Khan,Apartment,Ultra-Luxury,3BR,581541,48461,600.19,4.022,14460791,7.91,63.1,4165,2628,210,551547,6.58,0.703,4
RNT002510,2022-10-01,2022,10,Sharjah,Sharjah,Al Majaz,Villa,Premium,2BR,367888,30657,182.5,6.342,5800674,21.54,64.5,3198,2062,29,336699,8.38,1.107,42
RNT002511,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Khalifa City,Villa,Premium,2BR,251962,20996,108.36,5.865,4296358,8.82,58.9,1525,898,105,255266,1.26,1.001,12
RNT002512,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Yas Acres,Villa,Mid-Market,Studio,173907,14492,83.46,5.67,3067350,18.49,74.7,1215,907,215,167434,1.28,1.069,32
RNT002513,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Yas Acres,Villa,Affordable,1BR,42948,3579,20.93,6.807,630964,16.81,81.4,335,272,130,43650,8.91,1.398,4
RNT002514,2022-10-01,2022,10,Dubai,Dubai,Downtown Dubai,Apartment,Affordable,1BR,182332,15194,65.09,8.308,2194591,18.39,78.8,1375,1083,146,174001,4.36,1.137,42
RNT002515,2022-10-01,2022,10,Dubai,Dubai,Motor City,Apartment,Mid-Market,Studio,76711,6392,60.53,6.32,1213733,5.34,68.0,597,405,67,78078,8.19,1.511,3
RNT002516,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Saadiyat Island,Townhouse,Premium,5BR+,210059,17504,137.14,5.029,4177364,7.26,69.2,1580,1093,60,212288,7.08,1.074,0
RNT002517,2022-10-01,2022,10,Dubai,Dubai,DAMAC Hills,Apartment,Premium,1BR,250717,20893,156.45,7.163,3500153,21.84,63.5,2190,1390,159,238774,5.14,1.21,206
RNT002518,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Affordable,5BR+,84380,7031,47.89,6.852,1231421,14.72,58.1,456,264,11,78449,4.95,0.737,11
RNT002519,2022-10-01,2022,10,Sharjah,Sharjah,Al Qasimia,Townhouse,Affordable,4BR,46498,3874,63.5,7.895,588975,5.85,80.0,255,204,135,42493,1.82,0.792,16
RNT002520,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Corniche,Villa,Mid-Market,1BR,81761,6813,62.42,6.181,1322892,16.02,74.4,707,526,357,78327,0.32,1.135,60
RNT002521,2022-10-01,2022,10,Dubai,Dubai,MBR City,Townhouse,Luxury,1BR,958009,79834,322.41,5.795,16532420,20.16,60.9,5553,3381,11,981355,10.7,0.908,4
RNT002522,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Mid-Market,3BR,99629,8302,70.64,5.618,1773329,10.98,73.6,695,511,57,103409,7.33,1.31,29
RNT002523,2022-10-01,2022,10,Dubai,Dubai,Dubai Hills Estate,Townhouse,Mid-Market,1BR,89732,7477,88.36,7.745,1158532,13.91,70.3,761,534,68,88648,4.11,1.481,31
RNT002524,2022-10-01,2022,10,Dubai,Dubai,Motor City,Townhouse,Mid-Market,4BR,72355,6029,82.63,6.107,1184859,20.6,76.4,631,482,226,74928,10.41,0.897,12
RNT002525,2022-10-01,2022,10,Dubai,Dubai,Al Furjan,Apartment,Luxury,2BR,747726,62310,309.56,5.841,12801400,10.08,71.6,6013,4305,196,775816,8.73,1.289,38
RNT002526,2022-10-01,2022,10,Dubai,Dubai,JBR,Townhouse,Premium,2BR,273334,22777,105.65,6.552,4172036,17.38,80.6,1539,1240,231,269967,5.34,0.951,40
RNT002527,2022-10-01,2022,10,Dubai,Dubai,Dubai Hills Estate,Apartment,Mid-Market,2BR,167101,13925,97.31,6.867,2433243,20.7,78.3,1109,868,139,151621,7.15,0.986,12
RNT002528,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Mid-Market,Studio,160836,13403,66.73,6.88,2337682,21.39,68.9,1032,711,6,166763,10.65,0.998,36
RNT002529,2022-10-01,2022,10,Dubai,Dubai,Al Barsha,Studio,Mid-Market,Studio,61331,5110,79.91,6.725,911981,10.34,71.6,377,269,118,63607,8.44,0.867,33
RNT002530,2022-10-01,2022,10,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Apartment,Mid-Market,1BR,142746,11895,62.37,5.937,2404216,5.04,61.5,893,549,26,137078,5.08,1.202,1
RNT002531,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Yas Island,Villa,Mid-Market,Studio,136225,11352,79.46,5.997,2271404,13.14,67.2,1096,736,240,138520,5.93,1.244,31
RNT002532,2022-10-01,2022,10,Dubai,Dubai,JBR,Apartment,Luxury,Studio,319266,26605,211.79,5.192,6149022,6.43,71.0,2498,1773,149,327705,8.71,1.463,70
RNT002533,2022-10-01,2022,10,Dubai,Dubai,Meydan,Apartment,Premium,2BR,186994,15582,198.75,7.21,2593427,12.84,78.3,1334,1044,45,195477,4.35,1.544,23
RNT002534,2022-10-01,2022,10,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Luxury,2BR,790142,65845,264.53,3.983,19836231,18.86,79.2,4738,3752,71,778886,11.25,1.46,124
RNT002535,2022-10-01,2022,10,Dubai,Dubai,Al Barsha,Townhouse,Mid-Market,Studio,121321,10110,84.17,7.081,1713365,14.2,65.5,1008,660,5,112192,3.58,0.802,15
RNT002536,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Yas Acres,Villa,Premium,1BR,230574,19214,93.83,5.382,4283974,16.42,81.2,1611,1308,152,211470,4.47,0.984,13
RNT002537,2022-10-01,2022,10,Dubai,Dubai,MBR City,Apartment,Mid-Market,3BR,168534,14044,77.46,6.336,2660099,7.94,58.3,930,542,65,166544,9.41,0.739,30
RNT002538,2022-10-01,2022,10,Dubai,Dubai,Al Furjan,Apartment,Affordable,3BR,26928,2244,44.79,8.135,331019,5.59,63.3,138,87,148,25380,1.65,1.029,62
RNT002539,2022-10-01,2022,10,Dubai,Dubai,JBR,Villa,Premium,2BR,147757,12313,148.1,6.629,2229059,11.68,69.9,905,632,19,137287,12.69,1.482,86
RNT002540,2022-10-01,2022,10,Dubai,Dubai,Sports City,Apartment,Luxury,3BR,253705,21142,241.48,5.983,4240604,20.46,72.9,1540,1122,2,252015,3.27,1.16,30
RNT002541,2022-10-01,2022,10,Sharjah,Sharjah,Al Khan,Apartment,Mid-Market,1BR,240302,20025,108.75,7.307,3288737,7.14,73.7,1946,1434,25,217531,5.13,0.746,4
RNT002542,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Mid-Market,3BR,51333,4277,64.41,6.594,778526,8.08,77.8,268,208,19,52511,6.01,1.489,40
RNT002543,2022-10-01,2022,10,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Apartment,Affordable,Studio,55152,4596,36.34,7.059,781362,9.13,60.8,396,240,256,52969,5.05,1.484,74
RNT002544,2022-10-01,2022,10,Abu Dhabi,Abu Dhabi,Al Reem Island,Villa,Affordable,4BR,62829,5235,34.88,6.278,1000755,15.08,76.3,555,423,14,65932,6.15,1.596,60
RNT002545,2022-10-01,2022,10,Dubai,Dubai,Arabian Ranches,Townhouse,Luxury,2BR,423314,35276,243.34,6.113,6924428,5.93,63.4,2804,1777,111,426349,8.73,1.098,172
RNT002546,2022-10-01,2022,10,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,1BR,168145,14012,64.69,5.489,3063216,10.7,57.1,889,507,39,170927,5.67,0.816,140
RNT002547,2022-10-01,2022,10,Dubai,Dubai,JBR,Townhouse,Ultra-Luxury,1BR,1273405,106117,753.1,4.468,28501636,16.84,77.9,10295,8019,91,1259708,3.46,1.145,18
RNT002548,2022-10-01,2022,10,Sharjah,Sharjah,Al Nahda,Townhouse,Mid-Market,3BR,130648,10887,94.08,7.162,1824217,12.49,55.8,758,422,24,135031,6.71,1.297,9
RNT002549,2022-10-01,2022,10,Dubai,Dubai,MBR City,Townhouse,Premium,Studio,134253,11187,157.83,6.139,2186814,16.32,56.9,1138,647,357,136561,1.41,1.561,1
RNT002550,2022-10-01,2022,10,Dubai,Dubai,Discovery Gardens,Villa,Mid-Market,1BR,74217,6184,75.31,6.778,1095002,5.98,66.8,442,295,331,70769,6.27,1.102,9
RNT002551,2022-11-01,2022,11,Dubai,Dubai,Al Furjan,Apartment,Mid-Market,2BR,160116,13343,70.82,6.849,2337920,8.34,58.3,1300,757,205,147995,13.99,0.979,12
RNT002552,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Premium,1BR,442878,36906,178.09,6.064,7303204,18.65,78.1,2332,1821,26,411347,8.54,0.924,34
RNT002553,2022-11-01,2022,11,Dubai,Dubai,Meydan,Apartment,Luxury,1BR,620186,51682,274.14,6.21,9987307,18.84,69.7,3930,2739,96,583169,12.86,1.204,53
RNT002554,2022-11-01,2022,11,Dubai,Dubai,JBR,Apartment,Affordable,4BR,77282,6440,53.36,7.181,1076250,9.6,75.9,599,454,342,76160,6.33,0.703,9
RNT002555,2022-11-01,2022,11,Dubai,Dubai,DAMAC Hills,Apartment,Affordable,2BR,110632,9219,38.24,8.037,1376562,7.62,72.8,748,544,157,104337,9.3,1.505,36
RNT002556,2022-11-01,2022,11,Sharjah,Sharjah,Al Majaz,Apartment,Mid-Market,1BR,88188,7349,53.81,6.055,1456522,16.54,59.2,682,403,53,87140,2.51,0.703,42
RNT002557,2022-11-01,2022,11,Sharjah,Sharjah,Muwaileh,Studio,Premium,5BR+,147448,12287,147.64,6.53,2257864,8.04,80.4,1296,1041,110,140022,6.66,0.705,1
RNT002558,2022-11-01,2022,11,Dubai,Dubai,Arabian Ranches,Apartment,Luxury,3BR,706889,58907,237.42,6.244,11321232,19.34,61.6,6254,3852,248,711448,8.08,1.225,24
RNT002559,2022-11-01,2022,11,Dubai,Dubai,Business Bay,Apartment,Luxury,1BR,715426,59618,314.99,5.134,13936294,15.45,67.1,6032,4047,133,655917,9.13,1.244,3
RNT002560,2022-11-01,2022,11,Dubai,Dubai,Business Bay,Townhouse,Mid-Market,Studio,48030,4002,64.35,6.15,780939,10.57,55.2,334,184,8,43708,6.95,0.866,41
RNT002561,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Ultra-Luxury,3BR,617946,51495,350.91,4.297,14380601,17.49,72.2,5108,3687,97,600270,9.1,1.52,4
RNT002562,2022-11-01,2022,11,Sharjah,Sharjah,Muwaileh,Apartment,Luxury,1BR,528261,44021,337.85,5.589,9452445,19.96,67.4,4223,2846,204,552684,3.32,1.144,16
RNT002563,2022-11-01,2022,11,Dubai,Dubai,DAMAC Hills,Apartment,Luxury,3BR,944115,78676,367.0,6.14,15375488,12.63,65.5,6856,4490,95,936960,9.33,1.252,20
RNT002564,2022-11-01,2022,11,Dubai,Dubai,DAMAC Hills,Townhouse,Premium,2BR,222220,18518,99.89,5.781,3844230,7.24,73.1,1209,883,310,217755,7.61,0.759,4
RNT002565,2022-11-01,2022,11,Dubai,Dubai,Palm Jumeirah,Apartment,Mid-Market,4BR,78833,6569,91.9,7.406,1064473,9.11,64.1,596,382,151,77283,9.04,1.369,109
RNT002566,2022-11-01,2022,11,Dubai,Dubai,Arabian Ranches,Apartment,Mid-Market,2BR,107503,8958,71.35,7.109,1512198,17.11,67.9,727,493,73,105393,5.96,1.496,81
RNT002567,2022-11-01,2022,11,Dubai,Dubai,Motor City,Townhouse,Premium,1BR,231816,19318,167.95,5.815,3986684,5.37,67.7,1769,1197,168,216883,6.46,0.909,301
RNT002568,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Luxury,3BR,233510,19459,179.57,4.531,5153885,17.6,77.1,1788,1378,137,210319,5.7,1.12,29
RNT002569,2022-11-01,2022,11,Sharjah,Sharjah,Muwaileh,Villa,Premium,1BR,187363,15613,129.24,6.001,3122062,6.04,69.8,1446,1009,30,191797,0.04,1.05,49
RNT002570,2022-11-01,2022,11,Sharjah,Sharjah,Al Nahda,Apartment,Luxury,1BR,539561,44963,204.35,4.647,11611060,16.48,74.4,3855,2868,154,534704,6.32,1.004,33
RNT002571,2022-11-01,2022,11,Sharjah,Sharjah,Muwaileh,Apartment,Premium,3BR,433665,36138,153.93,6.529,6641899,21.05,72.7,2422,1760,19,449551,7.81,1.332,66
RNT002572,2022-11-01,2022,11,Sharjah,Sharjah,Al Yarmook,Apartment,Premium,Studio,403590,33632,156.98,6.616,6099992,9.58,67.8,2420,1640,61,407731,2.99,0.89,0
RNT002573,2022-11-01,2022,11,Dubai,Dubai,MBR City,Apartment,Mid-Market,1BR,238523,19876,102.33,7.551,3158808,13.76,59.8,1412,844,277,228297,9.83,1.557,42
RNT002574,2022-11-01,2022,11,Dubai,Dubai,Dubai South,Apartment,Premium,2BR,253162,21096,98.99,5.852,4325814,8.29,75.6,1999,1511,7,259872,6.86,1.486,41
RNT002575,2022-11-01,2022,11,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Apartment,Luxury,3BR,362226,30185,129.58,3.954,9160915,12.31,58.6,2702,1583,7,338708,2.96,0.937,2
RNT002576,2022-11-01,2022,11,Dubai,Dubai,Arabian Ranches,Townhouse,Affordable,1BR,169629,14135,59.26,7.653,2216503,7.98,66.4,1196,794,22,176449,6.79,1.365,70
RNT002577,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Affordable,4BR,74616,6218,34.25,7.138,1045379,18.11,77.6,508,394,150,68620,2.42,1.282,39
RNT002578,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Yas Acres,Apartment,Affordable,1BR,71005,5917,25.29,6.086,1166791,9.61,70.3,477,335,385,63955,4.34,1.478,6
RNT002579,2022-11-01,2022,11,Dubai,Dubai,Arabian Ranches,Townhouse,Mid-Market,1BR,115498,9624,72.5,6.299,1833509,19.61,81.7,648,529,299,113745,-0.28,1.126,19
RNT002580,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Ghadeer,Villa,Affordable,Studio,64952,5412,27.14,6.181,1050810,15.01,80.7,444,358,9,59754,1.27,1.264,35
RNT002581,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Mid-Market,1BR,111381,9281,49.9,5.432,2050623,17.16,70.3,602,423,404,112413,1.83,1.048,9
RNT002582,2022-11-01,2022,11,Dubai,Dubai,Arabian Ranches,Apartment,Mid-Market,1BR,72713,6059,61.93,6.843,1062529,9.99,73.2,369,270,41,76086,0.84,1.107,78
RNT002583,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Ultra-Luxury,1BR,276403,23033,396.33,4.036,6848328,18.19,60.8,2156,1310,47,285138,6.26,1.474,4
RNT002584,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Luxury,Studio,759295,63274,291.51,5.542,13699762,19.81,79.1,5683,4495,191,789464,5.62,0.867,98
RNT002585,2022-11-01,2022,11,Dubai,Dubai,Sports City,Villa,Affordable,Studio,55186,4598,32.75,7.98,691550,9.27,66.0,407,268,6,54828,7.16,1.228,55
RNT002586,2022-11-01,2022,11,Dubai,Dubai,Palm Jumeirah,Studio,Mid-Market,1BR,103164,8597,77.9,6.814,1514082,12.49,66.1,679,448,165,101539,2.87,1.479,5
RNT002587,2022-11-01,2022,11,Dubai,Dubai,Sports City,Apartment,Mid-Market,1BR,186522,15543,94.45,7.014,2659433,7.35,66.3,1460,967,132,187286,10.33,1.321,143
RNT002588,2022-11-01,2022,11,Dubai,Dubai,Al Barsha,Apartment,Premium,1BR,263051,21920,174.31,5.823,4517673,8.12,72.7,1622,1179,147,246946,2.73,1.45,88
RNT002589,2022-11-01,2022,11,Dubai,Dubai,Dubai Creek Harbour,Villa,Ultra-Luxury,2BR,1240195,103349,542.4,4.782,25933039,8.11,70.4,6399,4504,171,1166901,6.32,1.01,12
RNT002590,2022-11-01,2022,11,Dubai,Dubai,MBR City,Studio,Affordable,3BR,53303,4441,30.47,7.36,724238,16.63,65.0,410,266,276,53943,4.34,1.474,8
RNT002591,2022-11-01,2022,11,Dubai,Dubai,Dubai Hills Estate,Townhouse,Affordable,2BR,77147,6428,61.04,7.206,1070657,19.5,59.5,387,230,134,76654,10.57,1.426,49
RNT002592,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Masdar City,Villa,Mid-Market,1BR,152547,12712,72.74,6.044,2523883,18.99,66.7,1190,793,112,142292,9.64,0.978,25
RNT002593,2022-11-01,2022,11,Dubai,Dubai,Meydan,Apartment,Mid-Market,4BR,175223,14601,79.47,6.69,2619021,18.88,66.8,1423,950,60,183093,7.09,1.549,3
RNT002594,2022-11-01,2022,11,Dubai,Dubai,Downtown Dubai,Apartment,Luxury,1BR,313920,26160,321.97,5.314,5907219,7.1,55.1,2126,1171,24,323628,7.66,1.308,12
RNT002595,2022-11-01,2022,11,Dubai,Dubai,Dubai South,Townhouse,Luxury,1BR,970044,80837,342.02,6.198,15650973,16.92,66.1,7602,5024,52,1012786,1.3,0.718,75
RNT002596,2022-11-01,2022,11,Dubai,Dubai,Al Furjan,Apartment,Premium,5BR+,282468,23539,156.96,5.985,4719654,6.01,65.9,2260,1489,38,261310,8.43,0.901,176
RNT002597,2022-11-01,2022,11,Dubai,Dubai,Motor City,Villa,Mid-Market,1BR,66624,5552,84.77,7.601,876500,9.93,73.8,499,368,125,63737,7.9,1.559,48
RNT002598,2022-11-01,2022,11,Dubai,Dubai,Al Furjan,Apartment,Ultra-Luxury,2BR,252531,21044,313.19,4.22,5983577,7.94,60.3,2056,1239,28,261187,0.11,1.331,13
RNT002599,2022-11-01,2022,11,Dubai,Dubai,Meydan,Townhouse,Luxury,3BR,172509,14375,334.84,6.334,2723684,6.34,63.5,942,598,50,164916,5.3,1.437,31
RNT002600,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Mid-Market,2BR,89417,7451,79.45,6.327,1413288,20.63,80.7,598,482,3,85850,4.78,1.496,12
RNT002601,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Mid-Market,2BR,73020,6085,89.15,6.757,1080700,17.0,57.5,474,272,201,72595,5.65,1.495,65
RNT002602,2022-11-01,2022,11,Dubai,Dubai,Meydan,Apartment,Mid-Market,1BR,117286,9773,82.54,6.374,1840163,13.58,60.4,749,452,281,110096,0.9,1.331,46
RNT002603,2022-11-01,2022,11,Sharjah,Sharjah,Al Majaz,Apartment,Affordable,5BR+,103854,8654,53.92,6.386,1626387,16.32,74.0,592,438,108,95791,4.03,1.451,4
RNT002604,2022-11-01,2022,11,Sharjah,Sharjah,Al Majaz,Apartment,Mid-Market,Studio,268015,22334,91.33,7.115,3766784,14.49,63.6,2193,1394,106,256452,8.6,1.087,72
RNT002605,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Shamkha,Apartment,Mid-Market,4BR,126983,10581,65.9,6.222,2040774,14.44,70.2,918,644,47,126588,4.83,0.834,72
RNT002606,2022-11-01,2022,11,Sharjah,Sharjah,Al Nahda,Villa,Luxury,2BR,275592,22966,193.6,4.613,5974580,12.16,71.0,1963,1393,88,254494,8.39,0.926,68
RNT002607,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Raha Beach,Townhouse,Mid-Market,1BR,116800,9733,68.76,5.643,2069809,16.29,65.8,788,518,15,117031,5.26,1.295,22
RNT002608,2022-11-01,2022,11,Dubai,Dubai,JBR,Townhouse,Premium,4BR,111338,9278,167.46,7.148,1557547,15.45,61.1,706,431,19,108312,1.38,0.928,23
RNT002609,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Masdar City,Villa,Mid-Market,2BR,252084,21007,90.22,6.395,3941840,11.27,69.1,1684,1163,114,257658,7.96,0.789,40
RNT002610,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Ghadeer,Studio,Mid-Market,2BR,55020,4585,62.63,6.601,833568,19.26,56.5,401,226,207,51441,6.75,0.856,154
RNT002611,2022-11-01,2022,11,Dubai,Dubai,Discovery Gardens,Apartment,Mid-Market,3BR,237370,19780,109.32,7.704,3080993,14.24,76.4,1693,1293,37,215503,2.04,0.758,30
RNT002612,2022-11-01,2022,11,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Villa,Premium,Studio,285682,23806,116.06,4.584,6232573,14.03,62.3,1745,1087,235,268197,2.06,1.3,43
RNT002613,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Mid-Market,2BR,188708,15725,99.83,6.86,2750675,16.42,71.7,1477,1059,117,182823,5.64,0.81,63
RNT002614,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Yas Island,Villa,Mid-Market,4BR,58686,4890,72.03,5.667,1035662,7.06,64.0,435,278,76,57171,7.32,1.408,68
RNT002615,2022-11-01,2022,11,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Premium,4BR,255667,21305,137.5,5.378,4753624,22.0,55.2,1612,889,79,245448,3.74,1.138,16
RNT002616,2022-12-01,2022,12,Dubai,Dubai,Dubai Marina,Apartment,Ultra-Luxury,Studio,1181944,98495,538.51,4.669,25313161,14.81,66.3,6495,4306,19,1178209,1.18,1.446,2
RNT002617,2022-12-01,2022,12,Dubai,Dubai,JVC,Apartment,Ultra-Luxury,3BR,1279544,106628,557.18,4.357,29366050,19.95,74.6,7281,5431,18,1245199,6.14,1.017,5
RNT002618,2022-12-01,2022,12,Dubai,Dubai,MBR City,Townhouse,Premium,3BR,93461,7788,186.66,6.899,1354637,5.71,62.2,637,396,125,92696,4.13,1.595,28
RNT002619,2022-12-01,2022,12,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Mid-Market,3BR,65556,5463,77.26,6.156,1064962,9.11,66.5,364,242,4,65461,3.17,0.843,2
RNT002620,2022-12-01,2022,12,Dubai,Dubai,Dubai Creek Harbour,Apartment,Mid-Market,3BR,120602,10050,86.35,7.533,1600917,19.19,78.7,734,577,149,121788,4.08,1.198,63
RNT002621,2022-12-01,2022,12,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,2BR,154736,12894,56.62,6.651,2326509,9.52,67.2,949,637,422,140325,5.41,1.324,268
RNT002622,2022-12-01,2022,12,Dubai,Dubai,DAMAC Hills,Apartment,Mid-Market,1BR,66417,5534,79.11,6.43,1032933,18.37,56.3,389,219,2,67668,5.41,1.549,26
RNT002623,2022-12-01,2022,12,Dubai,Dubai,JBR,Apartment,Luxury,3BR,552635,46052,271.83,5.16,10709999,9.76,56.0,4077,2283,54,500288,11.62,0.874,55
RNT002624,2022-12-01,2022,12,Dubai,Dubai,Dubai Hills Estate,Apartment,Premium,2BR,161207,13433,117.89,6.643,2426690,16.35,71.0,1004,712,109,146340,2.66,1.295,108
RNT002625,2022-12-01,2022,12,Abu Dhabi,Abu Dhabi,Saadiyat Island,Studio,Luxury,3BR,289373,24114,187.1,4.848,5968711,19.96,69.5,2335,1622,168,287275,9.71,0.976,32
RNT002626,2022-12-01,2022,12,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Mid-Market,2BR,47626,3968,72.01,5.988,795407,10.48,61.8,323,199,82,46238,6.9,1.575,32
RNT002627,2022-12-01,2022,12,Dubai,Dubai,Dubai Creek Harbour,Studio,Premium,1BR,130066,10838,173.84,6.028,2157644,9.84,68.4,847,579,251,130406,4.97,0.951,39
RNT002628,2022-12-01,2022,12,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,Villa,Ultra-Luxury,1BR,881747,73478,392.56,3.475,25374151,21.45,70.7,6797,4805,44,823206,6.58,1.161,26
RNT002629,2022-12-01,2022,12,Dubai,Dubai,Discovery Gardens,Apartment,Mid-Market,4BR,122276,10189,65.4,7.196,1699252,18.44,62.4,1050,655,4,113366,3.14,0.852,15
RNT002630,2022-12-01,2022,12,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Luxury,3BR,313452,26121,139.11,4.257,7362787,18.81,67.7,2283,1545,32,317659,7.19,1.322,5
RNT002631,2022-12-01,2022,12,Abu Dhabi,Abu Dhabi,Saadiyat Island,Townhouse,Affordable,3BR,87118,7259,29.62,7.27,1198287,8.04,70.9,737,522,28,87087,6.73,1.521,155
RNT002632,2022-12-01,2022,12,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Mid-Market,2BR,47879,3989,75.62,5.954,804106,21.95,80.1,348,278,66,45013,10.17,1.559,65
RNT002633,2022-12-01,2022,12,Sharjah,Sharjah,Muwaileh,Townhouse,Premium,3BR,64077,5339,81.48,5.365,1194295,20.29,70.5,402,283,131,65887,5.64,1.392,207
RNT002634,2022-12-01,2022,12,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Affordable,2BR,65966,5497,26.45,6.558,1005914,15.73,81.4,334,271,174,66889,6.97,0.829,50
RNT002635,2022-12-01,2022,12,Dubai,Dubai,JBR,Apartment,Mid-Market,2BR,190209,15850,67.98,6.134,3101058,18.06,58.6,1042,610,1,175281,9.01,0.711,17
RNT002636,2022-12-01,2022,12,Dubai,Dubai,Al Barsha,Apartment,Mid-Market,2BR,105568,8797,64.11,6.266,1684650,17.25,73.6,615,452,251,105119,8.22,1.44,2
RNT002637,2022-12-01,2022,12,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Ultra-Luxury,1BR,1074407,89533,455.59,4.576,23480859,13.85,61.2,5539,3389,307,1053256,3.92,0.733,110
RNT002638,2022-12-01,2022,12,Dubai,Dubai,Sports City,Apartment,Mid-Market,3BR,190514,15876,81.74,6.54,2912881,13.23,63.4,1468,930,51,197342,2.94,0.869,22
RNT002639,2022-12-01,2022,12,Abu Dhabi,Abu Dhabi,Yas Island,Townhouse,Mid-Market,1BR,143732,11977,60.76,6.782,2119427,18.3,58.8,1134,666,54,132158,7.43,0.745,33
RNT002640,2022-12-01,2022,12,Sharjah,Sharjah,Al Yarmook,Villa,Mid-Market,2BR,89149,7429,98.87,7.429,1200042,5.11,65.2,685,446,698,92548,0.72,0.901,152
RNT002641,2022-12-01,2022,12,Dubai,Dubai,Business Bay,Villa,Mid-Market,2BR,188402,15700,87.95,6.554,2874781,12.94,62.5,1284,802,26,170704,8.52,1.311,149
RNT002642,2022-12-01,2022,12,Sharjah,Sharjah,Al Khan,Studio,Affordable,1BR,83479,6956,51.03,6.882,1213022,7.34,68.2,545,371,59,82407,3.6,1.367,2
RNT002643,2022-12-01,2022,12,Sharjah,Sharjah,Al Yarmook,Apartment,Mid-Market,1BR,231094,19257,85.24,7.043,3281306,13.61,77.7,1961,1523,21,238155,3.18,1.372,45
RNT002644,2022-12-01,2022,12,Dubai,Dubai,Arabian Ranches,Apartment,Affordable,Studio,33508,2792,37.41,8.223,407503,7.54,62.7,241,151,46,31728,3.3,1.072,1
RNT002645,2022-12-01,2022,12,Sharjah,Sharjah,Al Nahda,Apartment,Mid-Market,1BR,80056,6671,74.97,6.777,1181333,7.18,81.9,413,338,18,80857,6.27,1.558,29
RNT002646,2022-12-01,2022,12,Sharjah,Sharjah,Al Qasimia,Apartment,Premium,3BR,101088,8424,171.62,6.175,1637095,8.72,81.6,607,495,151,98174,5.39,1.034,43
