contract_id,contract_date,year,month,area,bedrooms,property_type,annual_rent_aed,monthly_rent_aed,contract_duration_months,payment_frequency,is_renewal,tenant_nationality
RERA-2022-0015388,2022-12-07,2022,12,Downtown Dubai,1,Apartment,73887,6157,12,Annual,False,Philippines
RERA-2022-0015389,2022-05-15,2022,5,Bur Dubai,0,Apartment,34686,2890,6,Monthly,True,India
RERA-2022-0015390,2022-01-09,2022,1,Dubai Marina,3,Apartment,220381,18365,24,Bi-annual,False,Egypt
RERA-2022-0015391,2022-02-04,2022,2,Dubai Marina,2,Apartment,129200,10767,6,Annual,False,UAE
RERA-2022-0015392,2022-11-02,2022,11,Deira,2,Apartment,69767,5814,12,Bi-annual,False,Philippines
RERA-2022-0015393,2022-02-15,2022,2,Town Square,2,Apartment,83084,6924,12,Annual,True,India
RERA-2022-0015394,2022-12-09,2022,12,Palm Jumeirah,3,Apartment,314758,26230,12,Bi-annual,False,Other
RERA-2022-0015395,2022-08-13,2022,8,JLT,0,Apartment,50403,4200,12,Annual,False,Other
RERA-2022-0015396,2022-03-28,2022,3,Al Barsha,3,Apartment,138269,11522,12,Annual,False,Pakistan
RERA-2022-0015397,2022-12-13,2022,12,Al Barsha,2,Apartment,97552,8129,24,Bi-annual,True,Pakistan
RERA-2022-0015398,2022-01-22,2022,1,DIFC,3,Apartment,295665,24639,24,Bi-annual,True,Other
RERA-2022-0015399,2022-08-30,2022,8,Palm Jumeirah,4,Villa,488428,40702,6,Annual,False,UAE
RERA-2022-0015400,2022-07-30,2022,7,Downtown Dubai,1,Apartment,101974,8498,24,Quarterly,True,UK
RERA-2022-0015401,2022-11-06,2022,11,JVC,0,Apartment,40242,3354,12,Bi-annual,False,Other
RERA-2022-0015402,2022-01-23,2022,1,JVC,4,Villa,166570,13881,24,Quarterly,False,Other
RERA-2022-0015403,2022-07-31,2022,7,JVC,2,Apartment,81248,6771,24,Bi-annual,False,UAE
RERA-2022-0015404,2022-08-01,2022,8,Dubai Marina,1,Apartment,82743,6895,12,Quarterly,False,India
RERA-2022-0015405,2022-02-06,2022,2,Discovery Gardens,1,Apartment,39113,3259,12,Bi-annual,False,UK
RERA-2022-0015406,2022-03-14,2022,3,JLT,0,Apartment,40224,3352,12,Annual,True,Egypt
RERA-2022-0015407,2022-05-13,2022,5,Town Square,2,Apartment,66442,5537,12,Bi-annual,False,Other
RERA-2022-0015408,2022-10-09,2022,10,Dubai Marina,2,Apartment,145421,12118,12,Annual,True,Pakistan
RERA-2022-0015409,2022-05-20,2022,5,Bur Dubai,2,Apartment,63206,5267,12,Monthly,True,Other
RERA-2022-0015410,2022-08-25,2022,8,Deira,2,Apartment,61551,5129,12,Quarterly,True,India
RERA-2022-0015411,2022-08-10,2022,8,Town Square,1,Apartment,44505,3709,12,Annual,True,Other
RERA-2022-0015412,2022-04-19,2022,4,Deira,2,Apartment,59199,4933,12,Bi-annual,True,UK
RERA-2022-0015413,2022-07-06,2022,7,Palm Jumeirah,4,Villa,448636,37386,12,Bi-annual,True,Philippines
RERA-2022-0015414,2022-09-25,2022,9,International City,3,Apartment,62654,5221,12,Bi-annual,False,Pakistan
RERA-2022-0015415,2022-09-18,2022,9,Business Bay,2,Apartment,123488,10291,12,Monthly,False,Pakistan
RERA-2022-0015416,2022-09-18,2022,9,Discovery Gardens,0,Apartment,19983,1665,12,Bi-annual,False,Other
RERA-2022-0015417,2022-06-18,2022,6,International City,1,Apartment,29494,2458,6,Bi-annual,True,UK
RERA-2022-0015418,2022-01-10,2022,1,DIFC,2,Apartment,143676,11973,24,Annual,False,Pakistan
RERA-2022-0015419,2022-11-01,2022,11,Downtown Dubai,3,Apartment,281888,23491,6,Bi-annual,True,Egypt
RERA-2022-0015420,2022-12-26,2022,12,International City,4,Villa,107264,8939,12,Monthly,False,Pakistan
RERA-2022-0015421,2022-07-04,2022,7,Bur Dubai,2,Apartment,63867,5322,12,Quarterly,False,India
RERA-2022-0015422,2022-12-05,2022,12,Downtown Dubai,4,Villa,340424,28369,12,Bi-annual,True,Other
RERA-2022-0015423,2022-12-10,2022,12,Dubai Marina,2,Apartment,150683,12557,12,Quarterly,False,India
RERA-2022-0015424,2022-09-02,2022,9,Deira,2,Apartment,55400,4617,12,Quarterly,False,Other
RERA-2022-0015425,2022-08-12,2022,8,Discovery Gardens,3,Apartment,82026,6836,12,Annual,True,Other
RERA-2022-0015426,2022-01-21,2022,1,Palm Jumeirah,3,Apartment,305822,25485,12,Annual,False,Pakistan
RERA-2022-0015427,2022-11-06,2022,11,Bur Dubai,1,Apartment,56106,4676,24,Annual,True,UAE
RERA-2022-0015428,2022-10-11,2022,10,Bur Dubai,1,Apartment,49001,4083,12,Monthly,True,Other
RERA-2022-0015429,2022-03-02,2022,3,Discovery Gardens,1,Apartment,35902,2992,12,Quarterly,True,UK
RERA-2022-0015430,2022-07-20,2022,7,Discovery Gardens,3,Apartment,69717,5810,24,Annual,False,India
RERA-2022-0015431,2022-04-11,2022,4,Mirdif,3,Apartment,102301,8525,12,Annual,False,UAE
RERA-2022-0015432,2022-05-21,2022,5,Bur Dubai,1,Apartment,58195,4850,6,Annual,False,Other
RERA-2022-0015433,2022-06-29,2022,6,Al Barsha,1,Apartment,63130,5261,12,Annual,True,UAE
RERA-2022-0015434,2022-05-20,2022,5,Mirdif,3,Apartment,117061,9755,12,Quarterly,False,UAE
RERA-2022-0015435,2022-03-20,2022,3,International City,1,Apartment,34726,2894,12,Quarterly,False,Pakistan
RERA-2022-0015436,2022-03-28,2022,3,Palm Jumeirah,3,Apartment,312966,26080,6,Quarterly,True,Pakistan
RERA-2022-0015437,2022-07-12,2022,7,JVC,0,Apartment,38642,3220,12,Quarterly,True,Pakistan
RERA-2022-0015438,2022-10-06,2022,10,Business Bay,2,Apartment,129747,10812,12,Annual,False,India
RERA-2022-0015439,2022-08-30,2022,8,JLT,4,Villa,187766,15647,12,Monthly,True,UAE
RERA-2022-0015440,2022-11-16,2022,11,DIFC,2,Apartment,149788,12482,24,Annual,True,UAE
RERA-2022-0015441,2022-12-08,2022,12,Dubai Hills Estate,2,Apartment,149857,12488,12,Annual,True,Other
RERA-2022-0015442,2022-08-08,2022,8,Al Barsha,1,Apartment,64835,5403,24,Bi-annual,False,Other
RERA-2022-0015443,2022-01-07,2022,1,Mirdif,1,Apartment,60911,5076,12,Annual,True,India
RERA-2022-0015444,2022-06-29,2022,6,DIFC,4,Villa,353382,29448,24,Bi-annual,False,India
RERA-2022-0015445,2022-10-14,2022,10,Town Square,1,Apartment,55743,4645,12,Bi-annual,False,India
RERA-2022-0015446,2022-09-08,2022,9,JVC,2,Apartment,71300,5942,12,Annual,True,UK
RERA-2022-0015447,2022-04-23,2022,4,JLT,2,Apartment,86467,7206,12,Annual,False,India
RERA-2022-0015448,2022-07-25,2022,7,Discovery Gardens,3,Apartment,63273,5273,12,Annual,False,UK
RERA-2022-0015449,2022-09-23,2022,9,Deira,1,Apartment,39785,3315,12,Annual,False,India
RERA-2022-0015450,2022-02-20,2022,2,Town Square,1,Apartment,54937,4578,12,Bi-annual,False,UAE
RERA-2022-0015451,2022-07-15,2022,7,Al Barsha,1,Apartment,52360,4363,12,Annual,True,Other
RERA-2022-0015452,2022-12-26,2022,12,Dubai Hills Estate,2,Apartment,135496,11291,12,Bi-annual,False,Other
RERA-2022-0015453,2022-04-13,2022,4,Downtown Dubai,1,Apartment,107127,8927,24,Quarterly,False,Other
RERA-2022-0015454,2022-07-05,2022,7,Bur Dubai,2,Apartment,74579,6215,12,Quarterly,False,Other
RERA-2022-0015455,2022-05-24,2022,5,Dubai Hills Estate,2,Apartment,169424,14119,12,Quarterly,True,UAE
RERA-2022-0015456,2022-06-18,2022,6,DIFC,3,Apartment,230866,19239,12,Annual,True,Egypt
RERA-2022-0015457,2022-05-30,2022,5,JLT,1,Apartment,54574,4548,12,Quarterly,False,India
RERA-2022-0015458,2022-08-08,2022,8,Bur Dubai,1,Apartment,52137,4345,12,Annual,False,India
RERA-2022-0015459,2022-06-12,2022,6,International City,4,Villa,98922,8244,12,Annual,False,Egypt
RERA-2022-0015460,2022-03-05,2022,3,JVC,3,Apartment,103048,8587,12,Quarterly,True,Other
RERA-2022-0015461,2022-10-05,2022,10,JVC,2,Apartment,72962,6080,24,Annual,True,India
RERA-2022-0015462,2022-08-25,2022,8,Bur Dubai,3,Apartment,93577,7798,12,Annual,False,India
RERA-2022-0015463,2022-02-26,2022,2,Al Barsha,3,Apartment,125770,10481,12,Monthly,False,Other
RERA-2022-0015464,2022-04-25,2022,4,Town Square,1,Apartment,39424,3285,12,Monthly,True,Other
RERA-2022-0015465,2022-07-01,2022,7,JLT,2,Apartment,84120,7010,12,Bi-annual,False,Philippines
RERA-2022-0015466,2022-04-29,2022,4,Bur Dubai,2,Apartment,76656,6388,24,Bi-annual,True,India
RERA-2022-0015467,2022-10-26,2022,10,International City,1,Apartment,25541,2128,6,Annual,False,Other
RERA-2022-0015468,2022-07-04,2022,7,Town Square,2,Apartment,63024,5252,12,Quarterly,True,UAE
RERA-2022-0015469,2022-01-10,2022,1,JLT,0,Apartment,49656,4138,12,Annual,True,Pakistan
RERA-2022-0015470,2022-02-08,2022,2,JVC,1,Apartment,55964,4664,12,Annual,True,Other
RERA-2022-0015471,2022-02-15,2022,2,Al Barsha,2,Apartment,99080,8257,12,Annual,False,Other
RERA-2022-0015472,2022-07-03,2022,7,JLT,2,Apartment,89470,7456,12,Annual,False,Philippines
RERA-2022-0015473,2022-02-19,2022,2,Town Square,4,Villa,125405,10450,12,Annual,False,Other
RERA-2022-0015474,2022-11-18,2022,11,Business Bay,2,Apartment,129678,10806,12,Bi-annual,False,UAE
RERA-2022-0015475,2022-04-19,2022,4,Dubai Hills Estate,3,Apartment,207137,17261,12,Bi-annual,False,Egypt
RERA-2022-0015476,2022-05-18,2022,5,Dubai Marina,2,Apartment,164829,13736,12,Bi-annual,True,Other
RERA-2022-0015477,2022-03-03,2022,3,JVC,0,Apartment,33236,2770,12,Quarterly,True,UAE
RERA-2022-0015478,2022-04-21,2022,4,Downtown Dubai,1,Apartment,85754,7146,12,Annual,True,Other
RERA-2022-0015479,2022-05-01,2022,5,International City,1,Apartment,29863,2489,12,Bi-annual,True,UAE
RERA-2022-0015480,2022-03-16,2022,3,Business Bay,2,Apartment,127491,10624,12,Annual,True,Other
RERA-2022-0015481,2022-05-18,2022,5,Business Bay,1,Apartment,83545,6962,24,Quarterly,True,Other
RERA-2022-0015482,2022-10-26,2022,10,Downtown Dubai,3,Apartment,264815,22068,12,Annual,False,Other
RERA-2022-0015483,2022-10-26,2022,10,Palm Jumeirah,1,Apartment,142842,11904,12,Annual,True,Pakistan
RERA-2022-0015484,2022-12-14,2022,12,Palm Jumeirah,1,Apartment,129149,10762,24,Annual,False,Philippines
RERA-2022-0015485,2022-05-06,2022,5,Al Barsha,3,Apartment,160046,13337,12,Annual,False,Other
RERA-2022-0015486,2022-04-24,2022,4,Town Square,3,Apartment,100096,8341,12,Monthly,True,UAE
RERA-2022-0015487,2022-05-01,2022,5,Dubai Hills Estate,2,Apartment,146834,12236,12,Quarterly,True,Philippines
RERA-2022-0015488,2022-09-16,2022,9,International City,3,Apartment,80347,6696,12,Bi-annual,True,Other
RERA-2022-0015489,2022-02-26,2022,2,Dubai Hills Estate,3,Apartment,203312,16943,12,Monthly,True,Pakistan
RERA-2022-0015490,2022-02-27,2022,2,Palm Jumeirah,2,Apartment,257857,21488,12,Annual,True,Other
RERA-2022-0015491,2022-01-09,2022,1,Mirdif,1,Apartment,51259,4272,6,Quarterly,True,Egypt
RERA-2022-0015492,2022-06-18,2022,6,Dubai Marina,3,Apartment,219615,18301,12,Annual,False,India
RERA-2022-0015493,2022-03-22,2022,3,Al Barsha,2,Apartment,87241,7270,6,Annual,True,Pakistan
RERA-2022-0015494,2022-08-04,2022,8,JVC,1,Apartment,49370,4114,12,Annual,False,Pakistan
RERA-2022-0015495,2022-06-03,2022,6,DIFC,3,Apartment,254090,21174,12,Bi-annual,True,Pakistan
RERA-2022-0015496,2022-06-13,2022,6,Bur Dubai,3,Apartment,100156,8346,12,Bi-annual,True,UAE
RERA-2022-0015497,2022-05-13,2022,5,Town Square,2,Apartment,81616,6801,6,Monthly,False,UAE
RERA-2022-0015498,2022-10-26,2022,10,JVC,1,Apartment,39158,3263,12,Quarterly,True,Other
RERA-2022-0015499,2022-09-28,2022,9,Mirdif,1,Apartment,44737,3728,6,Quarterly,False,UAE
RERA-2022-0015500,2022-04-16,2022,4,Downtown Dubai,2,Apartment,178089,14841,12,Quarterly,True,Other
RERA-2022-0015501,2022-07-05,2022,7,International City,2,Apartment,45798,3816,12,Annual,False,Pakistan
RERA-2022-0015502,2022-10-09,2022,10,Deira,3,Apartment,100660,8388,6,Bi-annual,False,Other
RERA-2022-0015503,2022-07-16,2022,7,Town Square,2,Apartment,81910,6826,12,Bi-annual,False,India
RERA-2022-0015504,2022-06-26,2022,6,Deira,3,Apartment,77176,6431,12,Bi-annual,False,Philippines
RERA-2022-0015505,2022-01-05,2022,1,Al Barsha,2,Apartment,99484,8290,12,Annual,True,UAE
RERA-2022-0015506,2022-05-15,2022,5,Downtown Dubai,3,Apartment,252769,21064,12,Bi-annual,True,Pakistan
RERA-2022-0015507,2022-02-04,2022,2,Al Barsha,0,Apartment,46688,3891,12,Annual,False,UAE
RERA-2022-0015508,2022-06-09,2022,6,DIFC,3,Apartment,313709,26142,12,Monthly,False,India
RERA-2022-0015509,2022-05-27,2022,5,Downtown Dubai,2,Apartment,126723,10560,24,Annual,False,UAE
RERA-2022-0015510,2022-02-01,2022,2,International City,3,Apartment,56131,4678,24,Annual,False,Other
RERA-2022-0015511,2022-06-06,2022,6,Business Bay,2,Apartment,100627,8386,12,Monthly,False,India
RERA-2022-0015512,2022-02-27,2022,2,Downtown Dubai,1,Apartment,90294,7524,12,Annual,False,UK
RERA-2022-0015513,2022-01-06,2022,1,Dubai Hills Estate,1,Apartment,113879,9490,12,Bi-annual,False,Other
RERA-2022-0015514,2022-05-31,2022,5,Bur Dubai,3,Apartment,91932,7661,24,Monthly,False,Other
RERA-2022-0015515,2022-08-26,2022,8,Al Barsha,3,Apartment,138942,11578,12,Annual,False,Other
RERA-2022-0015516,2022-11-24,2022,11,Dubai Marina,2,Apartment,141005,11750,12,Annual,False,Philippines
RERA-2022-0015517,2022-02-24,2022,2,Business Bay,3,Apartment,218205,18184,24,Quarterly,True,UAE
RERA-2022-0015518,2022-05-28,2022,5,Al Barsha,1,Apartment,64445,5370,12,Bi-annual,False,Other
RERA-2022-0015519,2022-05-11,2022,5,Business Bay,2,Apartment,140548,11712,12,Monthly,False,Other
RERA-2022-0015520,2022-11-13,2022,11,JLT,4,Villa,178723,14894,12,Bi-annual,True,Pakistan
RERA-2022-0015521,2022-05-13,2022,5,Deira,3,Apartment,85900,7158,12,Bi-annual,False,India
RERA-2022-0015522,2022-07-03,2022,7,DIFC,2,Apartment,148253,12354,24,Bi-annual,False,Other
RERA-2022-0015523,2022-02-18,2022,2,JLT,2,Apartment,86951,7246,24,Annual,True,UK
RERA-2022-0015524,2022-10-24,2022,10,Palm Jumeirah,2,Apartment,207506,17292,24,Monthly,False,Egypt
RERA-2022-0015525,2022-06-07,2022,6,Deira,1,Apartment,39639,3303,24,Annual,True,UK
RERA-2022-0015526,2022-12-04,2022,12,Discovery Gardens,3,Apartment,66770,5564,12,Bi-annual,True,UAE
RERA-2022-0015527,2022-04-25,2022,4,Downtown Dubai,3,Apartment,265281,22107,12,Bi-annual,False,India
RERA-2022-0015528,2022-09-06,2022,9,Discovery Gardens,2,Apartment,52280,4357,24,Bi-annual,True,Other
RERA-2022-0015529,2022-03-07,2022,3,Mirdif,2,Apartment,67026,5586,12,Bi-annual,False,Other
RERA-2022-0015530,2022-07-20,2022,7,Al Barsha,1,Apartment,54126,4510,12,Bi-annual,False,India
RERA-2022-0015531,2022-08-18,2022,8,Dubai Hills Estate,3,Apartment,232134,19344,12,Quarterly,False,Philippines
RERA-2022-0015532,2022-03-29,2022,3,Al Barsha,1,Apartment,59728,4977,12,Monthly,False,Other
RERA-2022-0015533,2022-09-29,2022,9,Downtown Dubai,1,Apartment,107315,8943,12,Monthly,True,India
RERA-2022-0015534,2022-03-26,2022,3,Discovery Gardens,2,Apartment,50983,4249,24,Quarterly,True,Pakistan
RERA-2022-0015535,2022-05-30,2022,5,Dubai Hills Estate,1,Apartment,95498,7958,12,Annual,False,Other
RERA-2022-0015536,2022-05-14,2022,5,JVC,0,Apartment,39533,3294,12,Monthly,False,Other
RERA-2022-0015537,2022-10-17,2022,10,Palm Jumeirah,1,Apartment,158188,13182,12,Annual,False,Other
RERA-2022-0015538,2022-04-24,2022,4,Palm Jumeirah,1,Apartment,124072,10339,12,Annual,False,India
RERA-2022-0015539,2022-07-10,2022,7,Deira,3,Apartment,89363,7447,12,Monthly,True,India
RERA-2022-0015540,2022-05-06,2022,5,Deira,2,Apartment,61067,5089,12,Annual,False,UAE
RERA-2022-0015541,2022-01-13,2022,1,Dubai Marina,2,Apartment,145658,12138,6,Annual,True,Other
RERA-2022-0015542,2022-01-20,2022,1,Dubai Hills Estate,1,Apartment,120988,10082,12,Bi-annual,True,India
RERA-2022-0015543,2022-07-09,2022,7,Dubai Marina,3,Apartment,182256,15188,24,Bi-annual,False,Other
RERA-2022-0015544,2022-01-10,2022,1,JVC,1,Apartment,55305,4609,12,Annual,False,Egypt
RERA-2022-0015545,2022-06-28,2022,6,JLT,1,Apartment,67318,5610,12,Monthly,False,Other
RERA-2022-0015546,2022-06-06,2022,6,Dubai Hills Estate,2,Apartment,152382,12698,24,Quarterly,False,Philippines
RERA-2022-0015547,2022-03-08,2022,3,Mirdif,1,Apartment,51044,4254,12,Quarterly,False,India
RERA-2022-0015548,2022-01-13,2022,1,Downtown Dubai,2,Apartment,149729,12477,24,Annual,True,UAE
RERA-2022-0015549,2022-04-14,2022,4,Mirdif,4,Villa,176277,14690,12,Annual,True,UK
RERA-2022-0015550,2022-04-19,2022,4,Dubai Marina,3,Apartment,204715,17060,12,Bi-annual,False,UAE
RERA-2022-0015551,2022-09-24,2022,9,Dubai Hills Estate,0,Apartment,70991,5916,12,Bi-annual,True,India
RERA-2022-0015552,2022-01-03,2022,1,Business Bay,3,Apartment,204842,17070,24,Annual,False,UAE
RERA-2022-0015553,2022-01-07,2022,1,JVC,2,Apartment,75643,6304,24,Quarterly,False,Other
RERA-2022-0015554,2022-02-06,2022,2,Dubai Marina,1,Apartment,87606,7300,24,Monthly,False,India
RERA-2022-0015555,2022-03-03,2022,3,Deira,2,Apartment,72208,6017,12,Annual,False,Other
RERA-2022-0015556,2022-06-30,2022,6,Discovery Gardens,2,Apartment,50388,4199,12,Bi-annual,True,Other
RERA-2022-0015557,2022-04-04,2022,4,Town Square,2,Apartment,93105,7759,12,Annual,False,Pakistan
RERA-2022-0015558,2022-01-12,2022,1,JVC,2,Apartment,82354,6863,12,Annual,False,Other
RERA-2022-0015559,2022-01-25,2022,1,Town Square,2,Apartment,65012,5418,12,Bi-annual,True,Egypt
RERA-2022-0015560,2022-06-17,2022,6,Mirdif,0,Apartment,42519,3543,12,Annual,True,Other
RERA-2022-0015561,2022-03-02,2022,3,Town Square,2,Apartment,77496,6458,12,Quarterly,True,India
RERA-2022-0015562,2022-12-09,2022,12,JLT,3,Apartment,149438,12453,12,Annual,True,Egypt
RERA-2022-0015563,2022-10-19,2022,10,Downtown Dubai,2,Apartment,138628,11552,12,Bi-annual,False,UK
RERA-2022-0015564,2022-08-20,2022,8,International City,3,Apartment,56092,4674,12,Bi-annual,True,India
RERA-2022-0015565,2022-07-04,2022,7,JVC,1,Apartment,56441,4703,24,Bi-annual,True,India
RERA-2022-0015566,2022-11-21,2022,11,International City,1,Apartment,31196,2600,24,Annual,False,Other
RERA-2022-0015567,2022-08-01,2022,8,Mirdif,0,Apartment,40683,3390,12,Bi-annual,False,Other
RERA-2022-0015568,2022-04-19,2022,4,Dubai Hills Estate,3,Apartment,246618,20552,6,Bi-annual,True,Other
RERA-2022-0015569,2022-06-19,2022,6,Bur Dubai,2,Apartment,73522,6127,24,Bi-annual,False,Pakistan
RERA-2022-0015570,2022-02-15,2022,2,Business Bay,2,Apartment,98394,8200,12,Quarterly,True,India
RERA-2022-0015571,2022-02-11,2022,2,Business Bay,3,Apartment,153911,12826,12,Bi-annual,True,UAE
RERA-2022-0015572,2022-06-06,2022,6,Palm Jumeirah,1,Apartment,157954,13163,12,Annual,True,Other
RERA-2022-0015573,2022-08-25,2022,8,Deira,0,Apartment,33422,2785,12,Quarterly,False,UAE
RERA-2022-0015574,2022-11-14,2022,11,Mirdif,3,Apartment,90408,7534,12,Annual,True,Pakistan
RERA-2022-0015575,2022-01-02,2022,1,International City,2,Apartment,46648,3887,12,Annual,True,India
RERA-2022-0015576,2022-01-24,2022,1,Mirdif,2,Apartment,94023,7835,6,Bi-annual,False,Other
RERA-2022-0015577,2022-08-30,2022,8,Bur Dubai,2,Apartment,89425,7452,12,Annual,False,Other
RERA-2022-0015578,2022-02-13,2022,2,JVC,0,Apartment,34783,2899,12,Bi-annual,False,India
RERA-2022-0015579,2022-05-21,2022,5,JLT,2,Apartment,95444,7954,24,Bi-annual,True,India
RERA-2022-0015580,2022-04-04,2022,4,Mirdif,1,Apartment,61515,5126,24,Annual,False,UK
RERA-2022-0015581,2022-09-05,2022,9,Bur Dubai,1,Apartment,55523,4627,12,Bi-annual,True,UAE
RERA-2022-0015582,2022-11-13,2022,11,Bur Dubai,0,Apartment,37723,3144,12,Quarterly,False,Egypt
RERA-2022-0015583,2022-04-29,2022,4,DIFC,4,Villa,379343,31612,12,Monthly,False,UAE
RERA-2022-0015584,2022-09-20,2022,9,JLT,0,Apartment,45980,3832,6,Bi-annual,True,Philippines
RERA-2022-0015585,2022-03-14,2022,3,Mirdif,3,Apartment,124842,10404,12,Bi-annual,True,India
RERA-2022-0015586,2022-12-08,2022,12,Discovery Gardens,1,Apartment,33955,2830,12,Bi-annual,False,Other
RERA-2022-0015587,2022-09-23,2022,9,DIFC,1,Apartment,125423,10452,12,Bi-annual,False,Other
RERA-2022-0015588,2022-11-26,2022,11,Dubai Hills Estate,0,Apartment,70323,5860,12,Bi-annual,False,Pakistan
RERA-2022-0015589,2022-08-10,2022,8,Al Barsha,3,Apartment,186042,15504,12,Bi-annual,True,UAE
RERA-2022-0015590,2022-06-19,2022,6,Town Square,2,Apartment,76653,6388,12,Monthly,True,Other
RERA-2022-0015591,2022-10-06,2022,10,Deira,1,Apartment,37143,3095,24,Bi-annual,False,UK
RERA-2022-0015592,2022-10-09,2022,10,Discovery Gardens,4,Villa,97262,8105,12,Bi-annual,False,India
RERA-2022-0015593,2022-09-01,2022,9,International City,2,Apartment,37837,3153,12,Bi-annual,False,Other
RERA-2022-0015594,2022-01-15,2022,1,Mirdif,3,Apartment,116598,9716,12,Annual,False,UAE
RERA-2022-0015595,2022-01-01,2022,1,Dubai Hills Estate,1,Apartment,121045,10087,12,Bi-annual,True,UAE
RERA-2022-0015596,2022-01-27,2022,1,Palm Jumeirah,4,Villa,407244,33937,12,Bi-annual,True,Other
RERA-2022-0015597,2022-07-27,2022,7,Al Barsha,3,Apartment,148879,12407,24,Quarterly,False,Other
RERA-2022-0015598,2022-08-08,2022,8,Downtown Dubai,2,Apartment,194060,16172,12,Annual,True,Egypt
RERA-2022-0015599,2022-11-22,2022,11,Bur Dubai,2,Apartment,69347,5779,12,Annual,False,UAE
RERA-2022-0015600,2022-11-25,2022,11,International City,1,Apartment,30148,2512,24,Quarterly,True,Other
RERA-2022-0015601,2022-08-09,2022,8,JLT,2,Apartment,91025,7585,12,Bi-annual,True,India
RERA-2022-0015602,2022-08-11,2022,8,Town Square,1,Apartment,58460,4872,12,Bi-annual,False,UAE
RERA-2022-0015603,2022-11-16,2022,11,Dubai Hills Estate,3,Apartment,247695,20641,12,Annual,True,India
RERA-2022-0015604,2022-05-09,2022,5,International City,0,Apartment,19137,1595,12,Annual,False,Philippines
RERA-2022-0015605,2022-12-28,2022,12,Dubai Hills Estate,1,Apartment,100535,8378,12,Annual,False,India
RERA-2022-0015606,2022-04-21,2022,4,DIFC,4,Villa,511404,42617,12,Annual,True,India
RERA-2022-0015607,2022-07-03,2022,7,DIFC,1,Apartment,123317,10276,6,Bi-annual,False,Other
RERA-2022-0015608,2022-02-23,2022,2,Downtown Dubai,0,Apartment,57271,4773,12,Monthly,False,UAE
RERA-2022-0015609,2022-10-08,2022,10,Deira,1,Apartment,30910,2576,24,Annual,False,India
RERA-2022-0015610,2022-09-17,2022,9,Town Square,3,Apartment,107648,8971,12,Bi-annual,False,Other
RERA-2022-0015611,2022-05-19,2022,5,Downtown Dubai,2,Apartment,155434,12953,12,Quarterly,True,Pakistan
RERA-2022-0015612,2022-02-18,2022,2,DIFC,0,Apartment,69325,5777,6,Annual,True,India
RERA-2022-0015613,2022-12-15,2022,12,Mirdif,0,Apartment,39403,3284,12,Annual,True,Philippines
RERA-2022-0015614,2022-11-01,2022,11,DIFC,2,Apartment,254265,21189,12,Annual,False,Pakistan
RERA-2022-0015615,2022-05-20,2022,5,International City,2,Apartment,50022,4168,24,Annual,True,Other
RERA-2022-0015616,2022-01-07,2022,1,Downtown Dubai,2,Apartment,165473,13789,12,Bi-annual,False,Other
RERA-2022-0015617,2022-07-01,2022,7,Business Bay,1,Apartment,79967,6664,12,Bi-annual,True,UAE
RERA-2022-0015618,2022-08-24,2022,8,Town Square,0,Apartment,31004,2584,12,Annual,False,Other
RERA-2022-0015619,2022-06-07,2022,6,Al Barsha,2,Apartment,104803,8734,12,Annual,False,India
RERA-2022-0015620,2022-06-29,2022,6,Business Bay,0,Apartment,62663,5222,12,Annual,False,Egypt
RERA-2022-0015621,2022-05-12,2022,5,Bur Dubai,2,Apartment,74816,6235,6,Quarterly,True,Philippines
RERA-2022-0015622,2022-09-07,2022,9,Palm Jumeirah,3,Apartment,367269,30606,24,Quarterly,False,Philippines
RERA-2022-0015623,2022-02-18,2022,2,Discovery Gardens,1,Apartment,27486,2290,12,Quarterly,True,Philippines
RERA-2022-0015624,2022-08-30,2022,8,Deira,1,Apartment,48506,4042,12,Bi-annual,False,Egypt
RERA-2022-0015625,2022-09-04,2022,9,Discovery Gardens,2,Apartment,62003,5167,12,Annual,False,Other
RERA-2022-0015626,2022-07-18,2022,7,Downtown Dubai,4,Villa,419497,34958,12,Annual,True,UAE
RERA-2022-0015627,2022-12-01,2022,12,Dubai Hills Estate,2,Apartment,132231,11019,12,Annual,True,Pakistan
RERA-2022-0015628,2022-04-13,2022,4,Dubai Marina,2,Apartment,150359,12530,12,Quarterly,True,Pakistan
RERA-2022-0015629,2022-12-12,2022,12,Al Barsha,2,Apartment,99428,8286,12,Annual,True,Pakistan
RERA-2022-0015630,2022-04-09,2022,4,Discovery Gardens,3,Apartment,69957,5830,12,Quarterly,False,UK
RERA-2022-0015631,2022-02-22,2022,2,Deira,2,Apartment,61985,5165,12,Annual,True,India
RERA-2022-0015632,2022-12-03,2022,12,Dubai Hills Estate,1,Apartment,99958,8330,24,Bi-annual,False,India
RERA-2022-0015633,2022-01-03,2022,1,Mirdif,3,Apartment,125118,10426,12,Quarterly,True,UK
RERA-2022-0015634,2022-03-06,2022,3,Al Barsha,3,Apartment,131680,10973,12,Monthly,False,UAE
RERA-2022-0015635,2022-12-08,2022,12,Palm Jumeirah,4,Villa,535157,44596,24,Monthly,False,UK
RERA-2022-0015636,2022-06-08,2022,6,Al Barsha,1,Apartment,71724,5977,12,Annual,False,India
RERA-2022-0015637,2022-02-28,2022,2,Town Square,3,Apartment,116087,9674,12,Annual,True,India
