plot_id,plot_number,area_name,plot_area_sqft,zoning,ownership_type,registration_date,last_transfer_date,market_value_aed,is_mortgaged,developer_id
PLOT-004542,103-E,Dubai Land,89421,Industrial,Leasehold,2013-10-13,2015-04-20,300150740,True,DEV-0132
PLOT-004543,3329-D,Business Bay,160122,Commercial,Freehold,2022-11-14,2022-10-01,172335733,False,DEV-0006
PLOT-004544,8213-B,Al Quoz,288413,Commercial,Leasehold,2012-06-02,2020-08-16,229047856,True,DEV-0118
PLOT-004545,1309-D,Bur Dubai,184617,Residential,Government,2017-12-06,2023-08-27,241687097,False,DEV-0124
PLOT-004546,5164-C,International City,458909,Residential,Freehold,2019-05-23,2018-10-26,169169054,False,DEV-0105
PLOT-004547,4679-B,Emaar Beachfront,436819,Commercial,Freehold,2019-02-27,2016-12-11,267825095,False,DEV-0094
PLOT-004548,8983-B,Al Karama,326728,Industrial,Freehold,2014-10-11,2019-12-10,280387528,True,DEV-0110
PLOT-004549,9654-D,Town Square,248469,Mixed,Leasehold,2015-01-20,2019-05-02,86542675,True,DEV-0189
PLOT-004550,6062-D,Al Furjan,419925,Residential,Leasehold,2017-03-18,2021-06-09,343354321,False,DEV-0079
PLOT-004551,3184-E,Dubai Hills Estate,487523,Commercial,Leasehold,2009-09-27,2018-12-20,131957375,True,DEV-0179
PLOT-004552,7578-B,Dubai Hills Estate,229937,Commercial,Leasehold,2018-03-26,2024-12-04,234287291,True,DEV-0110
PLOT-004553,2082-E,Sports City,418633,Residential,Freehold,2012-05-09,2018-07-28,336190130,False,DEV-0153
PLOT-004554,5812-D,Dubai Creek Harbour,455096,Commercial,Freehold,2005-07-29,2015-03-14,279616832,True,DEV-0086
PLOT-004555,3926-D,Dubailand,107344,Mixed,Leasehold,2011-03-29,2016-08-07,228062223,False,DEV-0173
PLOT-004556,8090-E,Business Bay,67374,Mixed,Freehold,2020-01-03,2022-06-05,81401139,True,DEV-0119
PLOT-004557,7830-C,Al Karama,62069,Mixed,Government,2023-12-22,2024-03-25,434863252,False,DEV-0146
PLOT-004558,3332-C,Jumeirah,128545,Commercial,Freehold,2019-09-03,2022-11-03,108944335,True,DEV-0135
PLOT-004559,3359-E,Discovery Gardens,148358,Residential,Freehold,2004-11-30,2023-03-02,143299774,True,DEV-0139
PLOT-004560,9682-D,DIFC,107063,Mixed,Freehold,2020-05-26,2024-07-12,346857984,False,DEV-0185
PLOT-004561,2666-A,Al Twar,164515,Mixed,Freehold,2010-08-18,2020-12-11,142722164,True,DEV-0076
PLOT-004562,2253-A,Deira,428626,Mixed,Freehold,2016-12-25,2023-09-04,6231685,False,DEV-0025
PLOT-004563,7589-B,Al Barsha,483717,Commercial,Freehold,2007-01-01,2020-05-15,393480444,False,DEV-0180
PLOT-004564,3474-A,International City,343386,Green,Government,2018-06-03,2020-07-08,30496246,True,DEV-0033
PLOT-004565,6735-C,Muhaisnah,212886,Commercial,Leasehold,2007-01-10,2023-06-16,145881821,True,DEV-0045
PLOT-004566,4707-A,Mirdif,28375,Residential,Government,2023-11-05,2015-03-19,335739253,True,DEV-0177
PLOT-004567,5447-C,Al Mizhar,279246,Mixed,Government,2013-09-14,2024-09-14,318569861,False,DEV-0008
PLOT-004568,6075-C,Arabian Ranches,55340,Commercial,Government,2022-09-12,2017-01-30,257259253,True,DEV-0177
PLOT-004569,9448-D,Al Karama,30538,Mixed,Government,2016-07-05,2020-12-25,456967918,False,DEV-0091
PLOT-004570,7520-C,Dubailand,147440,Commercial,Government,2023-05-05,2015-03-15,199044969,False,DEV-0060
PLOT-004571,6769-C,Sports City,103016,Commercial,Government,2011-10-02,2021-07-01,413275566,False,DEV-0081
PLOT-004572,820-C,Town Square,317525,Industrial,Freehold,2008-11-25,2017-04-06,199097893,False,DEV-0028
PLOT-004573,1629-A,Dubai Investment Park,117932,Commercial,Freehold,2002-10-15,2018-07-11,85250374,False,DEV-0066
PLOT-004574,4736-B,Emaar Beachfront,299215,Commercial,Freehold,2006-12-15,2023-08-23,301795974,False,DEV-0094
PLOT-004575,1857-D,Al Twar,391620,Residential,Freehold,2015-04-10,2018-05-04,181426773,True,DEV-0065
PLOT-004576,7299-B,Arabian Ranches,146707,Residential,Leasehold,2007-05-21,2023-10-10,171673899,True,DEV-0135
PLOT-004577,1578-D,JLT,82240,Residential,Leasehold,2011-01-25,2021-08-17,215174439,False,DEV-0049
PLOT-004578,1714-C,DIFC,332219,Residential,Freehold,2007-05-12,2016-05-11,99780820,True,DEV-0062
PLOT-004579,5695-D,Al Karama,172827,Industrial,Freehold,2001-02-18,2019-08-29,96566010,False,DEV-0020
PLOT-004580,8986-D,Nad Al Sheba,260542,Green,Freehold,2002-03-16,2015-05-09,283792534,True,DEV-0180
PLOT-004581,6230-B,Town Square,390145,Residential,Leasehold,2001-04-30,2017-04-30,130067177,False,DEV-0017
PLOT-004582,2407-D,Dubai Marina,258972,Residential,Leasehold,2003-03-06,2024-02-08,310486395,False,DEV-0165
PLOT-004583,1488-A,Dubai Marina,465088,Residential,Freehold,2023-03-22,2019-05-07,229554241,False,DEV-0123
PLOT-004584,6267-E,Ras Al Khor,451160,Residential,Government,2011-07-18,2017-12-07,176406970,False,DEV-0031
PLOT-004585,393-D,Al Barsha,387815,Commercial,Freehold,2020-08-14,2024-11-23,298022915,False,DEV-0189
PLOT-004586,7935-B,Al Twar,496314,Mixed,Leasehold,2010-12-08,2022-08-13,333782744,False,DEV-0100
PLOT-004587,4190-D,Warqa,129536,Mixed,Leasehold,2021-08-10,2018-11-08,256847256,True,DEV-0102
PLOT-004588,8285-C,Dubai South,422479,Commercial,Freehold,2015-02-05,2022-07-29,5395476,False,DEV-0092
PLOT-004589,4252-C,Dubai South,46721,Mixed,Freehold,2009-01-07,2021-11-03,99577348,False,DEV-0179
PLOT-004590,5599-B,International City,113541,Mixed,Leasehold,2008-08-24,2020-02-16,344541786,False,DEV-0106
PLOT-004591,7526-C,Umm Suqeim,7330,Residential,Leasehold,2009-03-11,2021-05-21,109607314,False,DEV-0173
PLOT-004592,2375-C,Ras Al Khor,176966,Commercial,Freehold,2003-07-02,2019-06-07,122426643,False,DEV-0147
PLOT-004593,7459-E,Al Wasl,271054,Green,Leasehold,2006-10-03,2019-07-17,148286075,False,DEV-0199
PLOT-004594,3043-E,Town Square,59429,Industrial,Freehold,2011-01-29,2016-03-06,299683718,True,DEV-0138
PLOT-004595,7063-A,Nad Al Sheba,301063,Commercial,Freehold,2016-01-29,2021-12-01,279059251,False,DEV-0166
PLOT-004596,7045-E,Jebel Ali,160132,Residential,Freehold,2014-10-24,2015-08-07,102617218,True,DEV-0040
PLOT-004597,9954-E,Al Twar,397165,Residential,Leasehold,2003-08-22,2023-03-15,436813748,False,DEV-0088
PLOT-004598,7031-D,Dubai Marina,279576,Commercial,Freehold,2006-12-29,2015-07-28,376841703,False,DEV-0037
PLOT-004599,7738-D,Nad Al Sheba,357211,Commercial,Leasehold,2006-06-09,2018-03-08,252625509,False,DEV-0091
PLOT-004600,6696-D,Emaar Beachfront,239284,Commercial,Freehold,2019-11-18,2018-05-26,141633007,False,DEV-0189
PLOT-004601,4533-B,Downtown Dubai,154204,Industrial,Leasehold,2007-10-19,2017-01-12,289514370,False,DEV-0175
PLOT-004602,4311-A,Dubai Investment Park,427272,Residential,Government,2000-12-10,2024-09-07,238088052,True,DEV-0163
PLOT-004603,3690-E,Umm Suqeim,348075,Residential,Leasehold,2022-09-11,2017-05-08,426419962,False,DEV-0048
PLOT-004604,9408-A,Warqa,24425,Residential,Leasehold,2021-09-01,2018-04-26,248002747,False,DEV-0029
PLOT-004605,2551-C,Palm Jumeirah,358917,Residential,Freehold,2008-06-09,2017-10-12,68446745,True,DEV-0096
PLOT-004606,5427-C,Al Barsha,269651,Residential,Freehold,2003-06-24,2015-11-09,10908790,False,DEV-0115
PLOT-004607,7330-E,Business Bay,116834,Commercial,Freehold,2000-03-05,2020-06-08,286566039,False,DEV-0053
PLOT-004608,6307-C,Al Barsha,304516,Mixed,Freehold,2020-08-13,2024-09-01,1193957,False,DEV-0190
PLOT-004609,3403-C,International City,194142,Industrial,Government,2019-01-05,2023-08-27,48959199,True,DEV-0017
PLOT-004610,4057-A,Muhaisnah,342107,Mixed,Freehold,2006-09-13,2015-07-26,349313133,True,DEV-0106
PLOT-004611,1041-B,Dubai Hills Estate,260781,Residential,Freehold,2020-03-08,2021-02-19,300506716,False,DEV-0158
PLOT-004612,7668-E,Emaar Beachfront,6811,Industrial,Freehold,2022-11-01,2020-11-13,163911541,False,DEV-0179
PLOT-004613,5692-D,JLT,208290,Commercial,Freehold,2010-02-09,2020-01-10,469538645,True,DEV-0008
PLOT-004614,8156-C,Umm Suqeim,42542,Residential,Government,2004-05-11,2022-06-30,155450859,True,DEV-0023
PLOT-004615,6371-D,Discovery Gardens,314027,Residential,Leasehold,2022-09-20,2017-10-08,347594214,False,DEV-0118
PLOT-004616,6487-A,Al Safa,395850,Commercial,Freehold,2001-11-22,2015-05-09,425992144,False,DEV-0057
PLOT-004617,3355-C,Al Quoz,438526,Residential,Leasehold,2014-01-09,2020-01-19,15522250,False,DEV-0191
PLOT-004618,5013-D,Al Qusais,15361,Residential,Government,2006-08-16,2022-06-28,246745303,False,DEV-0142
PLOT-004619,8274-C,Jebel Ali,328594,Commercial,Leasehold,2023-06-09,2021-03-12,21123771,False,DEV-0146
PLOT-004620,9513-C,Al Satwa,271275,Commercial,Leasehold,2010-09-01,2019-11-11,205965853,False,DEV-0064
PLOT-004621,8493-A,Al Wasl,139238,Residential,Freehold,2005-05-15,2021-09-07,155541086,True,DEV-0083
PLOT-004622,878-D,Al Wasl,153837,Residential,Government,2002-01-20,2020-07-16,57994243,False,DEV-0110
PLOT-004623,9862-E,Al Wasl,240095,Mixed,Freehold,2014-11-29,2016-06-06,411188874,False,DEV-0161
PLOT-004624,33-A,Umm Suqeim,58995,Residential,Freehold,2013-11-06,2021-07-30,43173138,False,DEV-0162
PLOT-004625,1561-D,JLT,81384,Residential,Leasehold,2018-05-07,2015-02-17,483009396,False,DEV-0050
PLOT-004626,1554-B,Warqa,446924,Residential,Freehold,2022-12-13,2022-05-24,98122393,True,DEV-0179
PLOT-004627,4977-E,Palm Jumeirah,140787,Mixed,Leasehold,2009-04-22,2022-02-09,75747395,False,DEV-0175
PLOT-004628,2684-E,Bur Dubai,451741,Green,Leasehold,2010-01-16,2021-05-05,403107828,True,DEV-0026
PLOT-004629,9798-A,Bur Dubai,404632,Residential,Freehold,2000-10-25,2022-06-05,471979004,True,DEV-0188
PLOT-004630,8305-E,Emaar Beachfront,234208,Commercial,Freehold,2011-07-06,2023-07-27,344704694,False,DEV-0179
PLOT-004631,7166-C,International City,351356,Industrial,Government,2012-09-18,2017-09-28,378504359,False,DEV-0065
PLOT-004632,2230-D,Al Mizhar,73870,Residential,Freehold,2000-12-26,2015-08-25,285799072,False,DEV-0088
PLOT-004633,6819-E,Al Qusais,302472,Industrial,Leasehold,2011-12-10,2022-06-01,142448578,False,DEV-0128
PLOT-004634,2047-C,Dubai Marina,245919,Commercial,Leasehold,2017-11-20,2023-03-05,371097331,True,DEV-0132
PLOT-004635,2299-C,Umm Suqeim,203396,Industrial,Freehold,2011-07-20,2024-01-11,5564990,False,DEV-0093
PLOT-004636,1328-E,Business Bay,489402,Commercial,Freehold,2000-05-09,2024-11-01,90734060,False,DEV-0034
PLOT-004637,4400-C,Al Satwa,38519,Mixed,Leasehold,2004-11-10,2022-01-20,491474314,False,DEV-0098
PLOT-004638,2289-C,Al Mizhar,158667,Mixed,Leasehold,2005-02-07,2015-12-22,486679868,False,DEV-0017
PLOT-004639,4464-A,Deira,350998,Residential,Freehold,2011-10-30,2016-05-24,352624285,False,DEV-0023
PLOT-004640,4876-E,Dubai Hills Estate,344736,Industrial,Freehold,2010-01-29,2019-12-13,168201958,True,DEV-0024
PLOT-004641,401-B,Al Twar,415280,Mixed,Freehold,2001-06-01,2016-04-13,144042236,False,DEV-0194
PLOT-004642,2574-D,Al Barsha,395781,Commercial,Leasehold,2009-08-01,2020-06-23,427971827,False,DEV-0090
PLOT-004643,3458-D,Al Mizhar,87388,Commercial,Government,2021-07-19,2015-01-29,228642075,False,DEV-0068
PLOT-004644,9522-C,Warqa,375880,Residential,Freehold,2022-03-24,2018-11-04,183165768,False,DEV-0195
PLOT-004645,2751-D,Al Twar,412287,Residential,Freehold,2002-05-17,2021-09-01,408466756,False,DEV-0049
PLOT-004646,3582-C,Motor City,206323,Residential,Freehold,2020-06-12,2017-09-27,127204120,True,DEV-0198
PLOT-004647,4839-C,Dubai Land,329915,Mixed,Freehold,2015-01-10,2020-10-14,203492427,True,DEV-0170
PLOT-004648,1889-E,Al Barsha,39005,Commercial,Leasehold,2012-12-30,2024-03-01,447459671,True,DEV-0139
PLOT-004649,6851-E,Dubailand,100649,Industrial,Leasehold,2007-11-20,2021-10-04,189967185,True,DEV-0022
PLOT-004650,4137-E,Dubai Investment Park,282278,Residential,Freehold,2002-11-15,2019-05-12,231122059,False,DEV-0123
PLOT-004651,5463-E,Motor City,370254,Commercial,Freehold,2005-04-23,2017-09-24,294479241,True,DEV-0180
PLOT-004652,3830-B,Town Square,49789,Residential,Leasehold,2005-06-21,2023-04-05,219830998,False,DEV-0107
PLOT-004653,4247-C,Al Satwa,301574,Commercial,Leasehold,2023-02-14,2015-02-01,230566327,True,DEV-0082
PLOT-004654,7192-B,Bur Dubai,396126,Residential,Leasehold,2021-11-16,2017-12-28,205340598,False,DEV-0092
PLOT-004655,992-B,JLT,378272,Residential,Leasehold,2003-06-23,2020-02-04,475064622,True,DEV-0142
PLOT-004656,1805-A,Umm Suqeim,431087,Commercial,Leasehold,2009-10-13,2019-12-16,16505818,False,DEV-0142
PLOT-004657,1766-D,Discovery Gardens,68294,Commercial,Leasehold,2018-03-11,2020-01-15,108053271,False,DEV-0149
PLOT-004658,7516-C,DIFC,298350,Commercial,Leasehold,2006-06-13,2017-01-19,430585124,False,DEV-0122
PLOT-004659,850-C,JLT,76588,Mixed,Government,2014-08-05,2018-03-08,24161246,False,DEV-0021
PLOT-004660,1301-D,Sports City,378440,Residential,Leasehold,2000-04-24,2024-08-02,101697247,False,DEV-0067
PLOT-004661,1540-D,Ras Al Khor,171621,Green,Freehold,2019-08-08,2015-03-10,141242482,True,DEV-0023
PLOT-004662,2578-B,Deira,335808,Commercial,Leasehold,2009-04-29,2019-10-08,323424570,True,DEV-0126
PLOT-004663,6494-A,Al Qusais,37386,Residential,Government,2013-01-12,2018-08-16,238152768,True,DEV-0013
PLOT-004664,8412-B,Al Quoz,483993,Green,Leasehold,2022-08-07,2019-09-08,166427669,True,DEV-0068
PLOT-004665,8675-B,Al Furjan,138070,Residential,Freehold,2014-08-12,2015-09-28,410091204,True,DEV-0038
PLOT-004666,1567-A,Emaar Beachfront,459101,Mixed,Leasehold,2015-06-24,2024-02-21,133714979,False,DEV-0012
PLOT-004667,2410-B,Downtown Dubai,290791,Commercial,Freehold,2018-06-27,2022-11-10,406654399,False,DEV-0176
PLOT-004668,8628-D,Mirdif,199842,Commercial,Leasehold,2014-04-27,2016-12-06,106782586,False,DEV-0065
PLOT-004669,6354-D,Dubai Marina,123844,Commercial,Leasehold,2016-05-04,2019-09-22,296768368,True,DEV-0112
PLOT-004670,9113-C,Arabian Ranches,276237,Residential,Freehold,2012-02-22,2021-03-09,312296632,False,DEV-0123
PLOT-004671,9317-B,Dubai South,257400,Commercial,Leasehold,2002-12-12,2015-07-07,474249104,False,DEV-0069
PLOT-004672,5785-B,Dubai Land,72296,Residential,Leasehold,2006-06-22,2015-05-06,265279890,False,DEV-0024
PLOT-004673,7331-E,JVC,125245,Commercial,Freehold,2017-07-07,2020-01-24,320685122,False,DEV-0148
PLOT-004674,159-A,Al Furjan,346709,Residential,Leasehold,2004-05-16,2018-01-15,370372538,False,DEV-0040
PLOT-004675,2253-E,Al Furjan,330984,Commercial,Leasehold,2017-08-01,2021-01-04,387819863,False,DEV-0039
PLOT-004676,3442-A,Al Safa,226500,Residential,Freehold,2011-07-12,2015-01-13,238113910,False,DEV-0156
PLOT-004677,5605-D,Dubai Marina,428576,Commercial,Leasehold,2006-02-28,2019-12-18,143629298,False,DEV-0043
PLOT-004678,4686-E,Emaar Beachfront,344384,Mixed,Leasehold,2005-12-13,2018-02-09,395943171,True,DEV-0045
PLOT-004679,6258-B,Arabian Ranches,389776,Commercial,Freehold,2020-04-24,2024-02-26,388394779,False,DEV-0063
PLOT-004680,1921-C,Nad Al Sheba,251285,Residential,Freehold,2009-04-17,2023-01-31,161612549,False,DEV-0052
PLOT-004681,3179-A,Bur Dubai,64579,Residential,Freehold,2020-09-24,2017-12-09,113942497,True,DEV-0046
PLOT-004682,9407-E,Umm Suqeim,380430,Commercial,Freehold,2020-03-01,2024-02-01,300369270,True,DEV-0194
PLOT-004683,8405-D,Muhaisnah,366510,Mixed,Freehold,2014-12-27,2019-03-06,87260099,False,DEV-0019
PLOT-004684,7473-B,Bur Dubai,409402,Industrial,Government,2017-11-12,2023-10-12,26628618,False,DEV-0091
PLOT-004685,8593-C,Emaar Beachfront,282915,Residential,Freehold,2012-08-04,2017-07-11,347686521,True,DEV-0035
PLOT-004686,5252-D,Al Quoz,378862,Residential,Government,2016-06-13,2017-12-08,274119848,False,DEV-0161
PLOT-004687,8425-D,Town Square,156525,Mixed,Government,2012-01-11,2018-05-03,476459428,False,DEV-0168
PLOT-004688,5007-B,International City,171632,Commercial,Freehold,2015-08-28,2017-02-05,220577857,False,DEV-0091
PLOT-004689,2511-B,Motor City,388695,Commercial,Leasehold,2004-11-26,2017-04-18,352160607,False,DEV-0119
PLOT-004690,5548-D,Al Qusais,346316,Mixed,Freehold,2000-11-01,2019-04-13,297966940,False,DEV-0199
PLOT-004691,7645-D,Muhaisnah,202239,Residential,Leasehold,2018-03-22,2023-04-22,201363563,True,DEV-0116
PLOT-004692,6024-D,JVC,413308,Mixed,Freehold,2004-07-07,2020-08-07,112295572,False,DEV-0151
PLOT-004693,5393-C,Dubai Marina,178997,Green,Leasehold,2010-01-25,2023-03-27,356956829,False,DEV-0174
PLOT-004694,6667-E,Al Barsha,418156,Residential,Leasehold,2002-08-30,2017-01-29,262694986,True,DEV-0031
PLOT-004695,7205-E,Discovery Gardens,217682,Residential,Government,2011-06-24,2024-09-17,213842503,True,DEV-0080
PLOT-004696,6046-A,Al Karama,90918,Residential,Freehold,2020-09-03,2018-08-18,250033076,True,DEV-0015
PLOT-004697,2715-E,Business Bay,101736,Residential,Leasehold,2008-06-25,2016-09-09,443258877,False,DEV-0080
PLOT-004698,5089-E,DIFC,292606,Commercial,Government,2014-12-07,2023-11-28,28486612,True,DEV-0132
PLOT-004699,764-E,Motor City,324259,Residential,Leasehold,2015-02-08,2017-04-03,440551712,True,DEV-0109
PLOT-004700,1463-B,Dubai Creek Harbour,377258,Residential,Freehold,2009-08-01,2018-04-24,240564887,False,DEV-0100
PLOT-004701,6789-A,Dubai South,330124,Residential,Freehold,2020-01-16,2020-05-28,374548712,True,DEV-0068
PLOT-004702,6201-D,Jumeirah,34232,Industrial,Freehold,2012-01-30,2024-01-26,238721951,False,DEV-0119
PLOT-004703,4079-D,Al Safa,410707,Commercial,Leasehold,2015-02-27,2015-11-25,496861007,True,DEV-0120
PLOT-004704,5067-B,Discovery Gardens,247205,Residential,Leasehold,2017-07-19,2023-01-09,485034407,True,DEV-0021
PLOT-004705,1227-D,Al Twar,295510,Mixed,Leasehold,2001-04-07,2015-05-13,45113085,False,DEV-0045
PLOT-004706,890-E,Al Satwa,360834,Mixed,Freehold,2001-02-28,2020-10-28,259124583,True,DEV-0077
PLOT-004707,6838-E,Muhaisnah,420699,Industrial,Freehold,2015-07-14,2016-09-12,295421793,True,DEV-0097
PLOT-004708,9107-C,Sports City,323061,Residential,Freehold,2003-09-16,2020-05-05,448686230,False,DEV-0165
PLOT-004709,322-B,Umm Suqeim,18146,Residential,Leasehold,2011-06-30,2021-09-13,356797011,True,DEV-0009
PLOT-004710,9780-A,Warqa,111297,Mixed,Freehold,2019-06-12,2022-01-07,360731446,True,DEV-0156
PLOT-004711,3376-A,Nad Al Sheba,300005,Mixed,Freehold,2009-10-03,2018-01-14,175072021,True,DEV-0129
PLOT-004712,1638-B,Umm Suqeim,378031,Residential,Government,2001-06-13,2020-04-30,76274244,False,DEV-0162
PLOT-004713,4388-B,Muhaisnah,307810,Commercial,Leasehold,2022-05-30,2023-01-14,79501311,False,DEV-0184
PLOT-004714,7837-A,Al Twar,378727,Commercial,Freehold,2013-11-06,2019-04-12,22729388,True,DEV-0055
PLOT-004715,8452-D,Muhaisnah,146378,Commercial,Leasehold,2009-03-07,2022-10-30,404024807,False,DEV-0156
PLOT-004716,8474-D,Nad Al Sheba,373056,Residential,Freehold,2023-08-01,2021-10-17,149109726,False,DEV-0060
PLOT-004717,6737-A,JVC,138950,Commercial,Leasehold,2007-06-09,2017-07-05,62218315,False,DEV-0122
PLOT-004718,6753-C,Dubai South,82509,Commercial,Freehold,2006-05-25,2018-10-08,113060832,False,DEV-0051
PLOT-004719,8784-D,Mirdif,282249,Industrial,Freehold,2011-08-31,2019-11-10,198382892,True,DEV-0093
PLOT-004720,2094-D,Dubai Hills Estate,276559,Residential,Government,2015-05-07,2024-07-19,355639354,False,DEV-0184
PLOT-004721,3790-B,Jumeirah,47958,Commercial,Leasehold,2006-06-09,2024-01-04,166228979,False,DEV-0166
PLOT-004722,3176-C,Al Twar,278020,Residential,Freehold,2011-12-17,2022-07-24,437027053,True,DEV-0172
PLOT-004723,5550-A,Dubai Investment Park,36791,Industrial,Leasehold,2017-04-07,2019-04-13,350068957,True,DEV-0023
PLOT-004724,7059-A,JVC,423713,Residential,Leasehold,2009-12-14,2019-12-28,413735899,True,DEV-0181
PLOT-004725,1338-E,Al Qusais,248433,Commercial,Freehold,2020-01-13,2019-09-15,153127712,False,DEV-0156
PLOT-004726,2319-C,Dubai Hills Estate,335685,Residential,Government,2004-05-10,2024-10-10,124984424,True,DEV-0033
PLOT-004727,6507-D,Dubai Hills Estate,376847,Mixed,Government,2021-08-25,2023-11-14,128377611,False,DEV-0157
PLOT-004728,2080-A,Bur Dubai,13443,Industrial,Freehold,2008-02-21,2018-10-15,175562157,False,DEV-0170
PLOT-004729,9052-D,Mirdif,11990,Commercial,Freehold,2001-12-19,2019-09-20,391353770,True,DEV-0106
PLOT-004730,3004-C,Dubai Land,373422,Residential,Government,2011-08-04,2015-08-15,282537311,False,DEV-0141
PLOT-004731,2238-A,Al Karama,492527,Residential,Government,2007-04-03,2023-10-14,352780983,False,DEV-0001
PLOT-004732,4296-E,Dubai Creek Harbour,464289,Residential,Freehold,2018-11-14,2019-05-09,420099366,False,DEV-0195
PLOT-004733,5981-A,International City,180565,Mixed,Freehold,2020-09-10,2015-02-17,150702106,False,DEV-0061
PLOT-004734,7517-A,Dubai Marina,442044,Mixed,Freehold,2005-06-10,2023-07-03,39243271,True,DEV-0096
PLOT-004735,3245-E,Dubai Marina,136727,Commercial,Government,2018-02-01,2017-07-23,410582105,False,DEV-0145
PLOT-004736,9513-D,Al Safa,367137,Mixed,Freehold,2000-03-01,2020-10-04,378591584,False,DEV-0106
PLOT-004737,9453-C,Nad Al Sheba,136465,Residential,Government,2021-09-30,2019-05-14,27906927,True,DEV-0081
PLOT-004738,797-C,Al Karama,464905,Residential,Leasehold,2014-05-27,2021-06-06,215067775,True,DEV-0018
PLOT-004739,8803-A,Nad Al Sheba,419491,Commercial,Freehold,2008-12-27,2022-09-21,439115715,False,DEV-0105
PLOT-004740,6111-B,Al Satwa,468007,Commercial,Freehold,2015-01-05,2016-08-16,405406530,True,DEV-0048
PLOT-004741,4700-D,Mirdif,301921,Residential,Leasehold,2013-09-26,2019-07-31,406631308,True,DEV-0199
PLOT-004742,6638-D,Jumeirah,126675,Residential,Leasehold,2006-08-27,2024-01-31,432746574,True,DEV-0134
PLOT-004743,5006-E,Al Quoz,441201,Commercial,Freehold,2019-05-18,2022-08-19,444298794,True,DEV-0109
PLOT-004744,8777-A,DIFC,121469,Residential,Leasehold,2020-11-26,2015-05-16,458408638,False,DEV-0190
PLOT-004745,8440-C,Mirdif,333145,Commercial,Leasehold,2014-05-01,2018-05-30,238737308,True,DEV-0043
PLOT-004746,80-D,Jebel Ali,264467,Industrial,Government,2013-09-01,2022-01-03,286557416,False,DEV-0075
PLOT-004747,1992-C,Al Satwa,182334,Residential,Government,2011-04-02,2020-12-06,227766977,True,DEV-0126
PLOT-004748,2874-A,Ras Al Khor,419425,Residential,Leasehold,2009-08-04,2017-08-26,275458949,False,DEV-0085
PLOT-004749,6883-D,DIFC,460173,Residential,Leasehold,2021-07-13,2017-09-15,217612702,False,DEV-0099
PLOT-004750,4363-E,Nad Al Sheba,214479,Commercial,Freehold,2009-10-04,2023-03-16,470812555,True,DEV-0130
PLOT-004751,7436-E,Dubai Land,364995,Mixed,Leasehold,2012-08-02,2023-12-24,193478185,True,DEV-0184
PLOT-004752,3461-B,Al Qusais,384336,Green,Freehold,2002-05-14,2019-07-28,314981086,False,DEV-0111
PLOT-004753,962-B,DIFC,138872,Mixed,Freehold,2009-05-30,2023-10-22,298254298,False,DEV-0048
PLOT-004754,4826-A,Al Mizhar,115567,Commercial,Freehold,2005-08-10,2019-03-25,68943171,False,DEV-0178
PLOT-004755,157-E,Nad Al Sheba,165443,Mixed,Government,2010-12-08,2016-08-31,236054002,False,DEV-0146
PLOT-004756,3360-B,Al Mizhar,201068,Residential,Freehold,2008-10-07,2017-06-17,111913356,True,DEV-0121
PLOT-004757,8725-A,Dubai Land,171833,Commercial,Freehold,2006-02-12,2022-07-10,179012532,True,DEV-0060
PLOT-004758,4745-D,Arabian Ranches,211275,Green,Government,2008-05-25,2018-06-24,344652631,False,DEV-0122
PLOT-004759,1619-A,Downtown Dubai,334422,Residential,Government,2016-10-03,2016-05-13,217714604,True,DEV-0112
PLOT-004760,4278-B,Al Qusais,246061,Mixed,Leasehold,2002-10-12,2022-01-01,414682256,False,DEV-0180
PLOT-004761,6192-B,Dubailand,199982,Residential,Leasehold,2023-02-21,2015-11-28,320622686,False,DEV-0132
PLOT-004762,8259-B,Al Satwa,156767,Residential,Freehold,2009-11-25,2015-02-06,407423163,False,DEV-0199
PLOT-004763,7999-B,Dubailand,416998,Residential,Leasehold,2006-01-11,2019-02-10,223188582,True,DEV-0059
PLOT-004764,6107-E,Jumeirah,426893,Mixed,Leasehold,2000-11-28,2023-07-30,59419631,True,DEV-0135
PLOT-004765,5166-E,Emaar Beachfront,12092,Residential,Government,2004-09-15,2016-12-29,32760913,True,DEV-0046
PLOT-004766,2948-C,Jebel Ali,330542,Green,Leasehold,2019-10-18,2018-06-17,77110637,True,DEV-0047
PLOT-004767,8392-E,Business Bay,97785,Residential,Freehold,2018-08-30,2016-05-01,33168429,False,DEV-0148
PLOT-004768,3142-D,Bur Dubai,43598,Residential,Freehold,2000-11-05,2019-08-22,83656617,True,DEV-0039
PLOT-004769,1198-E,DIFC,329541,Residential,Freehold,2021-11-12,2022-12-04,2405846,False,DEV-0181
PLOT-004770,3989-E,International City,420362,Commercial,Freehold,2006-07-28,2021-01-03,272890728,False,DEV-0109
PLOT-004771,2304-D,Dubai Marina,321956,Industrial,Leasehold,2001-03-11,2017-10-03,116356841,True,DEV-0005
PLOT-004772,8441-E,Bur Dubai,409957,Residential,Freehold,2017-02-05,2023-12-31,148160965,True,DEV-0027
PLOT-004773,3613-C,Dubai Creek Harbour,83368,Commercial,Leasehold,2015-03-28,2021-10-17,411571142,True,DEV-0043
PLOT-004774,5155-D,Bur Dubai,64256,Mixed,Leasehold,2005-07-07,2024-10-19,376191538,False,DEV-0160
