project_id,project_name,developer,area,project_type,total_units,sold_units,sold_percentage,launch_year,completion_year,status,avg_price_per_sqft_aed,min_price_aed,max_price_aed,floors,has_amenities,is_freehold
PRJ-01408,Emaar Sports Tower 2,Emaar Properties,Sports City,Residential,1002,731,73.0,2013,2017.0,Completed,995,548872,12947964,43,True,True
PRJ-01409,Nakheel Motor Tower 4,Nakheel,Motor City,Residential,1775,1618,91.2,2009,,Off-Plan,936,928596,3083023,46,False,False
PRJ-01410,Arabian Residences 11,MAG Property Development,Arabian Ranches,Residential,696,506,72.8,2024,2026.0,Completed,2190,965209,19702369,75,True,True
PRJ-01411,Jumeirah Residences 14,MAG Property Development,Jumeirah,Residential,859,197,23.0,2022,,Under Construction,2542,1074292,22838806,11,True,True
PRJ-01412,Reportage Bur Tower 2,Reportage,Bur Dubai,Residential,1358,1140,84.0,2019,,Under Construction,1371,1235861,17449519,23,True,True
PRJ-01413,Select Al Tower 6,Select Group,Al Wasl,Residential,1102,727,66.0,2010,2015.0,Completed,847,300545,17192849,22,False,True
PRJ-01414,Jumeirah Residences 11,Danube Properties,Jumeirah,Mixed Use,1473,1296,88.0,2023,2027.0,Completed,1305,1184539,8092460,12,True,False
PRJ-01415,Emaar Emaar Tower 6,Emaar Properties,Emaar Beachfront,Residential,1400,1062,75.9,2009,2012.0,Completed,857,593915,12935560,78,True,True
PRJ-01416,Business Residences 19,MAG Property Development,Business Bay,Residential,770,416,54.1,2019,,Off-Plan,1365,911548,19058594,33,True,True
PRJ-01417,Sports Residences 5,Omniyat,Sports City,Residential,627,403,64.4,2024,2027.0,Completed,4018,398209,20403487,70,True,True
PRJ-01418,DAMAC Dubai Tower 9,DAMAC Properties,Dubai Marina,Residential,774,293,37.9,2022,,Under Construction,1899,624853,24867857,56,False,False
PRJ-01419,Select JLT Tower 9,Select Group,JLT,Residential,1260,387,30.8,2020,,Under Construction,3860,1275853,8676017,61,True,True
PRJ-01420,Discovery Residences 15,Aldar,Discovery Gardens,Residential,1683,1373,81.6,2018,,Under Construction,2801,455996,18497263,23,True,True
PRJ-01421,Aldar Mirdif Tower 5,Aldar,Mirdif,Residential,1771,1145,64.7,2016,2019.0,Completed,3093,1366365,20000330,26,True,True
PRJ-01422,Bur Residences 15,Deyaar Development,Bur Dubai,Residential,1097,1006,91.7,2021,2023.0,Completed,2437,1092891,19552637,67,True,True
PRJ-01423,Al Residences 20,Ellington Properties,Al Qusais,Mixed Use,876,525,60.0,2012,,Off-Plan,1698,1275910,18109982,69,True,True
PRJ-01424,Meraas Al Tower 5,Meraas,Al Wasl,Commercial,121,74,61.5,2006,2010.0,Completed,758,1112227,6624402,64,True,True
PRJ-01425,Palm Residences 4,Azizi Developments,Palm Jumeirah,Residential,1667,1320,79.2,2005,,Under Construction,1403,619312,23596947,63,True,True
PRJ-01426,Motor Residences 8,Azizi Developments,Motor City,Mixed Use,1907,760,39.9,2015,,Off-Plan,1627,867718,4810006,60,True,True
PRJ-01427,Town Residences 7,MAG Property Development,Town Square,Residential,1135,934,82.3,2016,,Stalled,1792,499498,20746948,31,True,True
PRJ-01428,Al Residences 8,Nakheel,Al Qusais,Residential,567,509,89.9,2011,2015.0,Completed,2840,1086132,7115123,74,True,True
PRJ-01429,Business Residences 9,Nakheel,Business Bay,Mixed Use,1553,941,60.6,2018,2022.0,Completed,1023,1334384,8227973,16,False,True
PRJ-01430,Emaar Business Tower 5,Emaar Properties,Business Bay,Commercial,648,495,76.5,2018,,Under Construction,3168,534033,19000225,49,True,True
PRJ-01431,Discovery Residences 17,Binghatti,Discovery Gardens,Mixed Use,623,449,72.1,2012,2017.0,Completed,851,1251385,3290267,61,True,False
PRJ-01432,DIFC Residences 4,Dubai Properties,DIFC,Residential,434,415,95.7,2018,2023.0,Completed,3093,1442101,13106308,76,True,True
PRJ-01433,Deira Residences 20,Sobha Realty,Deira,Hospitality,678,481,71.0,2007,2010.0,Completed,2173,1276493,12365714,42,True,False
PRJ-01434,Emaar Al Tower 5,Emaar Properties,Al Satwa,Residential,806,230,28.6,2016,,Off-Plan,2741,1035674,15706887,62,True,True
PRJ-01435,DAMAC Sports Tower 5,DAMAC Properties,Sports City,Residential,467,197,42.3,2013,,Off-Plan,2630,828307,17281835,21,True,True
PRJ-01436,Al Residences 6,Reportage,Al Qusais,Commercial,665,560,84.2,2015,,Off-Plan,972,1442485,18491527,79,True,True
PRJ-01437,Sports Residences 12,Azizi Developments,Sports City,Residential,1023,449,43.9,2017,,Under Construction,3921,835709,17715411,16,False,True
PRJ-01438,Seven Al Tower 3,Seven Tides,Al Quoz,Commercial,817,630,77.2,2015,2019.0,Completed,3207,1275702,6533825,29,True,False
PRJ-01439,Jumeirah Residences 12,Seven Tides,Jumeirah,Commercial,775,684,88.3,2011,2016.0,Completed,1357,1445108,5046016,74,True,True
PRJ-01440,Town Residences 12,DAMAC Properties,Town Square,Mixed Use,641,564,88.1,2024,2028.0,Completed,3699,1362370,3640555,69,True,True
PRJ-01441,Reportage Ras Tower 1,Reportage,Ras Al Khor,Residential,1152,443,38.5,2007,,Under Construction,2904,716864,10010246,9,False,True
PRJ-01442,Mirdif Residences 3,Reportage,Mirdif,Residential,639,460,72.0,2008,2013.0,Completed,1790,300201,12752539,36,False,True
PRJ-01443,Dubai Al Tower 1,Dubai Properties,Al Karama,Residential,257,206,80.4,2017,,Under Construction,1635,1053912,5541967,43,True,True
PRJ-01444,Reportage Umm Tower 8,Reportage,Umm Suqeim,Residential,1853,1601,86.4,2015,2018.0,Completed,4157,1470808,7457469,78,True,True
PRJ-01445,Al Residences 11,DAMAC Properties,Al Satwa,Residential,1488,1406,94.6,2019,,Under Construction,1016,1210228,17299164,25,True,True
PRJ-01446,Downtown Residences 2,DAMAC Properties,Downtown Dubai,Mixed Use,465,371,79.9,2008,,Under Construction,4100,603522,3563346,61,False,True
PRJ-01447,Al Residences 9,Sobha Realty,Al Satwa,Residential,865,267,30.9,2014,,Under Construction,1043,1175018,2269696,64,True,True
PRJ-01448,JVC Residences 16,Dubai Properties,JVC,Residential,314,201,64.3,2015,2020.0,Completed,1992,681458,11061368,9,True,True
PRJ-01449,Reportage Dubai Tower 2,Reportage,Dubai Creek Harbour,Residential,985,880,89.4,2006,2009.0,Completed,1453,467420,19799892,66,True,True
PRJ-01450,Al Residences 3,Ellington Properties,Al Qusais,Mixed Use,1920,1257,65.5,2019,2021.0,Completed,3908,1278592,12852730,68,True,True
PRJ-01451,Reportage Nad Tower 9,Reportage,Nad Al Sheba,Commercial,558,154,27.7,2017,,Off-Plan,2695,335715,24811720,65,False,True
PRJ-01452,Aldar Mirdif Tower 7,Aldar,Mirdif,Residential,1776,1382,77.8,2015,,Under Construction,2128,962738,3742389,25,False,True
PRJ-01453,Select Mirdif Tower 6,Select Group,Mirdif,Commercial,1607,1022,63.6,2014,,Under Construction,2091,1234014,22615112,68,True,True
PRJ-01454,Reportage Discovery Tower 5,Reportage,Discovery Gardens,Hospitality,1057,1040,98.5,2009,2011.0,Completed,4456,728802,11946591,42,True,True
PRJ-01455,International Residences 15,Aldar,International City,Residential,1684,1170,69.5,2024,2026.0,Completed,2157,602356,13351642,49,True,True
PRJ-01456,Al Residences 8,Seven Tides,Al Safa,Residential,580,394,68.1,2015,2020.0,Completed,4392,321887,13840808,34,True,True
PRJ-01457,Azizi Al Tower 1,Azizi Developments,Al Safa,Residential,1814,1358,74.9,2018,,Off-Plan,2948,1198629,15647762,76,False,False
PRJ-01458,Sports Residences 6,Dubai Properties,Sports City,Hospitality,533,434,81.4,2021,,Stalled,761,1465147,6988000,37,True,False
PRJ-01459,International Residences 5,Select Group,International City,Residential,1922,1547,80.5,2024,,Stalled,4146,466885,17252073,10,True,True
PRJ-01460,JLT Residences 18,Ellington Properties,JLT,Commercial,1917,489,25.5,2010,,Off-Plan,1076,754178,15859342,19,True,True
PRJ-01461,Omniyat DIFC Tower 1,Omniyat,DIFC,Residential,1838,1197,65.2,2019,,Off-Plan,2186,835855,17309877,11,True,True
PRJ-01462,International Residences 11,Ellington Properties,International City,Residential,685,572,83.5,2008,2011.0,Completed,4293,1079799,15563787,77,False,True
PRJ-01463,Dubai Downtown Tower 9,Dubai Properties,Downtown Dubai,Residential,478,415,87.0,2021,2026.0,Completed,2518,765870,23973153,10,True,True
PRJ-01464,Sobha Downtown Tower 6,Sobha Realty,Downtown Dubai,Mixed Use,1923,501,26.1,2010,,Under Construction,4197,1375006,21879348,67,True,True
PRJ-01465,Azizi Al Tower 9,Azizi Developments,Al Safa,Residential,1490,559,37.6,2024,,Stalled,2536,807269,14664503,6,True,False
PRJ-01466,Al Residences 16,Deyaar Development,Al Barsha,Hospitality,1732,945,54.6,2006,,Under Construction,1156,1321646,7448468,31,False,True
PRJ-01467,MAG JLT Tower 7,MAG Property Development,JLT,Residential,388,110,28.6,2019,,Under Construction,1677,891651,9657728,32,True,True
PRJ-01468,Deira Residences 6,Danube Properties,Deira,Mixed Use,1061,771,72.7,2022,2026.0,Completed,2839,658122,4638564,54,True,True
PRJ-01469,Al Residences 9,Deyaar Development,Al Satwa,Residential,900,779,86.6,2013,2017.0,Completed,3308,828175,7210375,21,False,True
PRJ-01470,Nad Residences 17,Azizi Developments,Nad Al Sheba,Residential,1126,355,31.6,2005,,Under Construction,3567,1495639,3279573,43,False,True
PRJ-01471,JVC Residences 17,Seven Tides,JVC,Residential,737,576,78.2,2011,2013.0,Completed,3948,919234,15115581,23,True,True
PRJ-01472,Danube Ras Tower 1,Danube Properties,Ras Al Khor,Residential,1885,898,47.7,2017,,Under Construction,3926,734162,17137620,47,True,True
PRJ-01473,MAG Motor Tower 1,MAG Property Development,Motor City,Commercial,1681,792,47.1,2014,,Under Construction,1441,757904,12404328,59,True,True
PRJ-01474,Deira Residences 13,MAG Property Development,Deira,Mixed Use,1067,306,28.7,2015,,Under Construction,1864,420701,17335030,28,True,True
PRJ-01475,Dubai Residences 19,Azizi Developments,Dubai Hills Estate,Mixed Use,797,309,38.8,2010,,Under Construction,876,928728,23842226,17,True,True
PRJ-01476,JVC Residences 7,Arada,JVC,Residential,1553,993,64.0,2006,2011.0,Completed,2098,968381,14016521,21,True,True
PRJ-01477,Emaar Umm Tower 4,Emaar Properties,Umm Suqeim,Residential,1660,1493,90.0,2010,2014.0,Completed,930,1498096,17029773,12,True,True
PRJ-01478,Al Residences 13,Nakheel,Al Satwa,Commercial,704,554,78.7,2022,,Off-Plan,3247,778556,5585744,70,False,True
PRJ-01479,Motor Residences 2,Arada,Motor City,Mixed Use,539,419,77.8,2022,2025.0,Completed,2635,620737,17838466,21,True,True
PRJ-01480,Al Residences 14,Deyaar Development,Al Qusais,Hospitality,840,735,87.5,2021,,Under Construction,2089,1211517,16759797,21,True,True
PRJ-01481,Palm Residences 17,Sobha Realty,Palm Jumeirah,Residential,247,84,34.2,2022,,Off-Plan,2494,1363054,17220677,32,True,True
PRJ-01482,Select Al Tower 4,Select Group,Al Wasl,Mixed Use,1070,847,79.2,2018,2021.0,Completed,2655,1291146,6774272,34,True,True
PRJ-01483,Sobha Sports Tower 9,Sobha Realty,Sports City,Residential,749,680,90.9,2013,2017.0,Completed,2835,723536,10322365,6,False,True
PRJ-01484,Nakheel Motor Tower 6,Nakheel,Motor City,Residential,1606,1237,77.0,2022,,Off-Plan,2224,336100,19803642,5,False,False
PRJ-01485,Tiger JLT Tower 1,Tiger Properties,JLT,Residential,603,432,71.7,2012,,Off-Plan,1748,1027311,12264527,53,True,True
PRJ-01486,Danube Mirdif Tower 7,Danube Properties,Mirdif,Commercial,1891,701,37.1,2022,,Off-Plan,3418,600721,6684198,46,True,True
PRJ-01487,Select Nad Tower 5,Select Group,Nad Al Sheba,Residential,1082,905,83.7,2021,,Off-Plan,3511,1119028,17999437,23,True,True
PRJ-01488,Business Residences 2,Aldar,Business Bay,Commercial,1783,1412,79.2,2021,,Off-Plan,3095,648731,11585779,6,True,True
PRJ-01489,Reportage Al Tower 7,Reportage,Al Quoz,Commercial,1506,1145,76.0,2011,2016.0,Completed,4268,782943,7298103,49,False,True
PRJ-01490,JVC Residences 4,Reportage,JVC,Mixed Use,1071,1012,94.5,2008,2010.0,Completed,3467,1359545,16475421,5,True,True
PRJ-01491,Danube Al Tower 1,Danube Properties,Al Qusais,Mixed Use,1314,1141,86.9,2013,,Off-Plan,3351,1410956,12135788,18,False,True
PRJ-01492,Downtown Residences 14,Seven Tides,Downtown Dubai,Residential,165,66,40.3,2012,,Under Construction,1776,896054,9807591,34,True,True
PRJ-01493,Arabian Residences 4,Emaar Properties,Arabian Ranches,Hospitality,1558,1082,69.5,2007,2012.0,Completed,3040,1115901,21065788,63,True,True
PRJ-01494,Dubai Dubai Tower 6,Dubai Properties,Dubai Hills Estate,Residential,361,358,99.3,2016,2018.0,Completed,1620,1162760,5827750,41,True,True
PRJ-01495,Azizi Town Tower 8,Azizi Developments,Town Square,Residential,939,890,94.8,2017,,Under Construction,758,1011470,8136735,53,True,True
PRJ-01496,Sports Residences 12,Seven Tides,Sports City,Residential,457,191,41.9,2014,,Off-Plan,4417,1137566,14836847,76,False,True
PRJ-01497,Bur Residences 6,Reportage,Bur Dubai,Residential,1171,788,67.3,2015,2020.0,Completed,2976,781421,20865907,76,True,True
PRJ-01498,Arada Al Tower 3,Arada,Al Karama,Commercial,1729,1130,65.4,2011,2015.0,Completed,4088,774145,16696779,59,True,False
PRJ-01499,Arabian Residences 1,Tiger Properties,Arabian Ranches,Commercial,779,753,96.7,2014,2019.0,Completed,2152,309397,14138543,36,False,True
PRJ-01500,Tiger Al Tower 2,Tiger Properties,Al Satwa,Mixed Use,1660,1219,73.4,2008,2011.0,Completed,3924,955017,21912479,12,False,True
PRJ-01501,Emaar Al Tower 4,Emaar Properties,Al Wasl,Residential,1048,418,39.9,2017,,Under Construction,975,1033441,9133975,34,True,True
PRJ-01502,Al Residences 19,Nakheel,Al Wasl,Commercial,639,403,63.2,2024,2028.0,Completed,4388,323264,18676304,46,True,True
PRJ-01503,Select Dubai Tower 5,Select Group,Dubai Creek Harbour,Residential,986,593,60.2,2007,,Under Construction,1223,805143,2019170,75,True,False
PRJ-01504,International Residences 1,Seven Tides,International City,Mixed Use,1408,1015,72.1,2014,2016.0,Completed,2749,1486011,8610705,48,True,True
PRJ-01505,Emaar Ras Tower 5,Emaar Properties,Ras Al Khor,Residential,1009,437,43.3,2007,,Off-Plan,2489,1493908,18155364,77,True,False
PRJ-01506,Downtown Residences 17,Sobha Realty,Downtown Dubai,Mixed Use,314,281,89.6,2015,,Under Construction,1038,465322,16622397,22,True,True
PRJ-01507,MAG Mirdif Tower 6,MAG Property Development,Mirdif,Mixed Use,654,284,43.5,2017,,Stalled,3073,491824,8289936,45,True,True
PRJ-01508,International Residences 13,Emaar Properties,International City,Mixed Use,1263,477,37.8,2021,,Off-Plan,741,406064,3575917,12,True,True
PRJ-01509,Meraas Jumeirah Tower 3,Meraas,Jumeirah,Residential,741,468,63.2,2023,,Off-Plan,1279,829847,22937321,69,False,True
PRJ-01510,Emaar Residences 3,MAG Property Development,Emaar Beachfront,Residential,985,722,73.4,2005,2010.0,Completed,3280,1482401,18783971,39,True,True
PRJ-01511,JVC Residences 8,Omniyat,JVC,Residential,596,377,63.3,2024,2029.0,Completed,2834,1061219,8247640,28,True,True
PRJ-01512,Dubai Residences 14,Deyaar Development,Dubai Creek Harbour,Mixed Use,1624,1295,79.8,2008,2010.0,Completed,1788,426561,7654401,78,True,True
PRJ-01513,Downtown Residences 12,Aldar,Downtown Dubai,Residential,1974,1244,63.1,2007,,Stalled,1470,924079,10725861,28,True,True
PRJ-01514,Business Residences 5,Meraas,Business Bay,Mixed Use,1605,1166,72.7,2020,2022.0,Completed,2736,1202737,6114415,13,True,True
PRJ-01515,Arabian Residences 19,Select Group,Arabian Ranches,Residential,943,832,88.2,2016,2021.0,Completed,2900,546928,11674717,79,True,True
PRJ-01516,DAMAC Al Tower 2,DAMAC Properties,Al Qusais,Commercial,1332,368,27.6,2019,,Off-Plan,1971,393040,7281081,16,True,True
PRJ-01517,Binghatti Al Tower 1,Binghatti,Al Wasl,Residential,381,344,90.5,2021,2023.0,Completed,2415,1386097,13946811,74,True,True
PRJ-01518,Meraas Bur Tower 1,Meraas,Bur Dubai,Residential,1283,741,57.8,2019,,Off-Plan,2104,363325,7098940,60,True,False
PRJ-01519,Al Residences 11,Arada,Al Wasl,Residential,80,45,56.8,2020,,Off-Plan,4133,645800,17602646,75,True,False
PRJ-01520,Binghatti Al Tower 2,Binghatti,Al Karama,Residential,1881,702,37.3,2016,,Off-Plan,4033,1490571,15088538,17,True,True
PRJ-01521,Arada Deira Tower 2,Arada,Deira,Residential,806,686,85.2,2024,,Off-Plan,3815,869980,13518144,52,True,True
PRJ-01522,Tiger Discovery Tower 9,Tiger Properties,Discovery Gardens,Residential,889,592,66.6,2016,2018.0,Completed,1039,1116079,7795848,39,False,True
PRJ-01523,Jumeirah Residences 2,Deyaar Development,Jumeirah,Residential,810,757,93.6,2007,,Under Construction,3145,1264427,12810261,5,False,True
PRJ-01524,JVC Residences 9,MAG Property Development,JVC,Commercial,1244,823,66.2,2005,2010.0,Completed,4322,1387378,5300865,18,False,True
PRJ-01525,Discovery Residences 4,Tiger Properties,Discovery Gardens,Residential,933,806,86.5,2015,2018.0,Completed,4385,1404296,18591077,9,False,True
PRJ-01526,MAG Arabian Tower 7,MAG Property Development,Arabian Ranches,Hospitality,1513,1399,92.5,2018,,Off-Plan,2533,751088,6458229,29,True,True
PRJ-01527,Omniyat Al Tower 7,Omniyat,Al Karama,Mixed Use,1445,705,48.8,2019,,Under Construction,966,388109,8796324,12,False,True
PRJ-01528,Omniyat Arabian Tower 8,Omniyat,Arabian Ranches,Residential,1395,936,67.2,2009,2013.0,Completed,2553,1145500,7700490,36,True,True
PRJ-01529,Ellington Dubai Tower 6,Ellington Properties,Dubai Creek Harbour,Mixed Use,1011,918,90.9,2009,,Under Construction,3305,750322,21946670,62,True,True
PRJ-01530,Al Residences 8,MAG Property Development,Al Barsha,Residential,577,191,33.1,2021,,Under Construction,1006,1480927,4194583,18,True,True
PRJ-01531,Binghatti Palm Tower 7,Binghatti,Palm Jumeirah,Residential,608,584,96.1,2015,2019.0,Completed,955,1338334,7945416,51,True,True
PRJ-01532,International Residences 6,MAG Property Development,International City,Mixed Use,1836,1506,82.1,2019,,Under Construction,1706,538778,15136303,72,True,True
PRJ-01533,Dubai Al Tower 7,Dubai Properties,Al Qusais,Mixed Use,787,433,55.1,2020,,Off-Plan,1538,602758,24223783,39,True,True
PRJ-01534,Meraas JLT Tower 5,Meraas,JLT,Residential,215,117,54.9,2016,,Off-Plan,3046,318592,6984930,48,True,True
PRJ-01535,Arada Mirdif Tower 1,Arada,Mirdif,Residential,1256,1191,94.8,2013,2016.0,Completed,714,1400830,23198058,78,False,True
PRJ-01536,JLT Residences 8,Seven Tides,JLT,Mixed Use,1598,1241,77.7,2010,2015.0,Completed,4300,1493947,19848174,43,True,False
PRJ-01537,Ras Residences 8,Aldar,Ras Al Khor,Residential,395,301,76.3,2014,,Off-Plan,2578,816975,11849994,39,True,True
PRJ-01538,Umm Residences 9,Tiger Properties,Umm Suqeim,Residential,605,547,90.5,2016,2020.0,Completed,2407,1159943,8543141,32,False,True
PRJ-01539,Arabian Residences 17,Seven Tides,Arabian Ranches,Commercial,938,769,82.1,2013,2017.0,Completed,2999,722530,14875382,38,False,True
PRJ-01540,Tiger Al Tower 7,Tiger Properties,Al Safa,Commercial,632,515,81.6,2007,2011.0,Completed,3752,504800,19255334,11,False,True
PRJ-01541,Binghatti Dubai Tower 5,Binghatti,Dubai Hills Estate,Residential,341,301,88.5,2012,2014.0,Completed,3590,918479,12907603,59,True,False
PRJ-01542,Town Residences 20,Emaar Properties,Town Square,Residential,392,326,83.3,2023,2027.0,Completed,1323,1032583,15168766,24,False,True
PRJ-01543,Emaar Al Tower 9,Emaar Properties,Al Satwa,Residential,1822,1478,81.1,2019,2023.0,Completed,3631,848687,20028709,52,True,True
PRJ-01544,Dubai Residences 15,Sobha Realty,Dubai Creek Harbour,Mixed Use,788,538,68.4,2014,2017.0,Completed,2337,466008,21004385,51,True,True
PRJ-01545,Town Residences 19,Select Group,Town Square,Commercial,923,736,79.8,2018,,Under Construction,2331,861496,21344588,40,True,True
PRJ-01546,Ras Residences 12,Reportage,Ras Al Khor,Mixed Use,460,374,81.3,2024,2027.0,Completed,1805,1389142,12399418,43,False,True
PRJ-01547,Al Residences 16,Select Group,Al Barsha,Residential,93,89,96.2,2016,2018.0,Completed,762,1183207,24050216,41,True,True
PRJ-01548,MAG Al Tower 4,MAG Property Development,Al Barsha,Residential,805,363,45.2,2023,,Under Construction,2712,973905,5586499,73,False,True
PRJ-01549,Sobha Emaar Tower 3,Sobha Realty,Emaar Beachfront,Commercial,394,259,65.9,2008,,Under Construction,4257,500658,20138473,18,False,True
PRJ-01550,International Residences 4,Tiger Properties,International City,Residential,1015,243,24.0,2013,,Under Construction,1408,720067,18699198,18,True,True
PRJ-01551,Select Bur Tower 7,Select Group,Bur Dubai,Mixed Use,1923,796,41.4,2023,,Off-Plan,838,456604,2522786,23,True,False
PRJ-01552,Al Residences 7,Azizi Developments,Al Wasl,Commercial,867,790,91.2,2007,,Stalled,3282,677787,4964152,10,True,True
PRJ-01553,Discovery Residences 12,Binghatti,Discovery Gardens,Residential,55,31,58.1,2016,,Stalled,1549,778447,8088486,28,True,True
PRJ-01554,Seven Dubai Tower 4,Seven Tides,Dubai Marina,Mixed Use,1964,1553,79.1,2008,,Off-Plan,3796,714077,18740407,56,False,False
PRJ-01555,Danube Discovery Tower 2,Danube Properties,Discovery Gardens,Residential,667,230,34.5,2018,,Off-Plan,4344,1412755,22668839,24,True,False
PRJ-01556,Deira Residences 12,Aldar,Deira,Mixed Use,1791,1314,73.4,2018,2021.0,Completed,1142,824315,18308934,9,True,True
PRJ-01557,Select Al Tower 4,Select Group,Al Karama,Commercial,200,194,97.4,2005,2008.0,Completed,1704,1222568,9785491,54,True,True
PRJ-01558,Town Residences 1,Danube Properties,Town Square,Commercial,909,295,32.5,2007,,Under Construction,2281,308483,17732608,12,True,True
PRJ-01559,Mirdif Residences 20,MAG Property Development,Mirdif,Mixed Use,398,351,88.4,2014,2016.0,Completed,4102,590841,20629745,61,True,True
PRJ-01560,Meraas Downtown Tower 4,Meraas,Downtown Dubai,Residential,1687,1566,92.9,2006,,Off-Plan,1032,582485,18058184,48,False,True
PRJ-01561,JVC Residences 11,Meraas,JVC,Commercial,730,713,97.7,2020,2023.0,Completed,3768,850598,20769128,10,False,True
PRJ-01562,Deira Residences 17,DAMAC Properties,Deira,Commercial,1478,1302,88.1,2015,2018.0,Completed,1421,1053374,20577600,22,False,False
PRJ-01563,Dubai Dubai Tower 8,Dubai Properties,Dubai Marina,Mixed Use,706,687,97.3,2008,2011.0,Completed,3845,1314467,19410729,42,True,True
PRJ-01564,DIFC Residences 10,Omniyat,DIFC,Residential,246,187,76.4,2009,,Off-Plan,3726,679011,17698275,42,False,True
PRJ-01565,Emaar Nad Tower 4,Emaar Properties,Nad Al Sheba,Commercial,1220,981,80.5,2013,,Under Construction,1724,624580,14583957,37,False,False
PRJ-01566,Motor Residences 4,Deyaar Development,Motor City,Residential,1773,1668,94.1,2009,2012.0,Completed,2773,750549,19733781,72,True,False
PRJ-01567,Seven Ras Tower 2,Seven Tides,Ras Al Khor,Commercial,153,51,33.5,2017,,Under Construction,4492,1038918,6331335,31,False,True
PRJ-01568,Dubai Al Tower 8,Dubai Properties,Al Satwa,Mixed Use,478,450,94.1,2024,2027.0,Completed,2199,937566,2018185,20,False,True
PRJ-01569,Ellington Jumeirah Tower 3,Ellington Properties,Jumeirah,Residential,1645,1356,82.5,2016,,Off-Plan,2465,1241495,9079862,51,True,True
PRJ-01570,Danube Dubai Tower 1,Danube Properties,Dubai Marina,Mixed Use,781,545,69.8,2023,2027.0,Completed,976,561096,13100202,41,False,False
PRJ-01571,Mirdif Residences 19,Reportage,Mirdif,Residential,1407,766,54.5,2007,,Off-Plan,1208,1250880,9772392,60,True,True
PRJ-01572,Emaar Al Tower 7,Emaar Properties,Al Wasl,Residential,1550,1300,83.9,2021,2025.0,Completed,783,1043773,21226006,73,False,False
PRJ-01573,Deyaar International Tower 8,Deyaar Development,International City,Hospitality,678,609,89.9,2014,2017.0,Completed,2708,1027537,2574962,23,True,True
PRJ-01574,Reportage Al Tower 1,Reportage,Al Satwa,Commercial,553,497,89.9,2011,2015.0,Completed,3681,787339,11073754,22,False,True
PRJ-01575,Al Residences 3,Aldar,Al Karama,Residential,1333,1049,78.7,2009,2011.0,Completed,2826,319820,23798767,40,False,True
PRJ-01576,Jumeirah Residences 10,Select Group,Jumeirah,Residential,518,231,44.7,2023,,Under Construction,3906,524815,17102912,10,True,True
PRJ-01577,Bur Residences 9,Tiger Properties,Bur Dubai,Residential,1614,1228,76.1,2012,2014.0,Completed,1278,716220,3454037,16,True,True
PRJ-01578,Arada Palm Tower 5,Arada,Palm Jumeirah,Commercial,406,312,76.9,2012,2014.0,Completed,1970,1468472,4942748,75,True,True
PRJ-01579,Umm Residences 14,Select Group,Umm Suqeim,Residential,719,492,68.5,2009,2012.0,Completed,1307,536353,20031140,78,True,True
PRJ-01580,Select Al Tower 5,Select Group,Al Quoz,Residential,449,91,20.5,2020,,Under Construction,1420,624937,8463567,63,True,True
PRJ-01581,Business Residences 7,DAMAC Properties,Business Bay,Residential,1953,1739,89.1,2021,2024.0,Completed,2214,1126364,24673305,40,False,False
PRJ-01582,Al Residences 20,Nakheel,Al Satwa,Residential,989,388,39.3,2016,,Under Construction,3526,311088,8342641,57,False,True
PRJ-01583,Jumeirah Residences 10,Select Group,Jumeirah,Hospitality,905,558,61.7,2022,2025.0,Completed,3264,737312,13376017,29,True,True
PRJ-01584,Dubai Residences 4,Danube Properties,Dubai Hills Estate,Residential,1752,1172,67.0,2023,2026.0,Completed,3250,375643,24570197,35,False,True
PRJ-01585,Town Residences 16,Select Group,Town Square,Residential,436,311,71.5,2012,2017.0,Completed,4284,875539,12432362,23,True,True
PRJ-01586,Meraas Jumeirah Tower 6,Meraas,Jumeirah,Hospitality,1756,1243,70.8,2012,,Off-Plan,2239,1475364,11415730,28,False,True
PRJ-01587,Al Residences 3,Danube Properties,Al Quoz,Hospitality,75,50,66.9,2012,,Under Construction,1782,1107055,17531097,19,True,True
PRJ-01588,Reportage Al Tower 3,Reportage,Al Barsha,Residential,1439,332,23.1,2014,,Off-Plan,1450,1297016,11288617,39,True,True
PRJ-01589,International Residences 2,Nakheel,International City,Residential,965,762,79.1,2018,,Under Construction,2635,1372852,20268969,20,True,False
PRJ-01590,Dubai Residences 19,Dubai Properties,Dubai Hills Estate,Hospitality,537,365,68.0,2010,2012.0,Completed,3852,1326068,9533171,27,False,True
PRJ-01591,Dubai Arabian Tower 7,Dubai Properties,Arabian Ranches,Residential,806,214,26.7,2017,,Under Construction,3856,722646,9736641,29,True,True
PRJ-01592,Reportage JLT Tower 7,Reportage,JLT,Commercial,764,539,70.6,2012,2014.0,Completed,3222,1475124,22783054,5,True,True
PRJ-01593,Deyaar Deira Tower 9,Deyaar Development,Deira,Residential,451,415,92.2,2018,2023.0,Completed,1966,1034485,21991203,57,True,True
PRJ-01594,Omniyat Nad Tower 6,Omniyat,Nad Al Sheba,Residential,1040,964,92.7,2018,2020.0,Completed,3286,653690,13393033,77,False,False
PRJ-01595,International Residences 4,Reportage,International City,Residential,629,383,60.9,2021,2024.0,Completed,1779,991904,17927382,6,True,True
PRJ-01596,Dubai Residences 14,Seven Tides,Dubai Marina,Commercial,809,565,69.9,2013,,Under Construction,3388,825670,7016984,51,True,True
