unit_id,building_id,unit_number,floor,bedrooms,bathrooms,area_sqft,property_type,view,is_furnished,current_status,last_transaction_year,last_sale_price_aed
UNIT-0021843,BLDG-012528,6916,65,3,3,3087,Apartment,City View,False,Occupied,2018,5156802
UNIT-0021844,BLDG-001313,4109,59,1,3,3847,Apartment,City View,False,Under Renovation,2024,8095872
UNIT-0021845,BLDG-007753,5316,52,1,3,3910,Penthouse,Garden View,False,Occupied,2016,7583232
UNIT-0021846,BLDG-006324,208,17,5,4,460,Apartment,City View,True,Occupied,2017,6271084
UNIT-0021847,BLDG-002126,2202,12,1,3,761,Apartment,Garden View,True,Occupied,2021,4460479
UNIT-0021848,BLDG-007512,2218,41,1,3,4992,Apartment,Sea View,False,Occupied,2017,11134681
UNIT-0021849,BLDG-014108,3320,79,2,3,2529,Apartment,No Preference,False,Occupied,2024,515576
UNIT-0021850,BLDG-000584,4510,66,1,2,1870,Apartment,City View,True,Occupied,2022,4116237
UNIT-0021851,BLDG-007140,214,5,1,1,4855,Studio,Garden View,False,Occupied,2023,9884795
UNIT-0021852,BLDG-006579,5717,46,4,2,2517,Apartment,Pool View,True,Under Renovation,2024,5840938
UNIT-0021853,BLDG-013308,5101,11,2,4,2780,Apartment,City View,True,Vacant,2021,12481144
UNIT-0021854,BLDG-012510,5317,7,1,3,1048,Apartment,City View,True,Vacant,2024,7935136
UNIT-0021855,BLDG-014073,3006,48,5,2,2069,Townhouse,City View,True,Under Renovation,2019,4022267
UNIT-0021856,BLDG-001900,7020,53,0,3,2011,Apartment,City View,False,Occupied,2024,2873990
UNIT-0021857,BLDG-001843,7606,54,3,3,744,Townhouse,City View,False,Occupied,2023,6416963
UNIT-0021858,BLDG-002554,5011,15,3,3,3433,Apartment,Pool View,False,Occupied,2024,7365525
UNIT-0021859,BLDG-001127,1513,80,1,2,4905,Studio,City View,True,Occupied,2018,1763267
UNIT-0021860,BLDG-013754,2515,47,2,1,1052,Studio,No Preference,True,Vacant,2020,12189188
UNIT-0021861,BLDG-005520,3916,14,1,1,1476,Apartment,No Preference,False,Occupied,2017,6245272
UNIT-0021862,BLDG-004706,1201,68,2,3,4182,Apartment,City View,True,Occupied,2024,573801
UNIT-0021863,BLDG-011916,4012,18,0,3,4218,Villa,No Preference,False,Occupied,2020,9281054
UNIT-0021864,BLDG-013650,1618,46,2,2,4328,Villa,Garden View,True,Occupied,2022,9040410
UNIT-0021865,BLDG-008371,2815,55,2,3,2926,Villa,City View,False,Vacant,2015,4144881
UNIT-0021866,BLDG-004157,7006,50,3,3,3109,Penthouse,No Preference,True,Vacant,2015,548733
UNIT-0021867,BLDG-013647,311,34,1,3,2607,Apartment,City View,False,Vacant,2023,13796977
UNIT-0021868,BLDG-012438,2715,41,3,5,4080,Studio,Garden View,True,Occupied,2023,3154155
UNIT-0021869,BLDG-012863,3513,8,5,3,3333,Apartment,City View,False,Occupied,2016,5778130
UNIT-0021870,BLDG-005115,801,32,1,3,4695,Apartment,No Preference,True,Occupied,2015,8100820
UNIT-0021871,BLDG-001895,4218,30,0,4,3894,Apartment,Pool View,False,Vacant,2023,10940961
UNIT-0021872,BLDG-011437,2215,11,2,1,4037,Apartment,City View,True,Occupied,2017,10161192
UNIT-0021873,BLDG-013904,4318,35,1,1,3889,Apartment,Garden View,True,Occupied,2024,9795710
UNIT-0021874,BLDG-013427,7015,59,2,3,3068,Apartment,Pool View,False,Occupied,2017,4429364
UNIT-0021875,BLDG-008760,5115,25,2,1,982,Apartment,City View,False,Occupied,2023,2742092
UNIT-0021876,BLDG-005049,7704,29,1,3,3701,Villa,No Preference,True,Occupied,2017,3165022
UNIT-0021877,BLDG-009764,6006,12,5,2,2405,Studio,Sea View,False,Occupied,2015,3744275
UNIT-0021878,BLDG-014395,2006,49,2,3,1461,Apartment,City View,True,Occupied,2019,3101634
UNIT-0021879,BLDG-014572,4419,37,3,1,4957,Townhouse,Pool View,False,Occupied,2015,4421104
UNIT-0021880,BLDG-011334,5608,3,2,2,3599,Apartment,No Preference,True,Vacant,2023,3974611
UNIT-0021881,BLDG-007747,118,5,4,1,693,Apartment,Sea View,False,Occupied,2015,14663303
UNIT-0021882,BLDG-013907,4802,37,3,1,3302,Apartment,City View,False,Vacant,2016,1192980
UNIT-0021883,BLDG-005474,4303,66,2,2,403,Apartment,City View,False,Occupied,2021,13496822
UNIT-0021884,BLDG-001051,4510,37,1,3,2880,Apartment,City View,False,Occupied,2017,5359864
UNIT-0021885,BLDG-013037,2213,20,1,3,2764,Townhouse,City View,True,Occupied,2022,12424398
UNIT-0021886,BLDG-009257,2507,20,3,3,3122,Villa,Sea View,True,Occupied,2019,14740984
UNIT-0021887,BLDG-003008,6413,20,2,4,2778,Apartment,Pool View,True,Vacant,2017,7927250
UNIT-0021888,BLDG-003961,6417,24,2,5,2714,Penthouse,City View,False,Occupied,2017,4944086
UNIT-0021889,BLDG-008037,5811,36,1,2,2084,Apartment,No Preference,False,Occupied,2023,4938241
UNIT-0021890,BLDG-006509,2612,68,2,3,1648,Townhouse,Pool View,True,Occupied,2019,8351107
UNIT-0021891,BLDG-013408,4308,70,2,2,1695,Townhouse,No Preference,True,Vacant,2021,4349892
UNIT-0021892,BLDG-014236,4107,62,2,4,4995,Apartment,Garden View,False,Occupied,2016,7445688
UNIT-0021893,BLDG-005874,3011,8,2,1,3459,Apartment,No Preference,False,Occupied,2024,10955507
UNIT-0021894,BLDG-012416,5118,54,3,4,527,Apartment,No Preference,False,Occupied,2021,13338144
UNIT-0021895,BLDG-002047,2204,6,2,2,3257,Apartment,Garden View,True,Vacant,2019,519315
UNIT-0021896,BLDG-002052,7402,73,2,2,3601,Penthouse,City View,False,Occupied,2015,6930757
UNIT-0021897,BLDG-012148,4803,27,3,4,4109,Apartment,Garden View,False,Occupied,2016,1131208
UNIT-0021898,BLDG-013948,3902,6,2,3,2856,Apartment,No Preference,False,Occupied,2018,12741035
UNIT-0021899,BLDG-006751,1119,71,1,4,2466,Villa,Garden View,False,Vacant,2020,11663428
UNIT-0021900,BLDG-002469,4703,51,2,4,2075,Townhouse,Sea View,False,Vacant,2023,863848
UNIT-0021901,BLDG-012538,909,19,2,4,3428,Townhouse,Pool View,False,Vacant,2019,10764492
UNIT-0021902,BLDG-012473,1207,7,5,1,1182,Apartment,City View,False,Occupied,2015,850998
UNIT-0021903,BLDG-010303,1213,34,0,1,3830,Studio,Garden View,False,Vacant,2021,7832706
UNIT-0021904,BLDG-009986,5406,53,0,2,2438,Apartment,City View,False,Vacant,2017,8364506
UNIT-0021905,BLDG-007976,6206,10,1,1,3360,Apartment,No Preference,True,Occupied,2017,10735436
UNIT-0021906,BLDG-000596,6412,18,1,3,2810,Townhouse,Garden View,False,Vacant,2015,8976671
UNIT-0021907,BLDG-002768,4619,49,1,2,1018,Villa,City View,False,Under Renovation,2016,8894762
UNIT-0021908,BLDG-010579,4904,56,4,4,1577,Apartment,City View,False,Occupied,2023,11086206
UNIT-0021909,BLDG-007327,307,77,3,3,2919,Apartment,City View,True,Occupied,2016,9160592
UNIT-0021910,BLDG-014866,7816,46,3,2,1046,Studio,Sea View,False,Vacant,2022,341072
UNIT-0021911,BLDG-000590,5919,18,4,3,4445,Townhouse,City View,True,Occupied,2019,11532469
UNIT-0021912,BLDG-005907,3816,47,3,3,2886,Apartment,Garden View,True,Occupied,2016,3572027
UNIT-0021913,BLDG-000245,1617,55,4,2,3661,Apartment,No Preference,True,Occupied,2018,6618882
UNIT-0021914,BLDG-010651,4706,4,1,1,3339,Apartment,City View,False,Occupied,2016,9148245
UNIT-0021915,BLDG-007609,1117,47,2,2,2962,Apartment,Pool View,False,Occupied,2021,9533354
UNIT-0021916,BLDG-002158,3107,70,1,2,3253,Villa,No Preference,True,Occupied,2016,9388925
UNIT-0021917,BLDG-005748,7109,7,2,1,2490,Villa,Garden View,False,Vacant,2015,2451425
UNIT-0021918,BLDG-014263,1104,57,4,2,4783,Villa,Sea View,False,Vacant,2019,10503873
UNIT-0021919,BLDG-003598,7209,44,4,2,3369,Apartment,Pool View,True,Occupied,2024,7246819
UNIT-0021920,BLDG-012225,2702,50,3,2,2536,Apartment,City View,False,Occupied,2015,2240083
UNIT-0021921,BLDG-005549,6007,63,3,5,4519,Apartment,Garden View,False,Occupied,2016,12179662
UNIT-0021922,BLDG-004017,7918,74,1,3,3664,Villa,Sea View,True,Occupied,2024,4374850
UNIT-0021923,BLDG-004510,5707,53,1,4,2993,Villa,No Preference,True,Vacant,2017,6325810
UNIT-0021924,BLDG-007311,4210,15,1,4,2735,Apartment,Pool View,False,Occupied,2019,5301245
UNIT-0021925,BLDG-009860,4603,76,2,2,1353,Townhouse,Pool View,False,Vacant,2023,2785079
UNIT-0021926,BLDG-007721,409,12,1,2,2807,Townhouse,Garden View,False,Occupied,2017,14758895
UNIT-0021927,BLDG-008834,2509,10,3,1,2933,Apartment,No Preference,False,Occupied,2016,4491555
UNIT-0021928,BLDG-001361,7311,46,2,3,1404,Villa,City View,False,Vacant,2020,11357830
UNIT-0021929,BLDG-009497,6806,60,2,3,4949,Apartment,Garden View,False,Vacant,2015,7456676
UNIT-0021930,BLDG-011135,7411,34,2,2,4755,Apartment,Sea View,False,Occupied,2021,13189762
UNIT-0021931,BLDG-006033,1701,53,4,1,2604,Villa,Pool View,True,Occupied,2024,11254619
UNIT-0021932,BLDG-003837,5217,69,2,2,3426,Apartment,Pool View,True,Vacant,2018,3510323
UNIT-0021933,BLDG-014903,3911,18,1,4,648,Apartment,City View,False,Occupied,2024,1858711
UNIT-0021934,BLDG-010277,2301,46,1,1,1315,Apartment,Pool View,False,Occupied,2019,11892847
UNIT-0021935,BLDG-011600,3315,3,2,5,4797,Apartment,City View,True,Vacant,2017,14981500
UNIT-0021936,BLDG-012758,615,18,2,2,1708,Studio,City View,False,Occupied,2018,10749590
UNIT-0021937,BLDG-002473,1908,6,4,4,4291,Apartment,No Preference,False,Occupied,2020,13670885
UNIT-0021938,BLDG-000361,4016,3,2,2,3797,Apartment,City View,False,Occupied,2022,12003132
UNIT-0021939,BLDG-006710,1220,32,2,2,4461,Villa,Pool View,True,Vacant,2024,8533689
UNIT-0021940,BLDG-014557,4314,66,1,2,4530,Apartment,No Preference,True,Occupied,2018,13133897
UNIT-0021941,BLDG-000443,3407,19,1,2,4803,Apartment,Garden View,False,Vacant,2024,1407179
UNIT-0021942,BLDG-008641,3911,57,3,4,2592,Villa,City View,False,Vacant,2019,4891377
UNIT-0021943,BLDG-010652,5502,67,1,1,4433,Townhouse,City View,False,Occupied,2020,12094565
UNIT-0021944,BLDG-008848,4903,43,3,4,1917,Villa,No Preference,False,Occupied,2018,3579832
UNIT-0021945,BLDG-002719,6917,60,0,1,1167,Studio,Sea View,False,Vacant,2023,13921056
UNIT-0021946,BLDG-010897,709,42,4,5,740,Apartment,Sea View,False,Occupied,2021,1706599
UNIT-0021947,BLDG-011753,2210,80,3,4,2434,Studio,City View,False,Occupied,2018,5542683
UNIT-0021948,BLDG-005610,6416,8,2,3,2073,Townhouse,Garden View,True,Occupied,2015,13003211
UNIT-0021949,BLDG-007149,1419,56,4,4,2973,Villa,City View,True,Occupied,2015,8904987
UNIT-0021950,BLDG-014820,1105,38,5,3,774,Apartment,Garden View,True,Occupied,2024,2656739
UNIT-0021951,BLDG-009845,3613,35,3,2,2084,Apartment,City View,True,Occupied,2016,4686248
UNIT-0021952,BLDG-002932,7913,74,2,3,4998,Townhouse,No Preference,False,Occupied,2022,4093502
UNIT-0021953,BLDG-012081,3005,70,2,3,2331,Apartment,City View,True,Occupied,2022,8218062
UNIT-0021954,BLDG-009663,2318,23,1,3,3803,Apartment,Garden View,True,Occupied,2021,462093
UNIT-0021955,BLDG-000817,5211,73,1,2,4710,Townhouse,No Preference,False,Occupied,2023,5850527
UNIT-0021956,BLDG-001564,113,37,2,2,1417,Apartment,Sea View,True,Occupied,2018,9767210
UNIT-0021957,BLDG-006785,3113,48,2,4,2087,Penthouse,Garden View,False,Vacant,2021,9160537
UNIT-0021958,BLDG-010803,3111,76,0,1,1303,Apartment,City View,True,Occupied,2015,5259063
UNIT-0021959,BLDG-006985,108,52,4,2,521,Apartment,Garden View,True,Occupied,2017,10099451
UNIT-0021960,BLDG-007912,6217,30,5,1,682,Apartment,Sea View,False,Vacant,2022,1710446
UNIT-0021961,BLDG-006736,4310,6,2,2,2667,Apartment,City View,False,Occupied,2021,1012119
UNIT-0021962,BLDG-006933,5204,43,2,2,978,Studio,Pool View,False,Occupied,2016,11171893
UNIT-0021963,BLDG-011061,5319,61,1,3,3934,Apartment,Garden View,True,Occupied,2017,8468571
UNIT-0021964,BLDG-006862,4704,78,1,2,1983,Apartment,No Preference,False,Vacant,2023,302559
UNIT-0021965,BLDG-014934,7803,25,0,3,1039,Townhouse,City View,False,Occupied,2024,2181831
UNIT-0021966,BLDG-006596,1213,44,3,5,3324,Apartment,No Preference,False,Occupied,2022,3779181
UNIT-0021967,BLDG-014437,1114,73,2,1,4068,Penthouse,Pool View,True,Occupied,2016,8341123
UNIT-0021968,BLDG-002270,416,46,1,3,4515,Townhouse,City View,False,Occupied,2020,7547065
UNIT-0021969,BLDG-004661,2806,71,1,1,3161,Townhouse,Pool View,False,Occupied,2022,2159531
UNIT-0021970,BLDG-005776,5120,45,3,2,3765,Apartment,Garden View,True,Under Renovation,2020,11426164
UNIT-0021971,BLDG-002950,2107,32,1,4,3775,Townhouse,Pool View,False,Occupied,2024,1744886
UNIT-0021972,BLDG-004707,5911,58,2,2,1900,Apartment,Pool View,False,Occupied,2021,4907798
UNIT-0021973,BLDG-005021,7102,46,3,3,1636,Apartment,City View,False,Occupied,2023,6060143
UNIT-0021974,BLDG-000747,4517,51,2,4,3236,Townhouse,City View,False,Occupied,2024,2172459
UNIT-0021975,BLDG-007346,7107,18,3,2,3503,Apartment,Garden View,False,Under Renovation,2023,1873543
UNIT-0021976,BLDG-006428,704,34,1,1,1316,Townhouse,City View,True,Vacant,2017,6937740
UNIT-0021977,BLDG-009278,313,76,5,3,2637,Villa,No Preference,True,Occupied,2021,3462636
UNIT-0021978,BLDG-011792,7017,34,1,2,474,Townhouse,Pool View,True,Occupied,2023,10949398
UNIT-0021979,BLDG-007854,5406,65,2,2,2246,Villa,No Preference,False,Occupied,2016,5917709
UNIT-0021980,BLDG-001394,4912,51,0,3,3818,Penthouse,No Preference,False,Vacant,2018,14068173
UNIT-0021981,BLDG-009223,2517,11,3,2,2684,Townhouse,No Preference,False,Occupied,2018,444938
UNIT-0021982,BLDG-002520,3808,29,0,2,3970,Villa,No Preference,False,Occupied,2023,14123846
UNIT-0021983,BLDG-000876,7111,54,2,2,4321,Villa,Sea View,True,Occupied,2020,6575191
UNIT-0021984,BLDG-003578,1804,18,3,3,2522,Apartment,Pool View,False,Occupied,2024,900306
UNIT-0021985,BLDG-013891,7019,60,3,3,3674,Townhouse,No Preference,True,Occupied,2024,8601598
UNIT-0021986,BLDG-006748,3816,18,2,3,2906,Townhouse,No Preference,False,Vacant,2015,13135841
UNIT-0021987,BLDG-014807,3405,60,0,4,3407,Apartment,Sea View,False,Vacant,2023,7762874
UNIT-0021988,BLDG-000023,7501,31,2,3,4064,Townhouse,Garden View,False,Occupied,2021,2677474
UNIT-0021989,BLDG-003840,4909,14,2,1,4449,Townhouse,Garden View,True,Vacant,2016,1950415
UNIT-0021990,BLDG-013278,7213,51,1,3,696,Apartment,Sea View,False,Vacant,2023,5898904
UNIT-0021991,BLDG-002025,3112,55,3,4,2315,Apartment,Garden View,False,Occupied,2017,14607577
UNIT-0021992,BLDG-000986,3918,29,1,3,822,Townhouse,City View,False,Under Renovation,2021,4267649
UNIT-0021993,BLDG-004463,107,56,2,5,3982,Apartment,No Preference,False,Occupied,2018,2776165
UNIT-0021994,BLDG-001632,2819,27,1,3,4004,Studio,Sea View,False,Vacant,2018,5279446
UNIT-0021995,BLDG-011408,2808,26,5,2,2851,Apartment,Garden View,False,Occupied,2019,9007601
UNIT-0021996,BLDG-009105,4810,4,0,3,2183,Apartment,Sea View,True,Occupied,2018,14417322
UNIT-0021997,BLDG-003706,5901,58,2,2,691,Apartment,City View,True,Occupied,2020,10043346
UNIT-0021998,BLDG-010562,1020,80,4,3,1578,Apartment,Pool View,True,Occupied,2020,9585649
UNIT-0021999,BLDG-004350,309,24,3,2,4818,Townhouse,Garden View,True,Occupied,2019,7439217
UNIT-0022000,BLDG-001568,3817,69,3,4,3796,Penthouse,City View,True,Occupied,2019,5755418
UNIT-0022001,BLDG-012181,7405,9,5,3,3140,Apartment,Pool View,True,Vacant,2020,6619465
UNIT-0022002,BLDG-009025,1802,13,1,2,2554,Villa,Sea View,False,Under Renovation,2022,11853386
UNIT-0022003,BLDG-012407,716,5,2,2,3467,Townhouse,City View,False,Vacant,2022,11531368
UNIT-0022004,BLDG-013588,5516,7,1,5,3756,Studio,City View,False,Occupied,2024,2205978
UNIT-0022005,BLDG-012264,1403,76,1,5,3123,Apartment,City View,True,Occupied,2024,6186416
UNIT-0022006,BLDG-009716,7418,35,3,4,1040,Villa,No Preference,False,Occupied,2015,13777660
UNIT-0022007,BLDG-014404,7801,6,2,2,2937,Penthouse,City View,False,Vacant,2022,11835151
UNIT-0022008,BLDG-004453,2605,78,2,3,2580,Townhouse,City View,False,Occupied,2015,7953088
UNIT-0022009,BLDG-003717,7116,4,3,3,4609,Apartment,City View,False,Occupied,2023,13507901
UNIT-0022010,BLDG-012373,2103,80,3,3,3971,Apartment,Garden View,True,Occupied,2022,12808478
UNIT-0022011,BLDG-000977,1316,14,1,4,3501,Apartment,Sea View,False,Occupied,2016,5505769
UNIT-0022012,BLDG-007719,7815,10,2,3,1034,Villa,Pool View,True,Occupied,2016,6131594
UNIT-0022013,BLDG-002283,2804,13,1,3,619,Apartment,City View,False,Vacant,2020,9083199
UNIT-0022014,BLDG-014305,2207,56,3,2,3466,Apartment,Pool View,False,Occupied,2015,7819623
UNIT-0022015,BLDG-012031,2605,28,4,4,4165,Apartment,City View,False,Vacant,2022,6509289
UNIT-0022016,BLDG-005113,3407,67,3,2,1246,Villa,Garden View,False,Occupied,2021,14958331
UNIT-0022017,BLDG-001970,1408,20,0,3,1701,Penthouse,City View,False,Occupied,2019,3471219
UNIT-0022018,BLDG-013015,4404,45,1,1,3606,Villa,City View,True,Occupied,2019,4251551
UNIT-0022019,BLDG-000086,6703,41,2,5,1243,Apartment,Garden View,False,Occupied,2024,13129047
UNIT-0022020,BLDG-009757,7403,3,2,2,1396,Villa,No Preference,True,Occupied,2023,2669490
UNIT-0022021,BLDG-002304,2320,79,1,5,4606,Apartment,Pool View,False,Occupied,2016,9988947
UNIT-0022022,BLDG-003664,7408,73,1,1,3952,Apartment,Sea View,True,Occupied,2022,14063258
UNIT-0022023,BLDG-002565,6414,21,2,3,4369,Apartment,Pool View,True,Occupied,2015,13255866
UNIT-0022024,BLDG-005070,4203,63,0,2,2156,Apartment,Pool View,False,Occupied,2016,3981998
UNIT-0022025,BLDG-007829,1404,64,1,4,2853,Apartment,Garden View,False,Occupied,2015,7318731
UNIT-0022026,BLDG-011347,1712,79,2,4,3737,Apartment,City View,True,Vacant,2016,9398293
UNIT-0022027,BLDG-006291,2101,53,2,1,3388,Apartment,Garden View,True,Vacant,2017,1899646
UNIT-0022028,BLDG-008306,5715,5,0,3,2089,Apartment,City View,True,Occupied,2019,3059205
UNIT-0022029,BLDG-004211,7502,41,1,1,3915,Townhouse,Garden View,False,Vacant,2017,663607
UNIT-0022030,BLDG-001318,6715,19,2,3,3477,Townhouse,City View,False,Vacant,2016,11695236
UNIT-0022031,BLDG-010729,2418,29,0,3,2080,Studio,Garden View,False,Under Renovation,2018,1250704
UNIT-0022032,BLDG-010588,4309,38,0,1,1297,Apartment,Garden View,False,Vacant,2021,6924404
UNIT-0022033,BLDG-000103,5009,11,3,2,2180,Townhouse,No Preference,True,Vacant,2022,2688485
UNIT-0022034,BLDG-010115,7617,31,1,3,3454,Studio,No Preference,True,Occupied,2018,6189034
UNIT-0022035,BLDG-009681,303,68,4,1,3086,Penthouse,Pool View,True,Occupied,2023,10258610
UNIT-0022036,BLDG-003225,2009,53,4,2,4429,Townhouse,Sea View,True,Occupied,2024,5847140
UNIT-0022037,BLDG-013760,7513,66,2,2,2465,Villa,Pool View,True,Occupied,2023,14535296
UNIT-0022038,BLDG-002122,6504,70,3,3,1464,Villa,Pool View,True,Occupied,2021,6261405
UNIT-0022039,BLDG-011323,4608,60,1,3,3647,Villa,Sea View,True,Vacant,2021,1895623
UNIT-0022040,BLDG-000174,6707,75,1,4,4835,Apartment,Sea View,True,Occupied,2017,3097941
UNIT-0022041,BLDG-000262,4906,61,1,4,1302,Apartment,City View,True,Occupied,2015,12503313
UNIT-0022042,BLDG-010949,6818,44,1,1,2608,Apartment,City View,False,Occupied,2015,9464460
UNIT-0022043,BLDG-006400,7318,7,4,3,3971,Penthouse,Sea View,False,Occupied,2024,2321843
UNIT-0022044,BLDG-010457,219,1,4,2,2527,Apartment,City View,False,Occupied,2024,10044239
UNIT-0022045,BLDG-004629,2607,69,0,2,1951,Apartment,No Preference,False,Occupied,2018,302179
UNIT-0022046,BLDG-011157,2314,77,3,5,507,Townhouse,No Preference,False,Vacant,2023,4546635
UNIT-0022047,BLDG-005864,6503,72,2,4,1935,Townhouse,Pool View,False,Occupied,2022,439576
UNIT-0022048,BLDG-013749,3501,31,3,3,1689,Apartment,City View,False,Vacant,2020,9216920
UNIT-0022049,BLDG-013007,1106,73,2,4,4448,Townhouse,Garden View,False,Occupied,2017,8316299
UNIT-0022050,BLDG-009448,1502,68,3,2,3989,Apartment,City View,False,Vacant,2018,6536730
UNIT-0022051,BLDG-005520,919,18,3,3,3424,Apartment,Garden View,True,Occupied,2023,1469193
UNIT-0022052,BLDG-011696,4101,23,2,2,3731,Apartment,Pool View,False,Vacant,2016,1515297
UNIT-0022053,BLDG-013767,2719,16,2,3,4733,Villa,Pool View,False,Occupied,2020,11062333
UNIT-0022054,BLDG-009422,4917,32,3,2,1231,Apartment,Garden View,False,Occupied,2016,3573898
UNIT-0022055,BLDG-003463,7908,76,0,3,1588,Apartment,Garden View,False,Occupied,2022,8094983
UNIT-0022056,BLDG-012994,2703,41,1,3,2075,Studio,Pool View,True,Vacant,2019,11052022
UNIT-0022057,BLDG-000694,1416,67,1,3,1576,Villa,Pool View,True,Occupied,2020,8184945
UNIT-0022058,BLDG-001886,4501,72,1,5,3703,Apartment,No Preference,False,Under Renovation,2021,791837
UNIT-0022059,BLDG-014909,712,72,3,3,3911,Apartment,City View,False,Occupied,2015,14273208
UNIT-0022060,BLDG-013826,4509,22,2,2,4668,Apartment,No Preference,True,Occupied,2023,9682731
UNIT-0022061,BLDG-002479,905,4,2,2,2070,Studio,Sea View,False,Occupied,2019,14952040
UNIT-0022062,BLDG-013401,7102,28,3,3,4029,Villa,Garden View,True,Occupied,2023,14975560
UNIT-0022063,BLDG-005290,6201,79,3,2,466,Apartment,No Preference,False,Occupied,2024,3933310
UNIT-0022064,BLDG-013739,2817,13,1,3,3834,Apartment,Sea View,False,Occupied,2022,4837470
UNIT-0022065,BLDG-000831,6017,1,3,2,1053,Apartment,No Preference,False,Vacant,2019,13019906
UNIT-0022066,BLDG-005852,7713,3,3,2,943,Studio,City View,True,Occupied,2021,2796330
UNIT-0022067,BLDG-005045,4416,63,1,3,3693,Townhouse,City View,True,Occupied,2020,4206562
UNIT-0022068,BLDG-009480,5107,24,3,2,3952,Apartment,City View,True,Occupied,2024,11028917
UNIT-0022069,BLDG-004345,3808,4,1,2,1888,Apartment,Sea View,True,Occupied,2021,2170135
UNIT-0022070,BLDG-012496,6317,5,5,3,2735,Apartment,City View,True,Vacant,2016,576244
UNIT-0022071,BLDG-013267,6816,54,2,1,1501,Studio,No Preference,False,Occupied,2023,13678147
UNIT-0022072,BLDG-011742,215,12,1,3,3032,Apartment,Sea View,False,Occupied,2022,14327902
UNIT-0022073,BLDG-010653,7008,44,1,2,2163,Apartment,Sea View,True,Occupied,2022,12505365
UNIT-0022074,BLDG-013134,3902,17,1,3,2249,Apartment,No Preference,False,Occupied,2022,10645146
UNIT-0022075,BLDG-007573,2310,79,2,3,650,Apartment,City View,False,Occupied,2021,4157909
UNIT-0022076,BLDG-003611,7816,64,0,5,2628,Apartment,Sea View,False,Occupied,2017,13825309
UNIT-0022077,BLDG-009004,4218,44,1,1,1744,Apartment,Garden View,False,Occupied,2015,14817940
UNIT-0022078,BLDG-011810,4401,68,2,3,606,Apartment,No Preference,False,Occupied,2016,12111028
UNIT-0022079,BLDG-001988,6104,48,3,2,2312,Villa,Pool View,False,Occupied,2018,698181
UNIT-0022080,BLDG-000851,4920,11,1,2,4552,Apartment,City View,False,Occupied,2018,7606414
UNIT-0022081,BLDG-013090,4517,69,3,3,4282,Apartment,No Preference,False,Under Renovation,2018,3627675
UNIT-0022082,BLDG-007938,3520,41,2,3,410,Apartment,Garden View,False,Occupied,2024,661223
UNIT-0022083,BLDG-006926,4602,59,2,1,4269,Townhouse,No Preference,False,Occupied,2019,9147132
UNIT-0022084,BLDG-011905,4117,38,2,3,4164,Apartment,Sea View,False,Vacant,2015,10120308
UNIT-0022085,BLDG-008767,3213,11,4,3,1205,Villa,City View,False,Vacant,2022,1001228
UNIT-0022086,BLDG-001571,813,49,0,5,3492,Villa,City View,False,Vacant,2016,7134586
UNIT-0022087,BLDG-009186,3107,1,1,1,3053,Studio,No Preference,True,Vacant,2017,7547543
UNIT-0022088,BLDG-014667,7105,64,2,2,1176,Villa,Pool View,False,Vacant,2016,2773386
UNIT-0022089,BLDG-001152,2516,40,1,3,870,Apartment,Sea View,False,Occupied,2017,744994
UNIT-0022090,BLDG-008792,5007,24,2,1,2296,Villa,Pool View,False,Occupied,2022,13667754
UNIT-0022091,BLDG-007493,5408,63,2,3,1196,Apartment,Sea View,False,Occupied,2021,3386942
UNIT-0022092,BLDG-012646,6916,46,1,1,3808,Apartment,City View,True,Vacant,2020,14091458
UNIT-0022093,BLDG-002731,5016,39,1,4,2167,Apartment,No Preference,False,Occupied,2018,2680588
UNIT-0022094,BLDG-005448,6420,7,5,3,1705,Villa,No Preference,True,Occupied,2015,14276092
UNIT-0022095,BLDG-010486,5210,37,2,3,4135,Townhouse,City View,True,Occupied,2016,3309336
UNIT-0022096,BLDG-008504,2910,75,1,1,4447,Villa,City View,True,Occupied,2023,14545763
UNIT-0022097,BLDG-003170,6010,28,2,3,944,Studio,Garden View,False,Occupied,2017,1016271
UNIT-0022098,BLDG-004691,6903,59,3,3,4930,Apartment,No Preference,True,Occupied,2024,11971214
UNIT-0022099,BLDG-003410,1717,64,1,2,404,Penthouse,City View,True,Occupied,2020,508514
UNIT-0022100,BLDG-013805,5814,26,3,3,1285,Villa,No Preference,False,Occupied,2023,5077040
UNIT-0022101,BLDG-006241,2312,79,3,3,2622,Apartment,Garden View,True,Occupied,2019,4280310
UNIT-0022102,BLDG-011568,6404,77,3,2,755,Villa,No Preference,False,Vacant,2021,2971589
UNIT-0022103,BLDG-003032,1115,34,3,3,478,Villa,City View,True,Occupied,2019,12752714
UNIT-0022104,BLDG-007284,5406,31,1,2,4655,Townhouse,Sea View,True,Occupied,2022,4886754
UNIT-0022105,BLDG-001900,7913,69,2,4,3755,Penthouse,Garden View,False,Occupied,2022,9727891
UNIT-0022106,BLDG-002670,2813,3,1,3,4090,Apartment,Pool View,False,Vacant,2024,4499839
UNIT-0022107,BLDG-007311,5418,66,1,4,529,Townhouse,Garden View,True,Occupied,2018,10991446
UNIT-0022108,BLDG-001394,1816,3,2,3,4649,Apartment,City View,False,Under Renovation,2015,4273640
UNIT-0022109,BLDG-004389,4513,17,2,2,766,Townhouse,City View,True,Occupied,2017,11700608
