building_id,building_name,area,building_type,floors,units_count,built_year,parking_spaces,has_gym,has_pool,has_concierge,service_charge_per_sqft,grade
BLDG-009058,Building 9058,Sports City,Residential,9,378,1991,540,False,False,True,32.57,B
BLDG-009059,Dubai Tower 7,Dubai Investment Park,Residential,69,76,2022,173,True,True,False,27.04,B
BLDG-009060,Dubai Tower 37,Dubai Hills Estate,Residential,85,99,1997,306,False,True,False,9.42,C
BLDG-009061,Building 9061,Emaar Beachfront,Commercial,48,362,2007,66,True,True,False,15.81,B
BLDG-009062,Town Tower 23,Town Square,Residential,71,375,1995,452,False,False,True,23.68,B
BLDG-009063,Warqa Tower 50,Warqa,Residential,9,158,2023,448,False,True,True,30.69,A
BLDG-009064,Al Tower 1,Al Quoz,Residential,44,130,1991,435,False,True,False,20.39,A
BLDG-009065,Building 9065,Al Karama,Mixed,94,446,1990,265,True,True,False,13.7,A
BLDG-009066,Emaar Tower 43,Emaar Beachfront,Commercial,41,98,1992,84,True,False,True,14.61,B
BLDG-009067,Umm Tower 12,Umm Suqeim,Mixed,39,31,2011,337,True,False,True,21.6,B
BLDG-009068,Al Tower 8,Al Wasl,Mixed,10,183,2009,201,False,False,True,32.37,B
BLDG-009069,DIFC Tower 2,DIFC,Residential,37,500,1996,528,True,True,False,12.17,C
BLDG-009070,Discovery Tower 40,Discovery Gardens,Residential,59,172,2000,309,True,False,True,15.61,A
BLDG-009071,JVC Tower 40,JVC,Residential,43,48,2012,175,True,False,False,19.81,A
BLDG-009072,Building 9072,Dubai Land,Mixed,38,147,2022,526,True,False,False,8.3,B
BLDG-009073,Ras Tower 3,Ras Al Khor,Commercial,67,42,2010,526,True,False,True,23.12,B
BLDG-009074,Dubai Tower 43,Dubai Marina,Mixed,83,140,2015,268,True,True,False,32.26,B
BLDG-009075,Jumeirah Tower 22,Jumeirah,Residential,29,284,2017,363,False,True,False,29.05,C
BLDG-009076,Building 9076,Warqa,Commercial,10,456,2003,358,False,True,False,27.67,B
BLDG-009077,Muhaisnah Tower 19,Muhaisnah,Mixed,66,38,1990,176,True,False,True,14.2,C
BLDG-009078,Bur Tower 1,Bur Dubai,Residential,38,473,1990,349,False,True,True,15.59,C
BLDG-009079,Al Tower 11,Al Safa,Residential,38,354,1996,373,False,True,False,11.96,B
BLDG-009080,JVC Tower 8,JVC,Residential,56,317,1990,347,False,True,True,32.96,B
BLDG-009081,Building 9081,Motor City,Residential,7,239,2003,443,True,True,True,12.25,A
BLDG-009082,Nad Tower 34,Nad Al Sheba,Residential,4,102,1999,558,False,True,True,19.63,A
BLDG-009083,Building 9083,Dubai Creek Harbour,Residential,49,315,1994,313,False,True,True,27.62,A
BLDG-009084,Discovery Tower 32,Discovery Gardens,Mixed,28,15,1991,392,True,True,False,17.58,A
BLDG-009085,Dubai Tower 6,Dubai Investment Park,Residential,4,287,2013,487,False,False,False,9.95,B
BLDG-009086,Building 9086,Town Square,Residential,62,403,2012,112,False,False,True,26.51,B
BLDG-009087,Ras Tower 4,Ras Al Khor,Residential,73,33,2023,108,True,False,False,19.26,B
BLDG-009088,Building 9088,Al Karama,Residential,60,437,2022,309,False,True,True,26.69,A
BLDG-009089,Al Tower 32,Al Barsha,Mixed,46,44,2021,121,False,True,False,16.02,B
BLDG-009090,Town Tower 12,Town Square,Commercial,52,323,2002,359,False,True,True,14.51,B
BLDG-009091,Deira Tower 8,Deira,Residential,51,155,1995,580,True,False,False,15.73,C
BLDG-009092,Building 9092,Dubai Marina,Mixed,57,391,2017,326,True,False,False,29.45,C
BLDG-009093,Building 9093,Mirdif,Mixed,24,164,2003,325,False,False,True,10.15,B
BLDG-009094,Building 9094,Mirdif,Commercial,67,395,2003,507,False,True,True,18.55,B
BLDG-009095,Emaar Tower 14,Emaar Beachfront,Commercial,38,183,2003,317,True,False,True,19.5,B
BLDG-009096,Deira Tower 13,Deira,Residential,22,62,1993,277,False,True,False,24.86,C
BLDG-009097,Building 9097,Dubai Creek Harbour,Residential,20,28,1999,547,True,True,False,12.42,B
BLDG-009098,Jebel Tower 9,Jebel Ali,Residential,44,336,2012,282,False,True,True,32.34,B
BLDG-009099,Building 9099,Al Satwa,Hotel,91,156,1999,60,True,False,False,17.11,A
BLDG-009100,Al Tower 20,Al Satwa,Residential,99,171,2011,561,False,False,False,10.71,A
BLDG-009101,DIFC Tower 27,DIFC,Mixed,89,498,1995,341,True,False,False,21.87,A
BLDG-009102,Umm Tower 42,Umm Suqeim,Commercial,46,349,2000,537,False,False,False,16.72,C
BLDG-009103,Building 9103,Dubai South,Residential,34,446,2007,183,False,True,False,21.65,A
BLDG-009104,Al Tower 15,Al Twar,Commercial,88,466,1996,132,True,True,True,32.56,A
BLDG-009105,Dubai Tower 11,Dubai Creek Harbour,Residential,55,482,1990,423,True,False,False,27.72,A
BLDG-009106,Building 9106,Dubai Creek Harbour,Mixed,33,495,2024,122,False,False,True,23.46,B
BLDG-009107,Dubai Tower 26,Dubai Investment Park,Residential,83,486,2017,321,True,True,True,17.6,B
BLDG-009108,Building 9108,Sports City,Residential,56,369,2004,551,False,False,True,9.52,B
BLDG-009109,Al Tower 49,Al Mizhar,Residential,24,451,1990,134,True,True,True,27.78,A
BLDG-009110,Dubai Tower 48,Dubai Marina,Residential,65,197,2000,402,False,False,True,22.78,B
BLDG-009111,Dubai Tower 10,Dubai Hills Estate,Commercial,98,260,2018,323,False,True,True,18.79,C
BLDG-009112,Al Tower 36,Al Quoz,Residential,91,108,2014,469,False,False,True,23.96,B
BLDG-009113,Al Tower 32,Al Wasl,Commercial,80,75,1990,91,False,False,False,31.11,A
BLDG-009114,Town Tower 4,Town Square,Residential,92,153,2013,117,False,True,False,34.06,B
BLDG-009115,Arabian Tower 24,Arabian Ranches,Residential,71,163,2008,263,False,True,False,16.14,C
BLDG-009116,Building 9116,Dubai Land,Residential,75,32,1993,12,True,False,False,32.21,B
BLDG-009117,Dubai Tower 39,Dubai Creek Harbour,Residential,15,266,2019,480,False,False,True,34.17,B
BLDG-009118,Building 9118,Mirdif,Residential,15,185,2015,195,False,True,False,31.27,B
BLDG-009119,Al Tower 27,Al Safa,Residential,48,95,2003,472,False,False,False,10.18,C
BLDG-009120,Nad Tower 45,Nad Al Sheba,Residential,20,358,2014,322,False,False,False,29.54,B
BLDG-009121,Nad Tower 15,Nad Al Sheba,Mixed,89,462,2023,455,False,False,True,14.19,B
BLDG-009122,Dubai Tower 33,Dubai Investment Park,Commercial,55,214,2023,233,False,True,False,26.33,A
BLDG-009123,Building 9123,Dubailand,Residential,72,239,2000,101,True,True,False,13.18,A
BLDG-009124,Umm Tower 46,Umm Suqeim,Residential,41,315,2017,199,False,True,False,15.33,B
BLDG-009125,Jebel Tower 7,Jebel Ali,Mixed,8,338,2014,199,True,False,False,34.23,A
BLDG-009126,Motor Tower 5,Motor City,Commercial,76,321,2003,566,False,False,True,25.44,B
BLDG-009127,Building 9127,Al Furjan,Hotel,91,146,2021,546,False,True,True,11.98,C
BLDG-009128,International Tower 47,International City,Residential,55,90,1992,377,False,False,False,17.97,B
BLDG-009129,Discovery Tower 29,Discovery Gardens,Mixed,72,159,2006,68,True,False,False,27.71,C
BLDG-009130,Building 9130,Nad Al Sheba,Hotel,17,27,1997,26,True,False,True,25.56,B
BLDG-009131,Building 9131,Discovery Gardens,Residential,98,228,2011,523,False,False,True,25.49,B
BLDG-009132,Dubai Tower 22,Dubai Land,Commercial,41,12,1996,470,False,False,False,12.93,A
BLDG-009133,Emaar Tower 11,Emaar Beachfront,Commercial,85,33,1994,24,True,False,True,30.88,B
BLDG-009134,Downtown Tower 1,Downtown Dubai,Mixed,47,499,2008,12,True,True,True,8.41,B
BLDG-009135,Building 9135,Dubai Hills Estate,Mixed,22,478,2021,519,False,True,False,28.2,A
BLDG-009136,Building 9136,Al Karama,Residential,44,444,2017,373,True,False,False,11.47,C
BLDG-009137,JVC Tower 35,JVC,Residential,32,346,2022,385,False,True,False,23.46,B
BLDG-009138,Umm Tower 8,Umm Suqeim,Hotel,34,466,2014,270,False,True,True,34.62,C
BLDG-009139,Dubai Tower 21,Dubai Investment Park,Residential,91,295,2024,571,False,False,False,8.5,C
BLDG-009140,Discovery Tower 30,Discovery Gardens,Residential,31,265,2010,352,True,True,True,19.37,C
BLDG-009141,Building 9141,Business Bay,Mixed,39,21,1993,287,False,True,False,29.85,A
BLDG-009142,Building 9142,Business Bay,Residential,36,111,1990,394,False,True,True,10.12,B
BLDG-009143,Building 9143,Nad Al Sheba,Residential,48,47,2010,88,False,False,False,24.11,B
BLDG-009144,Building 9144,Jebel Ali,Commercial,53,350,1998,484,True,False,False,22.39,B
BLDG-009145,Palm Tower 17,Palm Jumeirah,Mixed,85,156,2017,361,False,True,False,8.02,A
BLDG-009146,JLT Tower 20,JLT,Residential,5,441,2019,446,True,True,False,14.15,A
BLDG-009147,Building 9147,Palm Jumeirah,Residential,81,130,2017,428,False,True,False,21.92,B
BLDG-009148,Building 9148,Nad Al Sheba,Residential,67,112,1991,565,False,False,False,26.44,B
BLDG-009149,Jumeirah Tower 15,Jumeirah,Residential,29,139,1992,287,True,False,False,14.38,B
BLDG-009150,Mirdif Tower 4,Mirdif,Commercial,91,381,2023,274,False,False,True,24.31,B
BLDG-009151,JLT Tower 23,JLT,Mixed,85,215,2000,504,False,True,False,21.98,A
BLDG-009152,Downtown Tower 30,Downtown Dubai,Residential,51,32,2008,195,False,False,False,24.25,B
BLDG-009153,Dubailand Tower 42,Dubailand,Residential,90,77,2000,423,True,True,False,30.14,B
BLDG-009154,Deira Tower 21,Deira,Residential,36,321,2021,134,False,False,False,8.3,B
BLDG-009155,Bur Tower 7,Bur Dubai,Commercial,97,134,2000,218,True,False,False,30.04,A
BLDG-009156,Deira Tower 44,Deira,Mixed,14,316,2006,120,False,True,True,34.61,A
BLDG-009157,Mirdif Tower 33,Mirdif,Mixed,67,315,2011,64,True,True,True,20.67,C
BLDG-009158,Building 9158,Town Square,Residential,88,456,1994,382,False,False,True,16.75,B
BLDG-009159,Al Tower 2,Al Wasl,Residential,29,201,2011,497,False,False,True,23.06,B
BLDG-009160,Building 9160,Al Furjan,Commercial,10,381,2022,36,True,False,False,22.84,A
BLDG-009161,Building 9161,Business Bay,Residential,26,47,2005,42,False,True,True,22.42,B
BLDG-009162,Building 9162,Palm Jumeirah,Residential,4,395,2000,295,False,True,False,34.83,B
BLDG-009163,Building 9163,Dubai Creek Harbour,Residential,78,295,2003,76,False,True,False,30.72,A
BLDG-009164,Al Tower 14,Al Karama,Residential,7,491,2001,474,True,True,True,18.56,C
BLDG-009165,Building 9165,Al Mizhar,Residential,79,74,2019,473,True,True,False,24.32,B
BLDG-009166,Business Tower 28,Business Bay,Mixed,28,456,1996,586,True,True,False,25.82,A
BLDG-009167,Al Tower 25,Al Barsha,Mixed,95,328,1997,195,False,False,False,30.38,B
BLDG-009168,Muhaisnah Tower 5,Muhaisnah,Hotel,47,256,2000,455,False,True,False,24.59,B
BLDG-009169,Building 9169,Dubai Investment Park,Commercial,47,107,2004,160,False,False,False,32.22,B
BLDG-009170,Building 9170,Al Qusais,Mixed,39,416,2013,409,True,True,True,18.07,B
BLDG-009171,Muhaisnah Tower 20,Muhaisnah,Residential,39,348,1996,560,True,True,False,11.85,A
BLDG-009172,Palm Tower 10,Palm Jumeirah,Mixed,42,304,2003,582,False,False,True,10.6,B
BLDG-009173,JLT Tower 35,JLT,Residential,85,329,2008,533,False,False,True,16.99,B
BLDG-009174,Building 9174,Bur Dubai,Commercial,11,440,1999,526,True,True,True,30.97,C
BLDG-009175,Al Tower 40,Al Barsha,Residential,43,298,2012,131,True,False,False,34.64,B
BLDG-009176,Building 9176,Emaar Beachfront,Commercial,12,168,1990,234,True,False,True,14.84,B
BLDG-009177,Building 9177,Business Bay,Mixed,66,360,2020,147,True,False,False,34.9,A
BLDG-009178,Al Tower 41,Al Safa,Commercial,26,300,1994,531,True,True,False,20.84,B
BLDG-009179,Motor Tower 7,Motor City,Commercial,90,244,1990,475,False,True,True,30.78,A
BLDG-009180,Building 9180,Discovery Gardens,Residential,81,355,1990,566,False,True,False,9.89,A
BLDG-009181,Dubai Tower 33,Dubai Hills Estate,Commercial,94,210,1991,252,True,True,False,11.04,C
BLDG-009182,Building 9182,Dubai Investment Park,Residential,33,187,2022,555,True,False,False,15.53,C
BLDG-009183,Dubai Tower 16,Dubai Hills Estate,Residential,69,150,2000,224,True,False,False,15.23,B
BLDG-009184,Building 9184,Al Safa,Residential,3,290,2017,219,True,False,False,31.94,C
BLDG-009185,Dubai Tower 45,Dubai Land,Residential,40,62,2015,325,False,True,True,34.24,B
BLDG-009186,Al Tower 42,Al Quoz,Mixed,56,247,2015,118,True,False,True,34.75,B
BLDG-009187,Al Tower 37,Al Furjan,Residential,33,393,2012,57,True,True,True,21.26,B
BLDG-009188,Building 9188,Nad Al Sheba,Mixed,83,467,1995,174,True,False,True,14.5,C
BLDG-009189,Dubai Tower 23,Dubai Hills Estate,Hotel,28,81,2011,326,True,True,False,18.9,B
BLDG-009190,Al Tower 49,Al Barsha,Hotel,27,325,2012,228,True,False,True,27.47,C
BLDG-009191,Al Tower 19,Al Karama,Residential,4,36,2006,486,False,False,False,23.38,B
BLDG-009192,Building 9192,Palm Jumeirah,Commercial,84,322,2007,250,True,True,False,22.21,C
BLDG-009193,Building 9193,DIFC,Residential,43,389,2004,41,True,False,False,23.59,B
BLDG-009194,Al Tower 47,Al Barsha,Mixed,2,452,2001,451,True,True,True,25.26,C
BLDG-009195,Palm Tower 25,Palm Jumeirah,Commercial,52,219,1992,503,False,True,True,33.7,A
BLDG-009196,Al Tower 24,Al Qusais,Commercial,55,385,1997,429,True,False,True,17.54,B
BLDG-009197,Dubai Tower 19,Dubai Creek Harbour,Residential,31,367,1999,139,False,True,False,17.69,B
BLDG-009198,Motor Tower 32,Motor City,Residential,24,127,1992,160,False,True,False,24.13,B
BLDG-009199,Al Tower 16,Al Mizhar,Residential,80,66,2000,526,False,True,False,14.68,A
BLDG-009200,Sports Tower 2,Sports City,Mixed,48,425,2016,407,False,True,True,10.31,C
BLDG-009201,Al Tower 26,Al Furjan,Mixed,90,416,2016,339,True,True,False,14.33,A
BLDG-009202,Dubai Tower 45,Dubai Marina,Residential,25,80,1990,391,True,False,True,15.73,A
BLDG-009203,Building 9203,Al Twar,Mixed,80,296,2023,589,True,False,True,14.14,B
BLDG-009204,Dubai Tower 35,Dubai Marina,Mixed,84,144,2014,347,False,False,False,29.29,A
BLDG-009205,Building 9205,Dubailand,Residential,78,420,2018,418,False,False,True,13.27,B
BLDG-009206,Building 9206,Al Mizhar,Mixed,30,58,2008,50,True,False,False,12.93,B
BLDG-009207,Al Tower 31,Al Barsha,Residential,26,367,1995,390,True,True,True,25.44,B
BLDG-009208,Jumeirah Tower 4,Jumeirah,Hotel,22,291,1990,556,False,True,False,26.05,B
BLDG-009209,Building 9209,Arabian Ranches,Residential,74,416,2000,559,False,True,True,30.08,B
BLDG-009210,Muhaisnah Tower 35,Muhaisnah,Commercial,49,135,1992,494,False,True,True,32.28,B
BLDG-009211,Building 9211,Dubai South,Commercial,31,57,1997,516,True,False,False,10.53,A
BLDG-009212,Building 9212,Jebel Ali,Residential,74,103,2001,510,True,True,False,8.01,B
BLDG-009213,Building 9213,Al Karama,Residential,42,11,2011,530,True,True,False,26.49,A
BLDG-009214,Building 9214,JLT,Commercial,54,483,1992,396,True,True,False,31.95,B
BLDG-009215,Building 9215,JLT,Residential,99,106,2001,181,True,True,False,14.92,C
BLDG-009216,Building 9216,Deira,Residential,16,474,2007,486,False,True,False,28.06,B
BLDG-009217,Warqa Tower 42,Warqa,Residential,14,466,1993,235,True,False,False,21.12,B
BLDG-009218,Deira Tower 40,Deira,Residential,79,113,2001,360,False,False,False,12.46,B
BLDG-009219,Building 9219,Muhaisnah,Hotel,56,479,2005,70,False,True,False,29.85,C
BLDG-009220,Building 9220,Discovery Gardens,Mixed,42,106,1992,125,False,True,False,9.68,A
BLDG-009221,Building 9221,Dubai Investment Park,Mixed,76,470,2005,408,False,True,True,9.45,C
BLDG-009222,Bur Tower 1,Bur Dubai,Commercial,44,184,2008,319,False,True,False,32.4,C
BLDG-009223,Building 9223,Al Mizhar,Commercial,68,414,2008,216,True,True,False,25.82,C
BLDG-009224,Building 9224,Dubailand,Residential,66,342,2000,499,True,True,False,16.6,C
BLDG-009225,Building 9225,Jebel Ali,Residential,33,288,1991,299,True,False,False,33.95,C
BLDG-009226,JLT Tower 42,JLT,Residential,38,380,2021,176,True,True,True,18.05,C
BLDG-009227,Dubai Tower 48,Dubai South,Mixed,36,210,2014,254,False,True,False,11.94,A
BLDG-009228,Building 9228,Business Bay,Residential,84,65,2007,329,False,True,True,10.0,C
BLDG-009229,Arabian Tower 3,Arabian Ranches,Commercial,47,185,2006,472,False,False,False,17.71,A
BLDG-009230,Mirdif Tower 22,Mirdif,Residential,51,40,2010,305,False,False,True,31.86,B
BLDG-009231,Building 9231,Al Twar,Residential,38,141,2023,220,False,False,False,29.48,B
BLDG-009232,Building 9232,Al Mizhar,Mixed,52,331,2013,41,False,False,False,20.01,B
BLDG-009233,Building 9233,Discovery Gardens,Residential,61,45,1999,506,False,False,False,17.6,B
BLDG-009234,Jebel Tower 28,Jebel Ali,Residential,46,196,2009,426,True,False,True,27.94,B
BLDG-009235,JVC Tower 4,JVC,Commercial,83,300,2003,267,False,False,True,29.35,B
BLDG-009236,Building 9236,JVC,Mixed,61,230,2005,227,True,True,False,15.69,B
BLDG-009237,JLT Tower 37,JLT,Residential,31,397,1992,474,True,False,True,8.99,A
BLDG-009238,Dubai Tower 42,Dubai Investment Park,Residential,66,370,2023,226,False,False,True,11.72,B
BLDG-009239,International Tower 11,International City,Commercial,3,117,2016,569,False,False,True,21.8,B
BLDG-009240,Dubai Tower 48,Dubai Hills Estate,Residential,35,151,1997,347,True,False,False,28.21,B
BLDG-009241,Building 9241,Al Satwa,Residential,65,239,2020,571,True,True,False,10.91,C
BLDG-009242,Al Tower 43,Al Qusais,Residential,99,477,2020,273,True,True,False,33.98,C
BLDG-009243,Building 9243,Umm Suqeim,Commercial,46,121,2011,348,True,False,False,14.3,C
BLDG-009244,Dubai Tower 34,Dubai Hills Estate,Mixed,18,260,1996,73,False,False,True,8.13,B
BLDG-009245,JLT Tower 5,JLT,Residential,68,293,2002,433,True,True,True,31.41,B
BLDG-009246,Al Tower 50,Al Satwa,Residential,85,198,2019,474,True,False,True,25.55,C
BLDG-009247,Building 9247,Dubai South,Residential,6,347,2024,284,True,True,False,24.12,C
BLDG-009248,Dubai Tower 26,Dubai Creek Harbour,Commercial,77,211,2005,407,True,False,True,26.45,B
BLDG-009249,Building 9249,Al Twar,Residential,62,495,2005,137,True,False,True,14.46,A
BLDG-009250,Al Tower 15,Al Safa,Residential,33,311,2021,554,True,True,False,24.21,B
BLDG-009251,Palm Tower 39,Palm Jumeirah,Residential,13,337,2017,171,False,False,True,28.73,C
BLDG-009252,Motor Tower 15,Motor City,Residential,12,499,1995,211,True,False,False,30.37,C
BLDG-009253,Nad Tower 2,Nad Al Sheba,Residential,37,307,2012,563,True,True,False,23.53,A
BLDG-009254,Building 9254,JVC,Residential,68,412,2012,374,True,False,True,17.12,B
BLDG-009255,Building 9255,Al Qusais,Mixed,28,178,2003,212,True,False,False,20.5,C
BLDG-009256,Al Tower 5,Al Barsha,Residential,86,354,2011,105,True,True,True,11.19,B
BLDG-009257,Dubai Tower 7,Dubai Investment Park,Residential,7,62,2021,586,False,False,False,34.91,B
BLDG-009258,Building 9258,Al Safa,Mixed,93,487,1994,506,False,False,True,27.27,B
BLDG-009259,Dubai Tower 32,Dubai Marina,Mixed,72,417,2019,559,False,True,True,11.68,A
BLDG-009260,Building 9260,Al Satwa,Residential,70,163,2001,430,True,True,False,28.13,B
BLDG-009261,Al Tower 46,Al Satwa,Residential,14,34,2009,419,True,False,True,10.56,A
BLDG-009262,Dubailand Tower 12,Dubailand,Residential,93,366,2009,573,False,False,False,22.55,B
BLDG-009263,Al Tower 31,Al Safa,Residential,66,27,1997,57,False,True,True,12.61,B
BLDG-009264,Building 9264,Muhaisnah,Commercial,67,51,2010,11,True,True,True,17.37,B
BLDG-009265,Building 9265,Al Furjan,Residential,82,40,2013,282,False,True,True,17.24,A
BLDG-009266,JLT Tower 6,JLT,Hotel,62,102,2003,216,True,True,True,33.52,B
BLDG-009267,Building 9267,Al Qusais,Commercial,45,246,1990,367,True,False,False,34.98,C
BLDG-009268,Warqa Tower 39,Warqa,Residential,43,75,2003,386,False,False,True,23.07,C
BLDG-009269,Motor Tower 38,Motor City,Commercial,66,174,2003,376,False,True,False,11.85,B
BLDG-009270,Warqa Tower 33,Warqa,Residential,18,366,2016,564,False,False,False,18.06,A
BLDG-009271,Motor Tower 1,Motor City,Residential,43,375,2000,238,True,False,False,32.82,B
BLDG-009272,Building 9272,Deira,Commercial,33,427,2015,359,False,False,True,18.78,B
BLDG-009273,Motor Tower 22,Motor City,Residential,77,250,2022,20,False,True,False,18.74,C
BLDG-009274,Building 9274,Emaar Beachfront,Mixed,95,30,1999,447,False,False,False,14.48,B
BLDG-009275,Building 9275,Arabian Ranches,Residential,94,313,2010,319,True,False,False,29.42,B
BLDG-009276,Building 9276,Bur Dubai,Residential,16,421,2011,546,False,False,False,33.96,C
BLDG-009277,Al Tower 30,Al Satwa,Residential,61,220,2008,466,True,False,False,12.23,B
BLDG-009278,Building 9278,Al Qusais,Hotel,39,377,2020,125,False,False,False,11.9,C
BLDG-009279,Building 9279,Jebel Ali,Residential,47,72,2014,275,False,False,True,34.79,C
BLDG-009280,Jebel Tower 33,Jebel Ali,Residential,82,339,2015,243,False,True,False,14.48,A
BLDG-009281,Al Tower 10,Al Mizhar,Residential,25,465,2006,518,False,True,False,25.58,B
BLDG-009282,Al Tower 16,Al Satwa,Commercial,100,22,2016,228,False,False,True,13.03,A
BLDG-009283,Building 9283,Muhaisnah,Residential,80,500,2017,308,True,True,False,20.13,B
BLDG-009284,Sports Tower 42,Sports City,Residential,32,282,2000,344,False,True,True,22.75,A
BLDG-009285,Al Tower 39,Al Quoz,Residential,61,277,2020,532,False,True,False,33.78,B
BLDG-009286,Al Tower 29,Al Qusais,Mixed,87,29,2014,150,False,True,False,8.92,A
BLDG-009287,DIFC Tower 14,DIFC,Commercial,34,352,2020,349,True,True,False,21.51,A
BLDG-009288,Jumeirah Tower 18,Jumeirah,Residential,45,434,2020,360,True,False,True,19.04,B
BLDG-009289,Building 9289,Bur Dubai,Mixed,23,102,2012,309,True,True,False,10.83,B
BLDG-009290,DIFC Tower 46,DIFC,Commercial,2,317,2020,158,True,False,True,20.13,B
BLDG-009291,Building 9291,Downtown Dubai,Residential,25,100,2009,208,False,False,True,32.19,C
BLDG-009292,Warqa Tower 7,Warqa,Residential,78,150,2002,163,True,False,False,12.68,B
BLDG-009293,Discovery Tower 44,Discovery Gardens,Mixed,54,237,2014,566,True,False,True,34.23,A
BLDG-009294,Building 9294,JVC,Commercial,43,79,1992,357,False,True,False,10.82,B
BLDG-009295,Al Tower 17,Al Barsha,Commercial,96,86,2019,101,False,False,False,19.84,A
BLDG-009296,Building 9296,Al Karama,Mixed,69,95,2016,45,True,False,False,22.82,A
BLDG-009297,Dubai Tower 41,Dubai Hills Estate,Residential,49,67,2007,112,False,False,False,13.88,C
BLDG-009298,Building 9298,Mirdif,Commercial,8,484,2019,372,True,True,False,30.5,B
BLDG-009299,JVC Tower 28,JVC,Commercial,57,344,2004,95,False,False,False,29.93,B
BLDG-009300,Building 9300,Motor City,Hotel,68,70,1990,109,True,False,True,11.68,B
BLDG-009301,Building 9301,Dubai South,Residential,11,322,1999,218,False,True,False,33.66,A
BLDG-009302,International Tower 25,International City,Residential,75,231,2019,416,False,True,True,31.45,B
BLDG-009303,Jebel Tower 32,Jebel Ali,Mixed,36,141,1999,566,True,True,False,17.82,A
BLDG-009304,Building 9304,Al Barsha,Residential,81,74,2011,62,False,False,False,28.19,A
BLDG-009305,Dubai Tower 50,Dubai Marina,Commercial,88,429,2021,233,True,True,False,13.83,C
BLDG-009306,Al Tower 25,Al Barsha,Mixed,50,442,1991,285,True,True,False,31.44,C
BLDG-009307,Building 9307,Al Satwa,Commercial,79,393,1991,523,True,True,True,12.98,A
BLDG-009308,Dubailand Tower 5,Dubailand,Residential,20,390,1990,502,True,True,False,26.61,B
BLDG-009309,JLT Tower 6,JLT,Residential,98,431,2022,176,True,False,False,32.81,A
BLDG-009310,Dubai Tower 6,Dubai South,Residential,27,474,1995,441,False,True,True,27.5,B
BLDG-009311,Town Tower 31,Town Square,Hotel,67,240,2018,578,False,False,False,27.74,A
BLDG-009312,Discovery Tower 25,Discovery Gardens,Mixed,66,57,1990,55,True,True,True,16.57,B
BLDG-009313,Building 9313,Muhaisnah,Residential,94,489,2003,452,False,False,False,10.2,A
BLDG-009314,JLT Tower 33,JLT,Mixed,40,134,2020,358,True,True,False,27.16,B
BLDG-009315,Building 9315,Al Quoz,Residential,81,44,2009,298,True,True,False,24.26,A
BLDG-009316,JLT Tower 42,JLT,Hotel,86,405,2002,445,True,True,False,25.06,C
BLDG-009317,Motor Tower 4,Motor City,Residential,94,85,2023,464,False,False,False,25.08,A
BLDG-009318,Building 9318,JLT,Residential,56,460,1995,448,False,True,True,31.66,B
BLDG-009319,Dubai Tower 35,Dubai Land,Residential,90,72,1991,49,False,True,True,29.77,C
BLDG-009320,Arabian Tower 13,Arabian Ranches,Commercial,58,25,2006,407,False,True,False,17.51,B
BLDG-009321,Dubai Tower 44,Dubai Land,Residential,36,86,2023,535,True,True,False,23.34,A
BLDG-009322,Al Tower 35,Al Furjan,Residential,15,301,1990,464,True,False,False,27.08,A
BLDG-009323,Nad Tower 24,Nad Al Sheba,Residential,71,413,1996,158,False,False,False,27.84,B
BLDG-009324,Building 9324,Town Square,Mixed,7,487,2005,237,True,True,False,29.74,A
BLDG-009325,Dubailand Tower 27,Dubailand,Residential,54,42,2009,441,False,True,False,19.31,B
BLDG-009326,Building 9326,Deira,Mixed,26,312,2013,328,False,True,False,17.55,B
BLDG-009327,Building 9327,Deira,Residential,55,427,2019,46,True,True,True,11.78,A
BLDG-009328,Building 9328,Town Square,Residential,12,76,2001,551,False,False,True,29.0,A
BLDG-009329,Building 9329,JLT,Residential,19,35,2017,384,False,True,False,23.71,C
BLDG-009330,JVC Tower 30,JVC,Mixed,15,55,2021,428,False,False,True,34.76,C
BLDG-009331,Al Tower 12,Al Qusais,Residential,93,430,1995,453,False,False,True,24.15,B
BLDG-009332,Building 9332,Sports City,Commercial,62,141,2022,188,False,False,True,11.29,C
BLDG-009333,Sports Tower 5,Sports City,Mixed,67,287,2021,165,True,False,True,8.65,B
BLDG-009334,Umm Tower 44,Umm Suqeim,Residential,43,56,1993,363,True,True,False,19.65,B
BLDG-009335,Business Tower 34,Business Bay,Commercial,49,82,1991,326,True,True,False,21.36,A
BLDG-009336,Ras Tower 41,Ras Al Khor,Commercial,31,155,2023,193,False,False,True,12.9,B
BLDG-009337,Building 9337,Motor City,Residential,88,133,2014,342,False,False,True,23.98,B
BLDG-009338,Building 9338,DIFC,Residential,84,45,1990,356,False,True,False,11.83,C
BLDG-009339,Building 9339,Nad Al Sheba,Mixed,93,415,1996,495,False,False,False,20.11,B
BLDG-009340,Building 9340,Town Square,Residential,13,27,1994,161,False,False,False,12.23,A
BLDG-009341,Al Tower 37,Al Qusais,Residential,49,231,2003,170,True,True,False,10.89,C
BLDG-009342,Sports Tower 37,Sports City,Commercial,92,196,1995,168,False,True,False,34.57,A
BLDG-009343,DIFC Tower 8,DIFC,Commercial,30,82,1996,11,True,True,False,28.16,A
